,Calciatore,Ruolo,Squadra,Partite Giocate,MV,FM,Gol,Gol Subiti,Rigori,Rigori Parati,Assist,Ammonizioni,Espulsioni,QA,ExpectedCost_1000
0,Quagliarella,a,SAM,37,"6,5","8,70",26,0,9 / 10,0,7,1,0,35,-
1,Ronaldo,a,JUV,31,"6,53","8,65",21,0,5 / 6,0,7,3,0,41,-
2,Zapata D.,a,ATA,37,"6,46","8,36",23,0,1 / 2,0,7,5,0,32,-
3,Kean,a,JUV,10,"6,4","8,1",6,0,0 / 0,0,0,2,0,10,-
4,Piatek,a,MIL,37,"6,35","8,07",22,0,2 / 2,0,0,5,0,28,-
5,Mertens,a,NAP,35,"6,29","7,93",16,0,1 / 1,0,10,1,0,33,-
6,Pavoletti,a,CAG,32,"6,19","7,62",16,0,0 / 0,0,1,6,0,23,-
7,Milik,a,NAP,35,"6,11","7,57",17,0,0 / 0,0,2,4,0,25,-
8,Ilicic,c,ATA,31,"6,40","7,56",12,0,0 / 1,0,6,4,1,26,-
9,Mandzukic,a,JUV,25,"6,3","7,54",9,0,0 / 0,0,6,4,0,23,-
10,Okaka,a,UDI,14,"6,25","7,46",6,0,0 / 0,0,1,4,0,16,-
11,El Shaarawy,a,ROM,28,"6,20","7,45",11,0,0 / 0,0,3,2,0,20,-
12,Immobile,a,LAZ,35,"6,06","7,43",15,0,4 / 4,0,6,6,0,31,-
13,Destro,a,BOL,9,"6,11","7,39",4,0,0 / 0,0,1,3,0,13,-
14,Bonaventura,c,MIL,8,"6,19","7,31",3,0,0 / 0,0,0,0,0,17,-
15,Petagna,a,SPA,36,"6,08","7,31",16,0,6 / 6,0,0,8,0,22,-
16,Belotti,a,TOR,37,"6,22","7,31",15,0,5 / 6,0,1,5,0,27,-
17,Gervinho,a,PAR,29,"6,14","7,29",11,0,0 / 0,0,2,3,0,16,-
18,Inglese,a,PAR,24,"6,10","7,25",9,0,2 / 2,0,2,3,0,18,-
19,Boateng,c,SAS,13,"6,27","7,23",4,0,2 / 2,0,1,1,0,20,-
20,Caicedo,a,LAZ,23,"6,13","7,17",8,0,1 / 1,0,2,4,0,13,-
21,Insigne,a,NAP,28,"6,16","7,16",10,0,1 / 2,0,5,6,1,23,-
22,Gomez,a,ATA,35,"6,33","7,14",7,0,0 / 0,0,10,5,0,24,-
23,Iago Falque,a,TOR,25,"6,28","7,14",6,0,0 / 0,0,4,1,0,25,-
24,Younes,a,NAP,11,"6,18","7,14",3,0,0 / 0,0,2,1,0,9,-
25,Caputo,a,EMP,38,"6,08","7,14",16,0,3 / 6,0,3,3,0,20,-
26,Perotti,c,ROM,13,"6,08","7,12",5,0,3 / 3,0,0,3,0,13,-
27,Icardi,a,INT,29,"5,91","7,09",11,0,5 / 6,0,4,0,0,26,-
28,Orsolini,a,BOL,31,"6,16","7,03",8,0,0 / 0,0,4,2,0,16,-
29,Defrel,a,SAM,35,"5,99","6,96",11,0,0 / 0,0,2,2,0,21,-
30,Gagliardini,c,INT,15,"6,07","6,93",5,0,0 / 0,0,0,4,0,10,-
31,Caprari,a,SAM,21,"6,0","6,93",6,0,0 / 0,0,2,1,0,12,-
32,Santander,a,BOL,29,"6,03","6,90",8,0,0 / 0,0,3,5,0,15,-
33,Nainggolan,c,INT,28,"6,18","6,88",6,0,0 / 0,0,3,3,0,22,-
34,Higuain,a,MIL,15,"5,93","6,87",6,0,0 / 1,0,1,2,1,26,-
35,Muriel,a,FIO,19,"5,95","6,87",6,0,0 / 0,0,0,1,0,21,-
36,Suso,a,MIL,35,"6,14","6,86",7,0,0 / 0,0,9,8,1,20,-
37,Dzeko,a,ROM,32,"6,0","6,86",9,0,0 / 0,0,5,9,0,25,-
38,Martinez L.,a,INT,22,"6,09","6,86",6,0,1 / 1,0,1,4,0,15,-
39,Ruiz,c,NAP,27,"6,26","6,85",5,0,0 / 0,0,3,2,1,16,-
40,Pellissier,a,CHI,14,"6,14","6,82",4,0,1 / 2,0,1,1,0,8,-
41,De Paul,c,UDI,36,"6,21","6,81",9,0,3 / 6,0,7,7,0,23,-
42,Chiesa,c,FIO,37,"6,32","6,81",6,0,0 / 0,0,2,4,0,22,-
43,Correa,c,LAZ,34,"6,28","6,79",5,0,0 / 0,0,5,5,0,17,-
44,Babacar,a,SAS,26,"5,88","6,77",7,0,2 / 2,0,2,0,0,14,-
45,Callejon,a,NAP,33,"6,20","6,76",3,0,0 / 0,0,10,1,0,21,-
46,Berardi,a,SAS,35,"6,09","6,76",8,0,1 / 1,0,3,5,1,19,-
47,Ansaldi,d,TOR,24,"6,35","6,75",3,0,0 / 0,0,2,3,0,14,-
48,Keita B.,a,INT,21,"6,0","6,74",5,0,0 / 0,0,2,1,1,19,-
49,Farias,a,EMP,31,"6,0","6,74",7,0,0 / 0,0,4,4,0,15,-
50,Kurtic,c,SPA,30,"6,12","6,73",6,0,0 / 0,0,5,9,0,14,-
51,Pastore,c,ROM,12,"5,88","6,71",3,0,0 / 0,0,1,0,0,16,-
52,Palacio,a,BOL,28,"6,27","6,70",3,0,0 / 0,0,6,6,0,14,-
53,Perisic,c,INT,34,"5,99","6,68",8,0,2 / 2,0,4,5,0,23,-
54,Dybala,a,JUV,27,"6,06","6,67",5,0,1 / 1,0,2,2,0,23,-
55,Ounas,a,NAP,12,"5,92","6,67",3,0,0 / 0,0,0,0,0,8,-
56,Kolarov,d,ROM,33,"6,03","6,67",8,0,3 / 3,0,1,6,1,17,-
57,Mancini,d,ATA,29,"6,21","6,67",5,0,0 / 0,0,1,5,0,13,-
58,Rigoni E,a,ATA,9,"5,72","6,67",3,0,0 / 0,0,0,1,0,9,-
59,Cataldi,c,LAZ,11,"6,09","6,64",2,0,0 / 0,0,1,2,0,7,-
60,Floccari,a,SPA,15,"6,03","6,63",3,0,0 / 0,0,1,3,0,9,-
61,Hateboer,d,ATA,34,"6,10","6,62",5,0,0 / 0,0,5,5,0,13,-
62,Zielinski,c,NAP,36,"6,12","6,60",6,0,0 / 0,0,2,6,0,17,-
63,Khedira,c,JUV,10,"6,0","6,6",2,0,0 / 0,0,0,0,0,14,-
64,Duncan,c,SAS,24,"6,10","6,60",4,0,0 / 0,0,4,6,1,12,-
65,Gabbiadini,a,SAM,16,"5,94","6,59",4,0,0 / 0,0,1,5,0,19,-
66,Kessie',c,MIL,34,"6,03","6,59",7,0,3 / 3,0,2,8,0,14,-
67,Castagne,d,ATA,27,"6,13","6,59",4,0,0 / 0,0,2,3,0,12,-
68,Izzo,d,TOR,37,"6,30","6,57",4,0,0 / 0,0,1,6,0,15,-
69,Pandev,a,GEN,21,"6,02","6,57",4,0,0 / 0,0,2,6,0,10,-
70,Under,a,ROM,23,"5,93","6,57",3,0,0 / 0,0,6,1,0,20,-
71,Castillejo,a,MIL,22,"5,98","6,57",4,0,0 / 0,0,2,3,0,14,-
72,Kucka,c,PAR,18,"5,94","6,56",4,0,1 / 1,0,2,4,1,12,-
73,Boga,c,SAS,24,"6,15","6,56",3,0,0 / 0,0,1,0,0,12,-
74,Demiral,d,SAS,14,"6,21","6,54",2,0,0 / 0,0,0,3,0,10,-
75,Krunic,c,EMP,33,"6,03","6,53",5,0,0 / 0,0,6,7,1,13,-
76,Lazzari,c,SPA,33,"6,39","6,53",0,0,0 / 0,0,8,7,0,15,-
77,Pulgar,c,BOL,28,"6,02","6,52",6,0,5 / 5,0,2,6,1,13,-
78,Joao Pedro,c,CAG,34,"5,90","6,51",7,0,2 / 2,0,3,4,1,12,-
79,Kouame',a,GEN,38,"6,12","6,51",4,0,0 / 0,0,5,4,0,11,-
80,Castro,c,CAG,12,"6,04","6,5",1,0,0 / 0,0,3,1,0,10,-
81,Saponara,c,SAM,21,"6,10","6,5",2,0,0 / 0,0,4,3,0,10,-
82,Verdi,c,NAP,18,"5,83","6,5",3,0,1 / 1,0,3,0,0,13,-
83,Ljajic,a,TOR,1,"6,5","6,5",0,0,0 / 0,0,0,0,0,14,-
84,Politano,a,INT,36,"6,03","6,5",5,0,0 / 0,0,5,4,1,16,-
85,Sansone,a,BOL,14,"5,96","6,5",2,0,0 / 0,0,4,3,1,13,-
86,Adjapong,d,SAS,4,"5,88","6,5",1,0,0 / 0,0,0,1,0,3,-
87,Pinamonti,a,FRO,25,"5,82","6,5",5,0,0 / 0,0,3,2,0,10,-
88,Pasalic,c,ATA,31,"5,94","6,5",5,0,0 / 0,0,3,1,0,14,-
89,Luis Alberto,c,LAZ,27,"6,0","6,5",4,0,1 / 1,0,5,5,1,20,-
90,Zajc,c,EMP,20,"6,02","6,5",3,0,0 / 0,0,2,1,1,11,-
91,Gosens,d,ATA,28,"6,14","6,5",3,0,0 / 0,0,2,2,0,13,-
92,Reca,d,ATA,1,"6,5","6,5",0,0,0 / 0,0,0,0,0,2,-
93,Zaniolo,c,ROM,26,"6,12","6,5",4,0,0 / 0,0,2,8,0,10,-
94,Chiellini,d,JUV,23,"6,37","6,48",1,0,0 / 0,0,1,3,0,13,-
95,Matuidi,c,JUV,30,"6,18","6,47",3,0,0 / 0,0,2,5,0,16,-
96,Ciofani D,a,FRO,28,"5,86","6,45",5,0,2 / 2,0,2,1,0,11,-
97,Vignato,c,CHI,10,"6,05","6,45",1,0,0 / 0,0,1,0,0,7,-
98,Ucan,c,EMP,7,"5,93","6,43",1,0,0 / 0,0,1,1,0,6,-
99,Brighi,c,EMP,6,"6,0","6,42",1,0,0 / 0,0,0,1,0,5,-
100,Can,c,JUV,26,"6,12","6,42",4,0,1 / 1,0,1,7,0,16,-
101,Ciano,a,FRO,32,"5,92","6,42",7,0,2 / 3,0,4,12,0,11,-
102,Pellegrini Lo.,c,ROM,25,"6,12","6,4",2,0,0 / 0,0,4,6,0,13,-
103,Poli,c,BOL,28,"6,02","6,39",4,0,0 / 0,0,1,5,0,13,-
104,Benassi,c,FIO,32,"5,84","6,39",7,0,0 / 0,0,0,5,1,12,-
105,Parolo,c,LAZ,32,"6,0","6,38",4,0,0 / 0,0,3,7,0,15,-
106,Pajac,d,EMP,13,"6,04","6,38",2,0,0 / 0,0,1,5,0,7,-
107,Baselli,c,TOR,34,"6,06","6,37",4,0,0 / 0,0,1,5,0,13,-
108,Ramirez,c,SAM,26,"5,90","6,37",4,0,0 / 0,0,4,6,1,12,-
109,Berenguer,c,TOR,22,"6,02","6,36",2,0,0 / 0,0,3,4,0,9,-
110,Di Lorenzo,d,EMP,37,"5,99","6,36",5,0,0 / 0,0,3,8,0,12,-
111,Lazovic,c,GEN,33,"5,98","6,35",3,0,0 / 0,0,4,2,0,11,-
112,Sensi,c,SAS,28,"6,12","6,34",2,0,0 / 0,0,4,8,0,11,-
113,Ghoulam,d,NAP,15,"6,0","6,33",1,0,0 / 0,0,3,2,0,9,-
114,Koulibaly,d,NAP,35,"6,29","6,33",2,0,0 / 0,0,1,9,1,17,-
115,Freuler,c,ATA,35,"6,16","6,33",2,0,0 / 0,0,2,4,0,16,-
116,Valzania,c,FRO,15,"6,0","6,33",2,0,0 / 0,0,1,4,0,7,-
117,Bernardeschi,c,JUV,25,"6,1","6,32",2,0,0 / 0,0,3,5,1,12,-
118,De Silvestri,d,TOR,31,"6,03","6,32",2,0,0 / 0,0,4,2,0,13,-
119,Traore' Hj.,c,EMP,30,"6,12","6,32",2,0,0 / 0,0,2,4,0,12,-
120,Paganini,c,FRO,13,"5,92","6,31",2,0,0 / 0,0,0,2,0,7,-
121,Florenzi,d,ROM,29,"6,03","6,31",3,0,0 / 0,0,2,4,1,13,-
122,Acerbi,d,LAZ,37,"6,14","6,31",3,0,0 / 0,0,0,3,1,13,-
123,Calhanoglu,c,MIL,35,"5,94","6,3",3,0,0 / 0,0,5,3,0,16,-
124,Mraz,a,EMP,5,"5,7","6,3",1,0,0 / 0,0,0,0,0,4,-
125,De Rossi,c,ROM,18,"6,14","6,28",1,0,0 / 0,0,1,3,0,10,-
126,Pjanic,c,JUV,30,"6,03","6,28",2,0,0 / 0,0,5,5,1,19,-
127,N'koulou,d,TOR,36,"6,22","6,28",2,0,0 / 0,0,0,6,1,14,-
128,Pussetto,a,UDI,32,"5,94","6,28",4,0,0 / 0,0,3,8,0,11,-
129,Mirante,p,ROM,11,"6,55","6,27",0,6,0 / 0,1,0,0,0,10,-
130,Candreva,c,INT,11,"6,0","6,27",1,0,0 / 0,0,0,0,0,9,-
131,Milinkovic-Savic,c,LAZ,31,"5,84","6,27",5,0,0 / 0,0,3,7,1,21,-
132,La Gumina,a,EMP,17,"5,82","6,26",2,0,0 / 0,0,2,1,0,11,-
133,Lukic,c,TOR,17,"6,06","6,26",2,0,0 / 0,0,0,7,0,9,-
134,Machin,c,PAR,2,"5,75","6,25",0,0,0 / 0,0,1,0,0,4,-
135,Joao Mario N.,c,INT,16,"6,06","6,25",1,0,0 / 0,0,1,2,0,7,-
136,Borini,c,MIL,18,"5,94","6,25",2,0,0 / 0,0,1,3,0,8,-
137,Brignola,a,SAS,4,"5,75","6,25",1,0,0 / 0,0,0,2,0,5,-
138,Bonucci,d,JUV,29,"5,97","6,24",3,0,0 / 0,0,0,2,0,12,-
139,Lulic,c,LAZ,35,"5,94","6,24",4,0,0 / 0,0,1,5,0,11,-
140,Veretout,c,FIO,33,"6,03","6,24",5,0,5 / 6,0,2,12,1,14,-
141,Romagnoli,d,MIL,32,"6,22","6,23",2,0,0 / 0,0,0,5,1,13,-
142,Cancelo,d,JUV,24,"6,15","6,23",1,0,0 / 0,0,2,6,0,11,-
143,Kluivert,a,ROM,24,"5,90","6,23",1,0,0 / 0,0,6,2,0,14,-
144,Lasagna,a,UDI,34,"5,76","6,21",6,0,0 / 1,0,1,2,0,16,-
145,Allan,c,NAP,33,"6,21","6,21",1,0,0 / 0,0,2,10,0,15,-
146,Alex Sandro,d,JUV,29,"6,12","6,21",1,0,0 / 0,0,3,7,0,14,-
147,Locatelli,c,SAS,26,"5,94","6,21",2,0,0 / 0,0,4,7,0,10,-
148,Ferrari G.,d,SAS,31,"5,97","6,21",4,0,0 / 0,0,0,9,0,10,-
149,Rog,c,NAP,7,"6,0","6,21",1,0,0 / 0,0,0,3,0,5,-
150,De Vrij,d,INT,28,"6,09","6,20",2,0,0 / 0,0,0,2,0,14,-
151,Bruno Alves,d,PAR,33,"6,02","6,20",4,0,0 / 0,0,1,8,1,9,-
152,Lirola,d,SAS,35,"5,97","6,2",2,0,0 / 0,0,7,2,0,11,-
153,Pessina,c,ATA,5,"6,0","6,2",0,0,0 / 0,0,1,0,0,5,-
154,Toloi,d,ATA,21,"6,07","6,19",1,0,0 / 0,0,3,1,1,12,-
155,Cutrone,a,MIL,29,"5,84","6,19",3,0,0 / 0,0,2,2,0,14,-
156,Barreto,c,SAM,11,"6,09","6,18",0,0,0 / 0,0,2,2,0,4,-
157,Dell'orco,d,EMP,14,"5,93","6,18",1,0,0 / 0,0,1,1,0,6,-
158,Praet,c,SAM,34,"6,0","6,18",2,0,0 / 0,0,3,6,0,12,-
159,Antenucci,a,SPA,30,"5,78","6,18",5,0,1 / 2,0,0,0,0,17,-
160,Dionisi F.,a,FRO,6,"5,83","6,17",1,0,0 / 0,0,0,2,0,6,-
161,Vrsaljko,d,INT,9,"6,06","6,17",0,0,0 / 0,0,2,2,0,11,-
162,Spinazzola,d,JUV,9,"6,06","6,17",0,0,0 / 0,0,1,0,0,6,-
163,Lapadula,a,GEN,6,"5,75","6,17",1,0,0 / 0,0,0,1,0,7,-
164,Malcuit,d,NAP,23,"6,13","6,17",0,0,0 / 0,0,2,3,0,10,-
165,Di Francesco F.,a,SAS,16,"5,72","6,16",2,0,0 / 0,0,2,2,0,11,-
166,Fazio,d,ROM,34,"5,81","6,16",5,0,0 / 0,0,0,6,0,12,-
167,Simeone,a,FIO,35,"5,59","6,16",6,0,0 / 0,0,3,2,0,17,-
168,Pezzella Ger.,d,FIO,32,"6,09","6,16",2,0,0 / 0,0,1,6,0,11,-
169,De Roon,c,ATA,34,"6,06","6,15",2,0,1 / 1,0,1,8,0,11,-
170,Obi,c,CHI,10,"5,9","6,15",1,0,0 / 0,0,0,1,0,5,-
171,Fofana,c,UDI,31,"5,94","6,15",2,0,0 / 0,0,3,5,0,11,-
172,Soriano,c,BOL,24,"5,94","6,15",2,0,0 / 0,0,2,6,0,9,-
173,Meite',c,TOR,34,"6,01","6,15",2,0,0 / 0,0,3,7,1,11,-
174,Murgia,c,SPA,14,"5,96","6,14",0,0,0 / 0,0,3,1,0,7,-
175,Linetty,c,SAM,32,"5,94","6,14",3,0,0 / 0,0,3,11,0,10,-
176,Birsa,c,CAG,26,"5,85","6,13",2,0,1 / 1,0,2,1,0,12,-
177,Rugani,d,JUV,15,"5,83","6,13",2,0,0 / 0,0,0,3,0,7,-
178,Zaza,a,TOR,26,"5,75","6,13",4,0,0 / 0,0,3,8,1,15,-
179,Manolas,d,ROM,27,"6,13","6,13",1,0,0 / 0,0,0,6,0,12,-
180,Bonifazi,d,SPA,27,"5,94","6,13",2,0,0 / 0,0,0,2,0,8,-
181,D'ambrosio,d,INT,29,"5,88","6,12",2,0,0 / 0,0,4,6,0,10,-
182,Bakayoko,c,MIL,29,"6,09","6,12",1,0,0 / 0,0,1,5,1,12,-
183,Rincon,c,TOR,33,"6,06","6,11",3,0,0 / 0,0,0,15,0,10,-
184,Romulo,c,LAZ,27,"5,98","6,11",1,0,1 / 1,0,2,1,1,11,-
185,Cristante,c,ROM,35,"5,86","6,11",4,0,0 / 0,0,2,10,0,14,-
186,Palomino,d,ATA,28,"6,09","6,11",1,0,0 / 0,0,1,5,1,9,-
187,Stepinski,a,CHI,35,"5,64","6,11",6,0,0 / 0,0,1,5,0,9,-
188,Criscito,d,GEN,35,"6,03","6,11",2,0,1 / 1,0,4,12,1,11,-
189,Barilla',c,PAR,31,"5,92","6,11",3,0,0 / 0,0,2,10,0,8,-
190,Samir,d,UDI,21,"5,93","6,10",2,0,0 / 0,0,1,7,0,8,-
191,Favilli,a,GEN,5,"5,9","6,1",0,0,0 / 0,0,1,0,0,6,-
192,Schick,a,ROM,21,"5,74","6,10",3,0,0 / 0,0,0,4,0,12,-
193,Vecino,c,INT,27,"5,87","6,09",3,0,0 / 0,0,1,8,0,10,-
194,Dimarco,d,PAR,11,"6,0","6,09",1,0,0 / 0,0,0,4,0,6,-
195,Vicari,d,SPA,28,"5,95","6,09",2,0,0 / 0,0,1,6,0,9,-
196,Luiz Felipe,d,LAZ,17,"5,97","6,09",1,0,0 / 0,0,1,4,0,7,-
197,Matri,a,SAS,15,"5,73","6,07",2,0,0 / 0,0,0,3,0,5,-
198,Sanabria,a,GEN,14,"5,68","6,07",3,0,0 / 1,0,0,1,0,11,-
199,Acquah,c,EMP,22,"5,89","6,07",2,0,0 / 0,0,0,4,0,8,-
200,Siligardi,a,PAR,27,"5,93","6,07",1,0,0 / 0,0,2,2,0,9,-
201,Milenkovic,d,FIO,34,"5,94","6,07",3,0,0 / 0,0,0,7,1,10,-
202,Sammarco,c,FRO,8,"5,75","6,06",1,0,0 / 0,0,0,1,0,5,-
203,Romero,d,GEN,27,"6,06","6,06",2,0,0 / 0,0,1,10,2,9,-
204,De Sciglio,d,JUV,20,"6,05","6,05",0,0,0 / 0,0,1,2,0,8,-
205,Bentancur,c,JUV,29,"5,93","6,05",2,0,0 / 0,0,2,7,1,9,-
206,Danilo Lar.,d,BOL,35,"6,01","6,04",1,0,0 / 0,0,0,4,0,12,-
207,Barella,c,CAG,35,"6,09","6,03",1,0,0 / 1,0,4,8,2,12,-
208,Brozovic,c,INT,32,"5,98","6,02",2,0,0 / 0,0,1,10,1,11,-
209,Djuricic,c,SAS,22,"5,77","6,02",2,0,0 / 0,0,1,1,1,7,-
210,Pasqual,d,EMP,20,"5,8","6,0",1,0,1 / 1,0,2,2,0,7,-
211,Schelotto,d,CHI,4,"6,0","6,0",0,0,0 / 0,0,0,0,0,6,-
212,Barzagli,d,JUV,4,"6,0","6,0",0,0,0 / 0,0,0,0,0,3,-
213,Biglia,c,MIL,15,"5,9","6,0",1,0,0 / 0,0,0,3,0,7,-
214,Rafael Cabral,p,SAM,2,"6,0","6,0",0,0,0 / 0,0,0,0,0,3,-
215,Dezi,c,PAR,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,2,-
216,Strootman,c,ROM,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,9,-
217,Hallfredsson,c,UDI,8,"5,75","6,0",1,0,0 / 0,0,0,2,0,5,-
218,Fares,c,SPA,35,"5,89","6,0",3,0,0 / 0,0,1,12,0,10,-
219,Chiriches,d,NAP,2,"6,0","6,0",0,0,0 / 0,0,0,0,0,3,-
220,Rodriguez A,a,EMP,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,2,-
221,Gerson,c,FIO,35,"5,83","6,0",3,0,0 / 0,0,3,8,0,10,-
222,Musacchio,d,MIL,29,"5,93","6,0",1,0,0 / 0,0,0,2,0,10,-
223,Lyanco,d,BOL,14,"5,93","6,0",1,0,0 / 0,0,0,2,1,7,-
224,Douglas Costa,c,JUV,13,"5,88","6,0",1,0,0 / 0,0,0,1,1,17,-
225,Eysseric,c,FIO,8,"5,94","6,0",0,0,0 / 0,0,1,1,0,6,-
226,Bruno Jordao,c,LAZ,2,"6,0","6,0",0,0,0 / 0,0,0,0,0,3,-
227,Pedro Neto,a,LAZ,2,"6,0","6,0",0,0,0 / 0,0,0,1,0,3,-
228,Cedric Soares,d,INT,3,"6,0","6,0",0,0,0 / 0,0,0,0,0,6,-
229,Nzonzi,c,ROM,30,"5,95","6,0",1,0,0 / 0,0,2,7,0,11,-
230,Odgaard,a,SAS,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,2,-
231,Berisha V.,c,LAZ,5,"6,0","6,0",0,0,0 / 0,0,0,0,0,7,-
232,Sprocati,a,PAR,12,"5,75","6,0",1,0,0 / 0,0,0,0,0,5,-
233,Mirallas,a,FIO,24,"5,75","6,0",2,0,0 / 0,0,1,2,0,8,-
234,Burruchaga,c,CHI,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,2,-
235,Paqueta',c,MIL,13,"5,92","6,0",1,0,0 / 0,0,1,4,1,13,-
236,Ionita,c,CAG,37,"5,77","5,99",3,0,0 / 0,0,2,4,1,8,-
237,Calabria,d,MIL,25,"5,92","5,98",1,0,0 / 0,0,1,5,0,8,-
238,Djimsiti,d,ATA,22,"5,95","5,98",1,0,0 / 0,0,1,3,0,7,-
239,Bastoni,d,PAR,20,"5,88","5,98",1,0,0 / 0,0,0,2,0,8,-
240,Valoti,c,SPA,21,"5,83","5,98",2,0,0 / 0,0,0,6,0,7,-
241,Biraghi,d,FIO,36,"5,86","5,97",1,0,0 / 0,0,5,8,0,9,-
242,Skriniar,d,INT,35,"6,09","5,97",0,0,0 / 0,0,0,4,0,14,-
243,Stryger Larsen,d,UDI,36,"5,86","5,97",1,0,0 / 0,0,4,6,0,9,-
244,Ekdal,c,SAM,32,"6,06","5,97",0,0,0 / 0,0,0,6,0,10,-
245,Bennacer,c,EMP,35,"6,01","5,97",0,0,0 / 0,0,2,7,0,9,-
246,Aina,d,TOR,29,"5,86","5,97",1,0,0 / 0,0,3,4,1,9,-
247,Zapata C.,d,MIL,12,"6,12","5,96",0,0,0 / 0,0,0,4,0,5,-
248,Hamsik,c,NAP,13,"6,0","5,96",0,0,0 / 0,0,0,1,0,11,-
249,Felipe,d,SPA,28,"5,84","5,96",3,0,0 / 0,0,1,13,0,10,-
250,Srna,d,CAG,26,"5,94","5,96",0,0,0 / 0,0,4,5,1,8,-
251,Ter Avest,d,UDI,13,"5,88","5,96",0,0,0 / 0,0,1,0,0,6,-
252,Mario Rui,d,NAP,19,"5,89","5,95",1,0,0 / 0,0,1,4,1,9,-
253,Paloschi,a,SPA,17,"5,68","5,94",2,0,0 / 0,0,0,3,0,8,-
254,Asamoah,d,INT,32,"6,0","5,94",0,0,0 / 0,0,1,6,0,11,-
255,Abate,d,MIL,18,"6,06","5,94",0,0,0 / 0,0,0,4,0,7,-
256,Cuadrado,c,JUV,16,"5,75","5,94",1,0,0 / 0,0,2,4,0,11,-
257,Pisacane,d,CAG,26,"5,90","5,94",1,0,0 / 0,0,1,6,0,8,-
258,Mandragora,c,UDI,34,"5,79","5,94",3,0,0 / 0,0,1,8,1,9,-
259,Barrow,a,ATA,17,"5,76","5,94",1,0,0 / 0,0,0,0,0,9,-
260,Magnani,d,SAS,18,"5,94","5,94",0,0,0 / 0,0,1,2,0,7,-
261,D'alessandro,c,UDI,20,"5,95","5,92",0,0,0 / 0,0,1,3,0,7,-
262,Bessa,c,GEN,32,"5,89","5,92",1,0,0 / 0,0,2,8,0,7,-
263,Antonelli,d,EMP,12,"5,88","5,92",0,0,0 / 0,0,1,1,0,5,-
264,Beghetto,c,FRO,26,"5,87","5,92",0,0,0 / 0,0,3,3,0,8,-
265,Kownacki,a,SAM,6,"5,75","5,92",1,0,1 / 2,0,1,0,0,7,-
