;Id;Valore;V_Partite;V_FM;V_MV;V_Rigori;V_Rig_Parati;V_Ammonizioni;V_Espulsioni;V_Squadra;V_Gol_Subiti;;;Valore;V_Partite;V_FM;V_MV;V_Rigori;V_Rig_Parati;V_Ammonizioni;V_Espulsioni;V_Squadra;V_Gol_Subiti
473;473;-0,822259562;1,351052632;4,165894737;4,326631579;0;0;-12,30869565;-1,357142857;3;0;;;;;;;;;;;;
474;474;26,49854202;4,145789474;8,965157895;8,197473684;0;0;-2,309879032;0;7,5;0;;;;;;;;;;;;
475;475;9,669122807;1,160526316;3,487105263;3,288157895;0;0;-1,266666667;0;3;0;;;;;;;;;;;;
476;476;5,991093117;1,067368421;2,471368421;2,413894737;0;0;-1,461538462;0;1,5;0;;;;;;;;;;;;
477;477;4,5;0;0;0;0;0;0;0;4,5;0;;;;;;;;;;;;
478;478;-4,290017544;0,014210526;0,260526316;0,268578947;0;0;-6,333333333;0;1,5;0;;;;;;;;;;;;
479;479;3,15123445;1,835789474;5,426315789;4,954947368;1;0;-11,56581818;0;1,5;0;;;;;;;;;;;;
480;480;3,589473684;0,010526316;0,289473684;0,289473684;0;0;0;0;3;0;;;;;;;;;;;;
481;481;1,5;0;0;0;0;0;0;0;1,5;0;;;;;;;;;;;;
482;482;17,86286842;3,68;8,427789474;7,667578947;0;0;-6,4125;0;4,5;0;;;;;;;;;;;;
483;483;1,5;0;0;0;0;0;0;0;1,5;0;;;;;;;;;;;;
484;484;7,494736842;1,223684211;4,211842105;4,229210526;0;0;-8,17;0;6;0;;;;;;;;;;;;
485;485;3;0;0;0;0;0;0;0;3;0;;;;;;;;;;;;
486;486;7,5;0;0;0;0;0;0;0;7,5;0;;;;;;;;;;;;
487;487;3,424719298;0,664736842;2,594052632;2,599263158;0;0;-5,433333333;0;3;0;;;;;;;;;;;;
488;488;11,33213673;3,008947368;6,908578947;6,646947368;0;0;-9,376086957;-0,35625;4,5;0;;;;;;;;;;;;
489;489;5,538070175;1,918421053;3,971842105;4,014473684;0;0;-8,866666667;0;4,5;0;;;;;;;;;;;;
490;490;-5,804255639;0,206315789;1,631368421;1,686631579;0;0;-16,82857143;0;7,5;0;;;;;;;;;;;;
491;491;6,552631579;0,157894737;0,939473684;0,955263158;0;0;0;0;4,5;0;;;;;;;;;;;;
492;492;1,5;0;0;0;0;0;0;0;1,5;0;;;;;;;;;;;;
493;493;6,191052632;0,001578947;0,094736842;0,094736842;0;0;0;0;6;0;;;;;;;;;;;;
494;494;3;0;0;0;0;0;0;0;3;0;;;;;;;;;;;;
495;495;3;0;0;0;0;0;0;0;3;0;;;;;;;;;;;;
496;496;-11,56947368;0,004210526;0,173684211;0,252631579;0;0;0;0;3;-15;;;;;;;;;;;;
497;497;10,08157895;0,986842105;2,281578947;2,313157895;0;0;0;0;4,5;0;;;;;;;;;;;;
498;498;4,5;0;0;0;0;0;0;0;4,5;0;;;;;;;;;;;;
499;499;12,93785575;2,795789474;6,151842105;6,217631579;0;0;-6,727407407;0;4,5;0;;;;;;;;;;;;
500;500;6,344736842;0,002631579;0,171052632;0,171052632;0;0;0;0;6;0;;;;;;;;;;;;
501;501;3,651715064;2,213157895;4,411052632;4,510263158;0;0;-9,172413793;-1,310344828;3;0;;;;;;;;;;;;
502;502;3,364076345;1,141052632;4,221578947;4,114631579;0;0;-13,61318681;0;7,5;0;;;;;;;;;;;;
503;503;7,5;0;0;0;0;0;0;0;7,5;0;;;;;;;;;;;;
504;504;10,67221053;0,92;3,870947368;3,681263158;0;0;-3,8;0;6;0;;;;;;;;;;;;
505;505;16,78578947;2,528947368;4,911052632;4,845789474;0;0;0;0;4,5;0;;;;;;;;;;;;
506;506;4,063421053;0,023684211;0,552631579;0,487105263;0;0;0;0;3;0;;;;;;;;;;;;
507;507;4,5;0;0;0;0;0;0;0;4,5;0;;;;;;;;;;;;
508;508;6,808810831;1,995789474;5,335263158;5,441526316;0;0;-10,46376812;0;4,5;0;;;;;;;;;;;;
509;509;7,194736842;0,168421053;1,275789474;1,250526316;0;0;0;0;4,5;0;;;;;;;;;;;;
510;510;6;0;0;0;0;0;0;0;6;0;;;;;;;;;;;;
511;511;-31,37105263;0,048421053;0,757368421;0,773157895;0;0;-38,95;0;6;0;;;;;;;;;;;;
512;512;-4,215789474;0,160526316;1,057894737;1,065789474;0;0;-9,5;0;3;0;;;;;;;;;;;;
513;513;-8,207894737;0,002631579;0,131578947;0,157894737;0;0;0;0;1,5;-10;;;;;;;;;;;;
514;514;6,859444444;1,634210526;4,350789474;4,23;0;0;-4,855555556;0;1,5;0;;;;;;;;;;;;
515;515;6,569224256;1,796315789;5,008578947;4,983894737;0;0;-8,219565217;0;3;0;;;;;;;;;;;;
516;516;3,454411028;0,698947368;1,935473684;1,981894737;0;0;-3,619047619;-0,542857143;3;0;;;;;;;;;;;;
517;517;-1,321052632;0,039473684;0,473684211;0,465789474;0;0;-3,8;0;1,5;0;;;;;;;;;;;;
518;518;23,11293233;4,210526316;8,593421053;7,911842105;0;0;-4,56;-0,542857143;7,5;0;;;;;;;;;;;;
519;519;-17,79445865;0,206315789;1,118894737;1,737473684;0;1;-2,714285714;0;3;-22,14285714;;;;;;;;;;;;
520;520;6;0;0;0;0;0;0;0;6;0;;;;;;;;;;;;
521;521;6,211578947;0,355263158;1,428157895;1,428157895;0;0;0;0;3;0;;;;;;;;;;;;
522;522;7,5;0;0;0;0;0;0;0;7,5;0;;;;;;;;;;;;
523;523;7,5;0;0;0;0;0;0;0;7,5;0;;;;;;;;;;;;
524;524;10,36805668;0,458947368;2,220789474;2,234473684;0;0;-2,046153846;0;7,5;0;;;;;;;;;;;;
525;525;5,13;0,014210526;0,323526316;0,292263158;0;0;0;0;4,5;0;;;;;;;;;;;;
526;526;-21,18952632;0,035789474;0,670736842;0,678947368;0;0;-27,075;0;4,5;0;;;;;;;;;;;;
527;527;-2,414210526;0,027894737;0,521052632;0,536842105;0;0;-9,5;0;6;0;;;;;;;;;;;;
528;528;6,773684211;0,010526316;0,421052632;0,342105263;0;0;0;0;6;0;;;;;;;;;;;;
529;529;3;0;0;0;0;0;0;0;3;0;;;;;;;;;;;;
530;530;3;0;0;0;0;0;0;0;3;0;;;;;;;;;;;;
531;531;3;0;0;0;0;0;0;0;3;0;;;;;;;;;;;;
532;532;4,5;0;0;0;0;0;0;0;4,5;0;;;;;;;;;;;;
533;533;3;0;0;0;0;0;0;0;3;0;;;;;;;;;;;;
534;534;3;0;0;0;0;0;0;0;3;0;;;;;;;;;;;;
535;535;1,5;0;0;0;0;0;0;0;1,5;0;;;;;;;;;;;;
536;536;4,792105263;0,002631579;0,144736842;0,144736842;0;0;0;0;4,5;0;;;;;;;;;;;;
537;537;4,5;0;0;0;0;0;0;0;4,5;0;;;;;;;;;;;;
538;538;8,280065789;2,694736842;4,774736842;4,816842105;0;0;-5,81875;-1,1875;3;0;;;;;;;;;;;;
539;539;3;0;0;0;0;0;0;0;3;0;;;;;;;;;;;;
540;540;3,265789474;0,002631579;0,131578947;0,131578947;0;0;0;0;3;0;;;;;;;;;;;;
541;541;10,36594427;3,042105263;5,278947368;5,368421053;0;0;-7,823529412;0;4,5;0;;;;;;;;;;;;
542;542;4,5;0;0;0;0;0;0;0;4,5;0;;;;;;;;;;;;
543;543;9,094210526;0,515789474;2,052105263;2,026315789;0;0;0;0;4,5;0;;;;;;;;;;;;
544;544;6,615789474;0,010526316;0,302631579;0,302631579;0;0;0;0;6;0;;;;;;;;;;;;
545;545;12,02748284;1,392105263;3,474210526;3,474210526;0;0;-2,313043478;0;6;0;;;;;;;;;;;;
546;546;5,142105263;0,010526316;0,315789474;0,315789474;0;0;0;0;4,5;0;;;;;;;;;;;;
547;547;4,5;0;0;0;0;0;0;0;4,5;0;;;;;;;;;;;;
548;548;1,5;0;0;0;0;0;0;0;1,5;0;;;;;;;;;;;;
549;549;7,5;0;0;0;0;0;0;0;7,5;0;;;;;;;;;;;;
550;550;3,318421053;0,002631579;0,157894737;0,157894737;0;0;0;0;3;0;;;;;;;;;;;;
551;551;2,134473684;0,128947368;1,038947368;1,066578947;0;0;-7,6;0;7,5;0;;;;;;;;;;;;
552;552;3,318421053;0,002631579;0,157894737;0,157894737;0;0;0;0;3;0;;;;;;;;;;;;
553;553;7,5;0;0;0;0;0;0;0;7,5;0;;;;;;;;;;;;
554;554;10,12105263;0,673684211;2,513684211;2,433684211;0;0;0;0;4,5;0;;;;;;;;;;;;
555;555;9,577368421;2,368421053;4,815789474;4,713157895;0;0;-5,32;0;3;0;;;;;;;;;;;;
556;556;3;0;0;0;0;0;0;0;3;0;;;;;;;;;;;;
557;557;8,065614035;0,852631579;2,804210526;2,842105263;0;0;-4,433333333;0;6;0;;;;;;;;;;;;
558;558;4,5;0;0;0;0;0;0;0;4,5;0;;;;;;;;;;;;
559;559;7,5;0;0;0;0;0;0;0;7,5;0;;;;;;;;;;;;
560;560;3,55;0,515789474;2,225263158;2,158947368;0;0;-2,85;0;1,5;0;;;;;;;;;;;;
561;561;4,305263158;0,042105263;0,644210526;0,618947368;0;0;0;0;3;0;;;;;;;;;;;;
562;562;7,35;0,95;2,855;2,945;0;0;-1,4;-1;3;0;;;;;;;;;;;;
563;563;-9,671052632;0,010526316;0,302631579;0,315789474;0;0;-13,3;0;3;0;;;;;;;;;;;;
564;564;-4,919548872;0,515789474;2,210526316;2,118421053;0;0;-8,55;-2,714285714;1,5;0;;;;;;;;;;;;
565;565;6;0;0;0;0;0;0;0;6;0;;;;;;;;;;;;
566;566;6,45;0,002631579;0,263157895;0,184210526;0;0;0;0;6;0;;;;;;;;;;;;
567;567;4,5;0;0;0;0;0;0;0;4,5;0;;;;;;;;;;;;
568;568;0,68;0,065789474;0,710526316;0,723684211;0;0;-5,32;0;4,5;0;;;;;;;;;;;;
569;569;4,5;0;0;0;0;0;0;0;4,5;0;;;;;;;;;;;;
570;570;7,5;0;0;0;0;0;0;0;7,5;0;;;;;;;;;;;;
571;571;3,318421053;0,002631579;0,157894737;0,157894737;0;0;0;0;3;0;;;;;;;;;;;;
572;572;-5,418421053;0,263157895;1,539473684;1,578947368;0;0;-13,3;0;4,5;0;;;;;;;;;;;;
573;573;5,830526316;0,042105263;0,644210526;0,644210526;0;0;0;0;4,5;0;;;;;;;;;;;;
574;574;2,277105263;0,168421053;1,210526316;1,223157895;0;0;-3,325;0;3;0;;;;;;;;;;;;
575;575;1,5;0;0;0;0;0;0;0;1,5;0;;;;;;;;;;;;
576;576;7,5;0;0;0;0;0;0;0;7,5;0;;;;;;;;;;;;
577;577;3,344736842;0,002631579;0,171052632;0,171052632;0;0;0;0;3;0;;;;;;;;;;;;
578;578;3;0;0;0;0;0;0;0;3;0;;;;;;;;;;;;
579;579;7,5;0;0;0;0;0;0;0;7,5;0;;;;;;;;;;;;
580;580;1,5;0;0;0;0;0;0;0;1,5;0;;;;;;;;;;;;
581;581;4,5;0;0;0;0;0;0;0;4,5;0;;;;;;;;;;;;
582;582;4,5;0;0;0;0;0;0;0;4,5;0;;;;;;;;;;;;
583;583;3;0;0;0;0;0;0;0;3;0;;;;;;;;;;;;
584;584;6;0;0;0;0;0;0;0;6;0;;;;;;;;;;;;
585;585;1,5;0;0;0;0;0;-3;0;4,5;0;;;;;;;;;;;;
586;586;6;0;0;0;0;0;0;0;6;0;;;;;;;;;;;;
587;587;5,5;0;0;0;0;0;-2;0;7,5;0;;;;;;;;;;;;
588;588;7,5;0;0;0;0;0;0;0;7,5;0;;;;;;;;;;;;
589;589;1,5;0;0;0;0;0;0;0;1,5;0;;;;;;;;;;;;
590;590;1,5;0;0;0;0;0;0;0;1,5;0;;;;;;;;;;;;
591;591;3;0;0;0;0;0;0;0;3;0;;;;;;;;;;;;
592;592;1,5;0;0;0;0;0;0;0;1,5;0;;;;;;;;;;;;
593;593;1,5;0;0;0;0;0;0;0;1,5;0;;;;;;;;;;;;
594;594;1,5;0;0;0;0;0;0;0;1,5;0;;;;;;;;;;;;
595;595;1,5;0;0;0;0;0;0;0;1,5;0;;;;;;;;;;;;
596;596;3;0;0;0;0;0;0;0;3;0;;;;;;;;;;;;
597;597;1,5;0;0;0;0;0;0;0;1,5;0;;;;;;;;;;;;
598;598;1,5;0;0;0;0;0;0;0;1,5;0;;;;;;;;;;;;
599;599;4,5;0;0;0;0;0;0;0;4,5;0;;;;;;;;;;;;
600;600;4,5;0;0;0;0;0;0;0;4,5;0;;;;;;;;;;;;
601;601;3;0;0;0;0;0;0;0;3;0;;;;;;;;;;;;
602;602;3;0;0;0;0;0;0;0;3;0;;;;;;;;;;;;
603;603;1,5;0;0;0;0;0;0;0;1,5;0;;;;;;;;;;;;
604;604;3;0;0;0;0;0;0;0;3;0;;;;;;;;;;;;
605;605;3;0;0;0;0;0;0;0;3;0;;;;;;;;;;;;
606;606;3;0;0;0;0;0;0;0;3;0;;;;;;;;;;;;
607;607;1,5;0;0;0;0;0;0;0;1,5;0;;;;;;;;;;;;
608;608;6;0;0;0;0;0;0;0;6;0;;;;;;;;;;;;
609;609;7,5;0;0;0;0;0;0;0;7,5;0;;;;;;;;;;;;
610;610;7,5;0;0;0;0;0;0;0;7,5;0;;;;;;;;;;;;
611;611;1,5;0;0;0;0;0;0;0;1,5;0;;;;;;;;;;;;
612;612;3;0;0;0;0;0;0;0;3;0;;;;;;;;;;;;
613;613;3;0;0;0;0;0;0;0;3;0;;;;;;;;;;;;
614;614;3;0;0;0;0;0;0;0;3;0;;;;;;;;;;;;
615;615;7,5;0;0;0;0;0;0;0;7,5;0;;;;;;;;;;;;
616;616;7,5;0;0;0;0;0;0;0;7,5;0;;;;;;;;;;;;
617;617;3;0;0;0;0;0;0;0;3;0;;;;;;;;;;;;
618;618;6;0;0;0;0;0;0;0;6;0;;;;;;;;;;;;
619;619;6;0;0;0;0;0;0;0;6;0;;;;;;;;;;;;
620;620;3;0;0;0;0;0;0;0;3;0;;;;;;;;;;;;
621;621;1,5;0;0;0;0;0;0;0;1,5;0;;;;;;;;;;;;
622;622;3;0;0;0;0;0;0;0;3;0;;;;;;;;;;;;
