;Id;Valore;V_Partite;V_FM;V_MV;V_Rigori;V_Rig_Parati;V_Ammonizioni;V_Espulsioni;V_Squadra;V_Gol_Subiti;;;Valore;V_Partite;V_FM;V_MV;V_Rigori;V_Rig_Parati;V_Ammonizioni;V_Espulsioni;V_Squadra;V_Gol_Subiti
227;227;10,3382386;2,053431579;4,209894737;4,231578947;0;0;-4,656666667;0;4,5;0;;;;;;;;;;;;
228;228;7,130396491;2,3688;1,196684211;1,231578947;0;0;-0,666666667;0;3;0;;;;;;;;;;;;
229;229;7,762168421;2,3688;1,196684211;1,196684211;0;0;0;0;3;0;;;;;;;;;;;;
230;230;12,20952012;1,262105263;4,635263158;4,559210526;0;0;-3,129411765;-1,117647059;6;0;;;;;;;;;;;;
231;231;13,01382456;2,083157895;6,283157895;6,330842105;0;0;-7,683333333;0;6;0;;;;;;;;;;;;
232;232;16,18263158;6,58;1,984210526;2,018421053;0;0;-0,4;0;6;0;;;;;;;;;;;;
233;233;14,6427193;3,436842105;8,208947368;8,155263158;0;0;-8,158333333;0;3;0;;;;;;;;;;;;
234;234;15,22858182;4,356842105;9,268315789;9,337684211;0;0;-8,621357063;-0,612903226;1,5;0;;;;;;;;;;;;
235;235;14,24703958;5,3;8,410263158;10,54657895;0;0;-3,92034632;-0,575757576;7,5;-13,01369863;;;;;;;;;;;;
236;236;-2,143440191;0,843684211;3,735789474;3,781631579;0;0;-12,00454545;0;1,5;0;;;;;;;;;;;;
237;237;23,78426023;5,527368421;11,04378947;10,73115789;0;0;-6,518055556;0;3;0;;;;;;;;;;;;
238;238;13,35842105;3,832631579;4,857894737;4,957894737;0;0;-4,79;0;4,5;0;;;;;;;;;;;;
239;239;17,19815789;3,73;5,171578947;4,896578947;0;0;-2,1;-2;7,5;0;;;;;;;;;;;;
240;240;9,987033493;4,053684211;5,056315789;5,131578947;0;0;-7,254545455;0;3;0;;;;;;;;;;;;
241;241;12,04842105;6,58;1,984210526;1,984210526;0;0;0;0;1,5;0;;;;;;;;;;;;
242;242;18,99553216;3,147894737;7,689947368;7,696578947;0;0;-5,538888889;0;6;0;;;;;;;;;;;;
243;243;8,305384211;2,452884211;3,928421053;3,911578947;0;0;-4,9875;0;3;0;;;;;;;;;;;;
244;244;8,008981287;0,657957895;2,199473684;2,107105263;0;0;-2,955555556;0;6;0;;;;;;;;;;;;
245;245;10,72634386;3,675263158;8,153684211;8,304063158;0;0;-12,40666667;0;3;0;;;;;;;;;;;;
246;246;10,35856842;4,2112;1,573684211;1,573684211;0;0;0;0;3;0;;;;;;;;;;;;
247;247;8,161515789;1,802884211;1,912894737;1,945736842;0;0;-0,5;0;3;0;;;;;;;;;;;;
248;248;3,233484211;0,613221053;1,949473684;1,995789474;0;0;-4,325;0;3;0;;;;;;;;;;;;
249;249;6,160694737;1,0528;0,786842105;0,821052632;0;0;-1;0;4,5;0;;;;;;;;;;;;
250;250;7,126484211;1,0528;0,786842105;0,786842105;0;0;0;0;4,5;0;;;;;;;;;;;;
251;251;9,160694737;1,0528;0,786842105;0,821052632;0;0;-1;0;7,5;0;;;;;;;;;;;;
252;252;4,126484211;1,0528;0,786842105;0,786842105;0;0;0;0;1,5;0;;;;;;;;;;;;
253;253;22,91913158;4,18;9,105578947;9,171052632;0;0;-4,0375;0;4,5;0;;;;;;;;;;;;
254;254;23,30863816;4,485263158;10,28368421;9,390315789;1,8;0;-4,150625;0;1,5;0;;;;;;;;;;;;
255;255;17,49030535;4,522631579;10,28378947;9,854789474;0,6;0;-13,37780172;-0,393103448;6;0;;;;;;;;;;;;
256;256;28,63977632;5,340526316;10,99889474;10,67410526;0;0;-2,87375;0;4,5;0;;;;;;;;;;;;
257;257;22,61700722;5,735789474;10,43242105;10,54389474;0;0;-8,067320261;-0,527777778;4,5;0;;;;;;;;;;;;
258;258;10,84596491;2,184210526;6,587894737;6,200526316;0,6;0;-6,226666667;0;1,5;0;;;;;;;;;;;;
259;259;12,92483695;2,841052632;7,432315789;7,52;0;0;-9,368531469;0;4,5;0;;;;;;;;;;;;
260;260;17,19036596;3,043157895;8,107736842;7,836894737;0;0;-3,971336554;-0,826086957;3;0;;;;;;;;;;;;
261;261;27,75534675;5,158947368;10,29821053;10,08789474;0;0;-4,933455882;-0,35625;7,5;0;;;;;;;;;;;;
262;262;19,86475188;4,432631579;9,502842105;9,436421053;0;0;-5,913392857;-0,59375;3;0;;;;;;;;;;;;
263;263;14,61421053;6,58;1,95;1,984210526;0;0;-0,4;0;4,5;0;;;;;;;;;;;;
264;264;10,87429942;3,085263158;8,789810526;7,610336842;0;0;-11,61111111;0;3;0;;;;;;;;;;;;
265;265;31,59447935;3,575789474;10,6526;8,600705263;2,8;0;-1,534615385;0;7,5;0;;;;;;;;;;;;
266;266;16,35451615;4,7;9,979126316;9,393894737;0;0;-10,1247549;-0,59375;3;0;;;;;;;;;;;;
267;267;9,598290727;1,910526316;6,236336842;6,156189474;1,2;0;-8;-0,904761905;3;0;;;;;;;;;;;;
268;268;10,63894035;2,645536842;4,903263158;4,939473684;0;0;-5,589333333;-0,76;4,5;0;;;;;;;;;;;;
269;269;7,39962823;2,115263158;6,565231579;5,986178947;0;0;-11,41079545;-0,35625;4,5;0;;;;;;;;;;;;
270;270;12,29892398;2,754736842;6,8666;6,972031579;0;0;-8,794444444;0;4,5;0;;;;;;;;;;;;
271;271;11,56265965;2,3688;1,163842105;1,196684211;0;0;-0,666666667;0;7,5;0;;;;;;;;;;;;
272;272;22,44779393;4,554736842;9,499494737;9,232715789;0;0;-5,874074074;-0,965079365;6;0;;;;;;;;;;;;
273;273;7,764221053;2,3688;1,163842105;1,231578947;0;0;0;0;3;0;;;;;;;;;;;;
274;274;7,696484211;2,3688;1,163842105;1,163842105;0;0;0;0;3;0;;;;;;;;;;;;
275;275;16,95849442;2,244736842;6,670168421;6,667831579;0;0;-6,124242424;0;7,5;0;;;;;;;;;;;;
276;276;8,029173684;2,452884211;3,815578947;3,748210526;0;0;-4,9875;0;3;0;;;;;;;;;;;;
277;277;20,05464795;4,362105263;10,10248421;9,078947368;0;0;-9,933333333;-1,055555556;7,5;0;;;;;;;;;;;;
278;278;13,67191579;3,989894737;4,071115789;4,110905263;0;0;0;0;1,5;0;;;;;;;;;;;;
279;279;20,31107528;2,989473684;8,027326316;7,573063158;0;0;-4,278787879;0;6;0;;;;;;;;;;;;
280;280;8,787410526;4,2112;1,538105263;1,538105263;0;0;0;0;1,5;0;;;;;;;;;;;;
281;281;10,28741053;4,2112;1,538105263;1,538105263;0;0;0;0;3;0;;;;;;;;;;;;
282;282;-0,065982456;3,22;5,842105263;7,942526316;0;0;-3,325;0;4,5;-18,24561404;;;;;;;;;;;;
283;283;10,65602506;3,177894737;7,680947368;7,732421053;0;0;-12,4352381;0;4,5;0;;;;;;;;;;;;
284;284;21,4674613;4,963157895;11,63368421;10,27473684;2;0;-8,144117647;-0,76;1,5;0;;;;;;;;;;;;
285;285;10,35303509;1,496315789;5,537210526;5,492842105;0;0;-2,960833333;-0,7125;1,5;0;;;;;;;;;;;;
286;286;17,77830409;6,190526316;6,988421053;7,171578947;0;0;-5,572222222;0;3;0;;;;;;;;;;;;
287;287;23,79674348;6,072105263;10,94557895;10,74347368;0;0;-6,436636637;-0,527777778;3;0;;;;;;;;;;;;
288;288;20,75568421;5,956842105;11,10442105;10,59442105;0;0;-9,9;0;3;0;;;;;;;;;;;;
289;289;14,20522329;5,645789474;6,857368421;6,932368421;0;0;-7,654545455;-0,575757576;3;0;;;;;;;;;;;;
290;290;5,843906883;3,224736842;4,122105263;3,935526316;0;0;-6,938461538;0;1,5;0;;;;;;;;;;;;
291;291;11,91157895;6,58;1,915789474;1,915789474;0;0;0;0;1,5;0;;;;;;;;;;;;
292;292;-0,665210526;1,258;2,241894737;2,334894737;0;0;-8;0;1,5;0;;;;;;;;;;;;
293;293;5,48;1,956842105;5,203157895;5,22;0;0;-11,4;0;4,5;0;;;;;;;;;;;;
294;294;13,03812061;1,868421053;5,691105263;5,644578947;0;0;-7,665984655;0;7,5;0;;;;;;;;;;;;
295;295;21,37139713;3,515789474;8,875578947;7,898210526;0,5;0;-2,418181818;0;3;0;;;;;;;;;;;;
296;296;2,515831579;0,2632;0,376315789;0,376315789;0;0;0;0;1,5;0;;;;;;;;;;;;
297;297;11,36673684;1,42;5,890526316;5,406210526;0;0;-2,85;0;1,5;0;;;;;;;;;;;;
298;298;24,83626457;3,118947368;8,620210526;7,343684211;4,92;0;-5,16657754;0;6;0;;;;;;;;;;;;
299;299;21,16468041;4,366842105;7,967368421;8,981052632;0;5;-1,612121212;0;6;-9,538461538;;;;;;;;;;;;
300;300;15,92698947;1,163831579;3,705263158;3,557894737;0;0;0;0;7,5;0;;;;;;;;;;;;
301;301;16,3674597;3,005263158;6,925526316;6,746157895;0;0;-4,809487666;0;4,5;0;;;;;;;;;;;;
302;302;19,1416129;3,595789474;8,386052632;8,088157895;0;0;-8,428387097;0;7,5;0;;;;;;;;;;;;
303;303;11,04637895;0,960589474;2,787368421;2,798421053;0;0;0;0;4,5;0;;;;;;;;;;;;
304;304;12,96578947;5,148421053;6,142105263;6,355263158;0;0;-9,18;0;4,5;0;;;;;;;;;;;;
305;305;4,383254386;1,603157895;5,189368421;5,119894737;0;0;-10,52916667;0;3;0;;;;;;;;;;;;
306;306;11,35706061;1,436315789;5,518263158;5,176421053;0;0;-5,273939394;0;4,5;0;;;;;;;;;;;;
307;307;19,85013996;4,538421053;10,06268421;9,781894737;1,2;0;-11,73286004;0;6;0;;;;;;;;;;;;
308;308;4,866105263;2,573684211;5,987368421;6,035052632;0;0;-12,73;0;3;0;;;;;;;;;;;;
309;309;13,15824864;4,079894737;4,137368421;4,096157895;0;0;-0,655172414;0;1,5;0;;;;;;;;;;;;
310;310;10,85501053;2,645536842;5,292105263;4,897368421;0;0;-7,98;0;6;0;;;;;;;;;;;;
311;311;15,13593039;5,061052632;9,440631579;9,480052632;0;0;-10,34580645;0;1,5;0;;;;;;;;;;;;
312;312;21,41503859;4,568421053;9,649684211;9,583736842;0;0;-6,886803519;0;4,5;0;;;;;;;;;;;;
313;313;6,375109804;1,572105263;5,300526316;5,327968421;0;0;-8,825490196;0;3;0;;;;;;;;;;;;
314;314;23,67277193;5,412105263;9,987473684;9,956526316;0;0;-5,607575758;-0,575757576;4,5;0;;;;;;;;;;;;
315;315;18,26727889;5,548947368;8,657842105;10,98742105;0;0;-1,318823529;0;7,5;-13,10810811;;;;;;;;;;;;
316;316;6,126694737;2,3688;1,128947368;1,128947368;0;0;0;0;1,5;0;;;;;;;;;;;;
317;317;11,23110526;4,427894737;2,631736842;2,671473684;0;0;0;0;1,5;0;;;;;;;;;;;;
318;318;9,020998816;2,74;6,904210526;6,763894737;0;0;-11,10089955;-0,786206897;4,5;0;;;;;;;;;;;;
319;319;5,152694737;0,447431579;0,852631579;0,852631579;0;0;0;0;3;0;;;;;;;;;;;;
320;320;28,92078947;5,325789474;10,84247368;9,752526316;0;0;0;0;3;0;;;;;;;;;;;;
321;321;18,69532632;2,507957895;5,101052632;5,086315789;0;0;0;0;6;0;;;;;;;;;;;;
322;322;7,398350376;4,356842105;7,285421053;9,858157895;0;1;-2,371301446;0;4,5;-17,23076923;;;;;;;;;;;;
323;323;6,515831579;0,2632;0,376315789;0,376315789;0;0;-2;0;7,5;0;;;;;;;;;;;;
324;324;9,538421053;0,497894737;3,177473684;2,863052632;0;0;0;0;3;0;;;;;;;;;;;;
325;325;-1,275064327;1,584210526;5,249368421;5,263578947;0;0;-14,87222222;0;1,5;0;;;;;;;;;;;;
326;326;-36,97908772;0,534210526;2,011578947;2,041789474;0;0;-43,06666667;0;1,5;0;;;;;;;;;;;;
327;327;10,46669474;1,592905263;3,438157895;3,375631579;0;0;-2,44;0;4,5;0;;;;;;;;;;;;
328;328;5,050042105;0,2632;0,376315789;0,410526316;0;0;-2;0;6;0;;;;;;;;;;;;
329;329;4,907431579;1,036905263;3,248684211;3,161842105;0;0;-2,773333333;-1,266666667;1,5;0;;;;;;;;;;;;
330;330;5,135768421;1,554315789;1,258421053;1,323031579;0;0;-2;0;3;0;;;;;;;;;;;;
331;331;26,00802159;4,325263158;10,12305263;9,272526316;0;0;-5,212820513;0;7,5;0;;;;;;;;;;;;
332;332;7,981917229;1,199473684;4,611947368;4,604684211;0;0;-5,878632479;-1,055555556;4,5;0;;;;;;;;;;;;
333;333;-2,240175439;1,101578947;3,416842105;3,514736842;0;0;-13,27333333;0;3;0;;;;;;;;;;;;
334;334;1,94019883;1,922631579;6,140684211;6,199105263;0;0;-16,22222222;-0,6;4,5;0;;;;;;;;;;;;
335;335;24,58925697;5,822105263;7,838947368;7,275263158;3;0;-2,347058824;0;3;0;;;;;;;;;;;;
336;336;13,34870709;4,172105263;5,471315789;5,387894737;0;0;-6,182608696;0;4,5;0;;;;;;;;;;;;
337;337;10,59626579;2,805936842;5,846315789;5,425263158;1;0;-7,48125;0;3;0;;;;;;;;;;;;
338;338;5,515831579;0,2632;0,376315789;0,376315789;0;0;0;0;4,5;0;;;;;;;;;;;;
339;339;4,889159514;2,223936842;3,390789474;3,412894737;0;0;-7,138461538;0;3;0;;;;;;;;;;;;
340;340;-0,963536842;0,176989474;1,202631579;1,136842105;0;0;-7,98;0;4,5;0;;;;;;;;;;;;
341;341;2,515831579;0,2632;0,376315789;0,376315789;0;0;0;0;1,5;0;;;;;;;;;;;;
342;342;14,51221053;4,424736842;5,763157895;5,676315789;0;0;-3,592;-0,76;3;0;;;;;;;;;;;;
343;343;-0,449957895;0,2632;0,376315789;0,410526316;0;0;-3;0;1,5;0;;;;;;;;;;;;
344;344;5,515831579;0,2632;0,376315789;0,376315789;0;0;0;0;4,5;0;;;;;;;;;;;;
345;345;3,092273684;1,0528;0,752631579;0,786842105;0;0;-1;0;1,5;0;;;;;;;;;;;;
346;346;5,050042105;0,2632;0,376315789;0,410526316;0;0;-2;0;6;0;;;;;;;;;;;;
347;347;4,015831579;0,2632;0,376315789;0,376315789;0;0;0;0;3;0;;;;;;;;;;;;
348;348;4,194688995;1,931578947;5,837368421;5,862105263;0;0;-10,93636364;0;1,5;0;;;;;;;;;;;;
349;349;-5,794385965;3,043157895;3,021052632;3,794736842;0;0;-5,32;0;3;-13,33333333;;;;;;;;;;;;
350;350;26,52323329;5,703684211;10,41315789;10,24152632;0;0;-1,027027027;-0,308108108;1,5;0;;;;;;;;;;;;
351;351;14,04315789;6,58;1,847368421;1,915789474;0;0;-0,8;0;4,5;0;;;;;;;;;;;;
352;352;6,898832536;2,357894737;6,420673684;6,597536842;0;0;-9,845454545;-1,631818182;3;0;;;;;;;;;;;;
353;353;20,70142096;4,086842105;9,028989474;8,714736842;0;0;-5,629147465;0;4,5;0;;;;;;;;;;;;
354;354;24,58752738;5,368947368;10,12904211;10,07004211;0;0;-6,437647059;-0,542857143;6;0;;;;;;;;;;;;
355;355;10,75359876;1,927368421;6,037294737;5,958347368;0;0;-6,169411765;0;3;0;;;;;;;;;;;;
356;356;9,642441427;2,178421053;5,961557895;6,130473684;0;0;-6,510364146;-1,117647059;3;0;;;;;;;;;;;;
357;357;16,77308961;2,763157895;7,401505263;7,236631579;0;0;-2,128205128;0;1,5;0;;;;;;;;;;;;
358;358;6,238431898;2,312210526;3,1104;3,091578947;0;0;-3,257575758;-0,518181818;1,5;0;;;;;;;;;;;;
359;359;7,861396491;3,063957895;5,283578947;5,330526316;0;0;-7,316666667;0;1,5;0;;;;;;;;;;;;
360;360;7,865643541;1,937894737;6,206315789;6,124842105;0;0;-6,715909091;-1,1875;1,5;0;;;;;;;;;;;;
361;361;6,663342026;2,457894737;5,413421053;6,639473684;0;1;-2,955555556;0;6;-11,89189189;;;;;;;;;;;;
362;362;11,81095356;3,085789474;7,532842105;7,645263158;0;0;-8;-1,452941176;3;0;;;;;;;;;;;;
363;363;14,75719298;1,696842105;5,738210526;5,355473684;0;0;-1,108333333;-1,425;4,5;0;;;;;;;;;;;;
364;364;2,058063158;1,0528;0,718421053;0,786842105;0;0;-2;0;1,5;0;;;;;;;;;;;;
365;365;7,122143299;4,36;8,339578947;8,590631579;0;0;-16,6092437;-0,558823529;3;0;;;;;;;;;;;;
366;366;10,87046316;4,2112;1,436842105;1,472421053;0;0;-0,75;0;4,5;0;;;;;;;;;;;;
367;367;17,62130526;2,831831579;4,336842105;4,452631579;0;0;0;0;6;0;;;;;;;;;;;;
368;368;6,023852632;1,0528;0,718421053;0,752631579;0;0;-1;0;4,5;0;;;;;;;;;;;;
369;369;7,653305263;4,2112;1,436842105;1,505263158;0;0;-1;0;1,5;0;;;;;;;;;;;;
370;370;6,677536394;4,325263158;6,595789474;8,690526316;0;2;-0,7;0;3;-17,23404255;;;;;;;;;;;;
371;371;5,248315789;2,534842105;3,104336842;3,565136842;0;2;0;-0,456;4,5;-10;;;;;;;;;;;;
372;372;24,84542861;3,476315789;8,898915789;8,049684211;3,8;0;-2,046153846;-0,333333333;3;0;;;;;;;;;;;;
373;373;-3,406491228;0,215789474;2,024210526;2,036842105;0;0;-9,183333333;0;1,5;0;;;;;;;;;;;;
374;374;6,947410526;0,2632;0,342105263;0,342105263;0;0;0;0;6;0;;;;;;;;;;;;
375;375;15,51532583;4,086842105;8,881263158;8,767957895;0;0;-9,220737327;0;3;0;;;;;;;;;;;;
376;376;15,5009198;6,264210526;8,818210526;11,56605263;0;2;-1,951351351;0;4,5;-15,69620253;;;;;;;;;;;;
377;377;3,921221053;1,0528;0,684210526;0,684210526;0;0;0;0;1,5;0;;;;;;;;;;;;
378;378;7,483157895;2,8;4,944421053;6,133473684;0;2;0;0;4,5;-12,89473684;;;;;;;;;;;;
379;379;3,952442105;1,923157895;5,607631579;5,741652632;0;0;-12,32;0;3;0;;;;;;;;;;;;
380;380;1,925649123;0,079473684;1,002631579;1,010210526;0;0;-3,166666667;0;3;0;;;;;;;;;;;;
381;381;7,51687218;2,452631579;5,922947368;6,055578947;0;0;-8,414285714;0;1,5;0;;;;;;;;;;;;
382;382;10,98078947;3,322;3,027263158;3,131526316;0;0;0;0;1,5;0;;;;;;;;;;;;
383;383;1,376421053;0,186210526;0,578789474;0,611421053;0;0;-3;0;3;0;;;;;;;;;;;;
384;384;-1,697789474;0,197263158;0,673684211;0,681263158;0;0;-4,75;0;1,5;0;;;;;;;;;;;;
385;385;3,947410526;0,2632;0,342105263;0,342105263;0;0;0;0;3;0;;;;;;;;;;;;
386;386;15,58773562;6,58;6,587368421;7,983157895;0;1;-1,4;0;6;-11,1627907;;;;;;;;;;;;
387;387;8,888849903;2,87;7,080410526;7,306957895;0;0;-9,711111111;-1,657407407;3;0;;;;;;;;;;;;
388;388;8,551115789;2,053431579;3,915157895;4,062526316;0;0;-8,646666667;-0,333333333;7,5;0;;;;;;;;;;;;
389;389;4,002947368;3,145789474;7,152631579;7,240526316;0;0;-15,276;-1,26;3;0;;;;;;;;;;;;
390;390;6,613158396;3,448315789;3,062905263;3,263842105;0;0;-4,119047619;-0,542857143;1,5;0;;;;;;;;;;;;
391;391;23,40459422;6,264210526;9,552315789;11,30784211;0;2;-1,232432432;0;4,5;-8,987341772;;;;;;;;;;;;
392;392;10,22796491;2,09;5,470263158;5,609368421;0;0;-7,441666667;0;4,5;0;;;;;;;;;;;;
393;393;3,174621053;0,490147368;2,324210526;2,185263158;0;0;-6,325;0;4,5;0;;;;;;;;;;;;
394;394;10,39862664;5,148421053;7,955368421;10,43621053;0;3;-3,634126984;0;3;-15,50724638;;;;;;;;;;;;
395;395;10,02387232;4,874736842;7,754842105;10,36257895;0;3;-1,834482759;0;1,5;-15,63380282;;;;;;;;;;;;
396;396;-9,376315789;0,508947368;1,503157895;2,111578947;0;0;0;0;1,5;-15;;;;;;;;;;;;
397;397;2,510398496;2,675263158;5,039894737;6,509526316;0;3;0;-2,714285714;3;-15;;;;;;;;;;;;
398;398;9,583369676;5,703684211;7,867842105;10,83473684;0;2;-2,322893482;0;3;-17,5;;;;;;;;;;;;
399;399;2,344778947;0,2632;0,273684211;0,307894737;0;0;0;0;1,5;0;;;;;;;;;;;;
400;400;-14,63578947;6,58;1,197368421;2,086842105;0;0;0;0;1,5;-26;;;;;;;;;;;;
401;401;4,242147368;0,2632;0,205263158;0,273684211;0;0;0;-1;4,5;0;;;;;;;;;;;;
402;402;0,085789474;0,421052632;1,874473684;2,290263158;0;1;0;0;7,5;-13;;;;;;;;;;;;
403;403;-8,486807018;0,17;1,434526316;1,392;0;0;-12,98333333;0;1,5;0;;;;;;;;;;;;
404;404;-3,621437247;0,266842105;0,979105263;1,248;0;1;0;0;7,5;-14,61538462;;;;;;;;;;;;
405;405;1,5;0;0;0;0;0;0;0;1,5;0;;;;;;;;;;;;
406;406;-0,498413534;0,087894737;0,937157895;0,905105263;0;0;-5,428571429;0;3;0;;;;;;;;;;;;
407;407;3,925789474;0,181578947;1,35;1,334210526;0;0;-3,8;-1,14;6;0;;;;;;;;;;;;
408;408;6,682226721;1,583157895;4,414421053;4,369263158;0;0;-8,184615385;0;4,5;0;;;;;;;;;;;;
409;409;3,206842105;0,001578947;0,102631579;0,102631579;0;0;0;0;3;0;;;;;;;;;;;;
410;410;-5,709615385;1,208947368;3,810894737;3,955157895;0;0;-17,68461538;0;3;0;;;;;;;;;;;;
411;411;-8,154586466;0,096315789;0,794210526;1,026315789;0;1;0;0;7,5;-18,57142857;;;;;;;;;;;;
412;412;5,725263158;0,042105263;0,591578947;0,591578947;0;0;0;0;4,5;0;;;;;;;;;;;;
413;413;18,13154268;1,998421053;6,225368421;5,590526316;1,2;0;-4,382773109;0;7,5;0;;;;;;;;;;;;
414;414;1,5;0;0;0;0;0;0;0;1,5;0;;;;;;;;;;;;
415;415;1,5;0;0;0;0;0;0;0;1,5;0;;;;;;;;;;;;
416;416;-6,824736842;0,001578947;0,078947368;0,094736842;0;0;0;0;3;-10;;;;;;;;;;;;
417;417;-3,756959064;1,2;3,832105263;3,813157895;0;0;-14,10222222;0;1,5;0;;;;;;;;;;;;
418;418;11,40631579;0,541052632;2,64;2,625263158;0;0;-1,9;0;7,5;0;;;;;;;;;;;;
419;419;6;0;0;0;0;0;0;0;6;0;;;;;;;;;;;;
420;420;-4,746720648;1,091052632;3,050684211;2,796157895;0;0;-17,68461538;0;6;0;;;;;;;;;;;;
421;421;-0,331052632;0,263157895;1,460526316;1,605263158;0;1;-2,66;0;6;-8;;;;;;;;;;;;
422;422;7,494082437;1,730526316;4,201894737;4,198578947;0;0;-7,136917563;0;4,5;0;;;;;;;;;;;;
423;423;1,5;0;0;0;0;0;0;0;1,5;0;;;;;;;;;;;;
424;424;9,884750774;2,377368421;6,146105263;5,617894737;1;0;-8,256617647;0;3;0;;;;;;;;;;;;
425;425;7,277719298;0,380526316;1,915263158;1,915263158;0;0;-4,433333333;0;7,5;0;;;;;;;;;;;;
426;426;3,206842105;0,001578947;0,102631579;0,102631579;0;0;0;0;3;0;;;;;;;;;;;;
427;427;-10,05368421;0,004210526;0,181578947;0,260526316;0;0;0;0;4,5;-15;;;;;;;;;;;;
428;428;3;0;0;0;0;0;0;0;3;0;;;;;;;;;;;;
429;429;17,53266515;3,83;7,753368421;7,534210526;0;0;-5,073491379;-1,011422414;4,5;0;;;;;;;;;;;;
430;430;-14,03763158;0,025263158;0,355263158;0,581842105;0;0;0;0;7,5;-22,5;;;;;;;;;;;;
431;431;1,631710944;0,909473684;3,396315789;3,260842105;0;0;-10,43492063;0;4,5;0;;;;;;;;;;;;
432;432;3;0;0;0;0;0;0;0;3;0;;;;;;;;;;;;
433;433;6,129900929;1,825263158;3,086842105;3,070736842;0;0;-3,352941176;0;1,5;0;;;;;;;;;;;;
434;434;15,13711412;3,932631579;7,890578947;7,865105263;0;0;-12,05120167;0;7,5;0;;;;;;;;;;;;
435;435;-6,384210526;0,010526316;0,276315789;0,328947368;0;0;0;0;3;-10;;;;;;;;;;;;
436;436;6,206842105;0,001578947;0,102631579;0,102631579;0;0;0;0;6;0;;;;;;;;;;;;
437;437;-13,2291462;2,046315789;2,029263158;3,473052632;0;0;0;0;4,5;-25,27777778;;;;;;;;;;;;
438;438;1,5;0;0;0;0;0;0;0;1,5;0;;;;;;;;;;;;
439;439;-3,506315789;0,004210526;0,223684211;0,265789474;0;0;0;0;6;-10;;;;;;;;;;;;
440;440;-45,33947368;0,002631579;0,013157895;0,144736842;0;0;0;0;4,5;-50;;;;;;;;;;;;
441;441;1,5;0;0;0;0;0;0;0;1,5;0;;;;;;;;;;;;
442;442;16,99947368;1,936842105;6,008421053;5,334210526;0;0;-1,9;-0,38;6;0;;;;;;;;;;;;
443;443;20,12613612;4,551578947;9,866105263;8,311210526;0;0;-10,10275862;0;7,5;0;;;;;;;;;;;;
444;444;1,164210526;0,168421053;1,077894737;1,117894737;0;0;-3,325;-2,375;4,5;0;;;;;;;;;;;;
445;445;4,5;0;0;0;0;0;0;0;4,5;0;;;;;;;;;;;;
446;446;17,63940536;3,762105263;9,272842105;7,728736842;2,2;0;-9,824278846;0;4,5;0;;;;;;;;;;;;
447;447;7,058070175;0,385263158;2,267368421;2,122105263;0;0;-2,216666667;0;4,5;0;;;;;;;;;;;;
448;448;4,83931911;5,048947368;6,779894737;9,160894737;0;2;-2,838823529;0;1,5;-16,8115942;;;;;;;;;;;;
449;449;11,87034706;5,219473684;6,589105263;9,098;0;1;0;0;7,5;-17,53623188;;;;;;;;;;;;
450;450;19,38716592;4,383157895;8,298947368;8,298315789;0;0;-9,093255132;0;7,5;0;;;;;;;;;;;;
451;451;8,635921053;0,8;3,489473684;3,258947368;0;0;-6,4125;0;7,5;0;;;;;;;;;;;;
452;452;7,211842105;0,213157895;1,236315789;1,262368421;0;0;0;0;4,5;0;;;;;;;;;;;;
453;453;24,14971429;4,461578947;9,145315789;8,317105263;3,5;0;-7,274285714;0;6;0;;;;;;;;;;;;
454;454;6,798296651;1,714210526;4,779315789;4,859315789;0;0;-9,054545455;0;4,5;0;;;;;;;;;;;;
455;455;4,5;0;0;0;0;0;0;0;4,5;0;;;;;;;;;;;;
456;456;3,687894737;0,008947368;0,339473684;0,339473684;0;0;0;0;3;0;;;;;;;;;;;;
457;457;4,5;0;0;0;0;0;0;0;4,5;0;;;;;;;;;;;;
458;458;-2,207894737;0,002631579;0,131578947;0,157894737;0;0;0;0;7,5;-10;;;;;;;;;;;;
459;459;1,5;0;0;0;0;0;0;0;1,5;0;;;;;;;;;;;;
460;460;6,547466165;0,696315789;2,012684211;1,909894737;0;0;-4,071428571;0;6;0;;;;;;;;;;;;
461;461;1,5;0;0;0;0;0;0;0;1,5;0;;;;;;;;;;;;
462;462;-0,988947368;0,042105263;0,552631579;0,566315789;0;0;-6,65;0;4,5;0;;;;;;;;;;;;
463;463;19,89021053;2,341052632;6,936315789;6,112842105;0;0;0;0;4,5;0;;;;;;;;;;;;
464;464;11,64354386;1,364210526;5,920105263;4,825894737;0,9;0;-7,6;-1,266666667;7,5;0;;;;;;;;;;;;
465;465;3;0;0;0;0;0;0;0;3;0;;;;;;;;;;;;
466;466;6;0;0;0;0;0;0;0;6;0;;;;;;;;;;;;
467;467;6,513231873;1,385789474;4,131315789;4,112210526;0;0;-10,17762238;-0,438461538;7,5;0;;;;;;;;;;;;
468;468;1,32285083;0,951578947;3,563684211;3,650368421;0;0;-12,84278075;0;6;0;;;;;;;;;;;;
469;469;1,5;0;0;0;0;0;0;0;1,5;0;;;;;;;;;;;;
470;470;1,5;0;0;0;0;0;0;0;1,5;0;;;;;;;;;;;;
471;471;3,191052632;0,001578947;0,094736842;0,094736842;0;0;0;0;3;0;;;;;;;;;;;;
472;472;0,767057416;0,95;3,472894737;3,500526316;0;0;-9,586363636;-0,57;3;0;;;;;;;;;;;;
