,Calciatore,Ruolo,Squadra,Partite Giocate,MV,FM,Gol,Gol Subiti,Rigori,Rigori Parati,Assist,Ammonizioni,Espulsioni,QA,ExpectedCost_1000
44,Sernicola,d,CRE,2,"5,75","7,25",1,0,0 / 0,0,0,0,0,4,5
45,Ibanez,d,ROM,4,"6,5","7,25",1,0,0 / 0,0,0,0,0,11,17
46,Rodrigo Becao,d,UDI,4,"6,38","7,25",1,0,0 / 0,0,1,1,0,12,17
47,Strefezza,c,LEC,4,"6,5","7,25",1,0,0 / 0,0,0,0,0,15,42
48,Rafael Leao,a,MIL,4,"6,25","7,25",1,0,0 / 0,0,1,0,0,31,220
49,Sanabria,a,TOR,4,"6,12","7,12",1,0,0 / 0,0,1,0,0,21,77
50,Toloi,d,ATA,4,"6,5","7,12",1,0,0 / 0,0,0,1,0,10,16
51,Lookman,a,ATA,4,"6,38","7,12",1,0,0 / 0,0,0,0,0,14,32
52,Nestorovski,a,UDI,1,"6,5","7,0",0,0,0 / 0,0,1,1,0,10,8
53,Zurkowski,c,FIO,1,"6,0","7,0",0,0,0 / 0,0,1,0,0,8,14
54,Bastoni S.,d,SPE,4,"6,12","7,0",1,0,0 / 0,0,1,1,0,13,25
55,Udogie,d,UDI,3,"6,33","7,0",1,0,0 / 0,0,0,2,0,14,33
56,Ricci S.,c,TOR,3,"6,67","7,0",0,0,0 / 0,0,1,0,0,8,18
57,Kim,d,NAP,4,"6,38","7,0",1,0,0 / 0,0,0,1,0,14,30
58,Felipe Anderson,c,LAZ,4,"6,12","6,88",1,0,0 / 0,0,0,0,0,19,63
59,Hernandez T.,d,MIL,4,"6,38","6,88",1,0,1 / 1,0,0,2,0,20,84
60,Elmas,c,NAP,4,"6,12","6,88",1,0,0 / 0,0,0,0,0,12,14
61,Ceesay,a,LEC,4,"6,12","6,88",1,0,0 / 0,0,0,0,0,11,35
62,Mandragora,c,FIO,3,"5,83","6,83",1,0,0 / 0,0,0,0,0,10,14
63,Kouame',a,FIO,3,"6,5","6,83",0,0,0 / 0,0,1,0,0,10,18
64,Masina,d,UDI,4,"6,0","6,75",1,0,0 / 0,0,0,0,0,8,12
65,Pellegrini Lo.,c,ROM,4,"6,25","6,75",0,0,0 / 0,0,2,0,0,26,100
66,Cristante,c,ROM,4,"6,12","6,75",1,0,0 / 0,0,0,1,0,10,20
67,Pellegri,a,TOR,2,"6,25","6,75",0,0,0 / 0,0,1,0,0,12,12
68,Frattesi,c,SAS,4,"6,25","6,75",1,0,0 / 0,0,0,2,0,17,46
69,Giroud,a,MIL,4,"6,0","6,75",1,0,0 / 0,0,0,0,0,27,158
70,Amrabat,c,FIO,2,"6,75","6,75",0,0,0 / 0,0,0,0,0,8,19
71,Vojvoda,d,TOR,2,"6,25","6,75",0,0,0 / 0,0,1,0,0,9,13
72,Miretti,c,JUV,4,"6,5","6,75",0,0,0 / 0,0,1,0,0,5,12
73,Pinamonti,a,SAS,4,"5,88","6,62",1,0,0 / 0,0,0,0,0,23,120
74,Vilhena,c,SAL,4,"6,0","6,62",1,0,0 / 0,0,0,1,0,9,17
75,Perin,p,JUV,3,"6,5","6,5",0,0,0 / 0,0,0,0,0,4,5
76,Calabria,d,MIL,3,"6,33","6,5",0,0,0 / 0,0,1,1,0,13,24
77,Romagnoli,d,LAZ,4,"6,5","6,5",0,0,0 / 0,0,0,0,0,12,20
78,Deulofeu,a,UDI,4,"6,0","6,5",0,0,0 / 0,0,2,0,0,24,80
79,Zambo Anguissa,c,NAP,4,"6,38","6,5",0,0,0 / 0,0,1,1,0,12,20
80,Maehle,d,ATA,2,"6,0","6,5",0,0,0 / 0,0,1,0,0,8,12
81,Ostigard,d,NAP,1,"6,5","6,5",0,0,0 / 0,0,0,0,0,7,10
82,Banda,a,LEC,4,"6,38","6,5",0,0,0 / 0,0,1,1,0,7,16
83,Dessers,a,CRE,4,"6,38","6,5",0,0,0 / 0,0,1,1,0,17,50
84,Schuurs,d,TOR,1,"6,5","6,5",0,0,0 / 0,0,0,0,0,9,20
85,Lasagna,a,VER,4,"5,62","6,38",1,0,0 / 0,0,0,0,0,11,35
86,Candreva,c,SAL,4,"6,38","6,38",0,0,0 / 0,0,0,0,0,17,35
87,Bianchetti,d,CRE,4,"5,75","6,38",1,0,0 / 0,0,0,1,0,6,8
88,Kyriakopoulos,d,SAS,4,"6,12","6,38",0,0,0 / 0,0,1,0,0,7,14
89,Botheim,a,SAL,4,"5,75","6,38",1,0,0 / 0,0,0,1,0,13,26
90,Hjulmand,c,LEC,4,"6,5","6,38",0,0,0 / 0,0,0,2,0,8,10
91,De Ketelaere,c,MIL,4,"6,12","6,38",0,0,0 / 0,0,1,0,0,21,79
92,El Shaarawy,c,ROM,3,"6,33","6,33",0,0,0 / 0,0,0,0,0,10,21
93,Pasalic,c,ATA,3,"6,17","6,33",0,0,0 / 0,0,1,1,0,21,68
94,Milenkovic,d,FIO,3,"6,33","6,33",0,0,0 / 0,0,0,0,0,11,36
95,Jovic,a,FIO,3,"5,5","6,33",1,0,0 / 0,0,0,1,0,23,121
96,Demiral,d,ATA,3,"6,33","6,33",0,0,0 / 0,0,0,0,0,13,24
97,Coulibaly L.,c,SAL,3,"6,17","6,33",0,0,0 / 0,0,1,1,0,7,11
98,Lazovic,c,VER,4,"6,0","6,25",0,0,0 / 0,0,1,0,0,13,30
99,Pereyra,c,UDI,4,"6,0","6,25",0,0,0 / 0,0,1,0,0,18,57
100,Patric,d,LAZ,4,"6,25","6,25",0,0,0 / 0,0,0,0,0,7,14
101,Meret,p,NAP,4,"6,25","6,25",0,3,0 / 0,1,0,0,0,16,20
102,Di Francesco F.,a,LEC,4,"6,0","6,25",0,0,0 / 0,0,1,0,0,12,17
103,Rodriguez R.,d,TOR,4,"6,25","6,25",0,0,0 / 0,0,0,0,0,8,13
104,Mancini,d,ROM,4,"6,25","6,25",0,0,0 / 0,0,0,0,0,11,20
105,Sottil,c,FIO,4,"6,12","6,25",0,0,0 / 0,0,1,1,0,9,28
106,Danilo,d,JUV,4,"6,25","6,25",0,0,0 / 0,0,0,0,0,12,27
107,Maignan,p,MIL,4,"6,25","6,25",0,3,0 / 0,1,0,0,0,19,81
108,Terzic,d,FIO,2,"6,25","6,25",0,0,0 / 0,0,0,0,0,3,3
109,Lozano,a,NAP,4,"6,0","6,25",0,0,0 / 0,0,1,0,0,18,52
110,Mazzocchi,d,SAL,4,"6,38","6,25",0,0,0 / 0,0,0,1,0,8,17
111,Scalvini,d,ATA,2,"6,25","6,25",0,0,0 / 0,0,0,0,0,6,10
112,Bijol,d,UDI,2,"6,25","6,25",0,0,0 / 0,0,0,0,0,5,12
113,Mario Rui,d,NAP,3,"6,33","6,17",0,0,0 / 0,0,0,1,0,9,19
114,Ghiglione,d,CRE,3,"6,0","6,17",0,0,0 / 0,0,1,1,0,6,10
115,Rrahmani,d,NAP,3,"6,17","6,17",0,0,0 / 0,0,0,0,0,14,30
116,Lopez M.,c,SAS,3,"6,33","6,17",0,0,0 / 0,0,0,1,0,9,16
117,Kalulu,d,MIL,3,"6,17","6,17",0,0,0 / 0,0,0,0,0,14,33
118,Erlic,d,SAS,3,"6,17","6,17",0,0,0 / 0,0,0,0,0,9,17
119,Maggiore,c,SAL,3,"6,17","6,17",0,0,0 / 0,0,0,0,0,10,24
120,Zalewski,c,ROM,3,"6,17","6,17",0,0,0 / 0,0,0,0,0,8,12
121,Valeri,d,CRE,3,"6,17","6,17",0,0,0 / 0,0,0,0,0,6,13
122,Buonaiuto,a,CRE,3,"6,17","6,17",0,0,0 / 0,0,0,0,0,7,9
123,Dzeko,a,INT,4,"5,88","6,12",0,0,0 / 0,0,1,0,0,16,70
124,Fazio,d,SAL,4,"6,12","6,12",0,0,0 / 0,0,0,0,0,7,10
125,Di Lorenzo,d,NAP,4,"6,0","6,12",0,0,0 / 0,0,1,1,0,15,40
126,Djidji,d,TOR,4,"6,12","6,12",0,0,0 / 0,0,0,0,0,6,8
127,Ismajli,d,EMP,4,"6,12","6,12",0,0,0 / 0,0,0,0,0,5,8
128,Kasius,d,BOL,4,"5,88","6,12",0,0,0 / 0,0,1,0,0,4,7
129,Baschirotto,d,LEC,4,"6,25","6,12",0,0,0 / 0,0,0,1,0,4,7
130,Lovric,c,UDI,4,"6,12","6,12",0,0,0 / 0,0,0,0,0,7,12
131,D'alessandro,c,MON,2,"6,0","6,0",0,0,0 / 0,0,0,0,0,2,8
132,Grassi,c,EMP,2,"6,0","6,0",0,0,0 / 0,0,0,0,0,6,10
133,Hysaj,d,LAZ,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,6,8
134,Sepe,p,SAL,4,"6,5","6,0",0,2,0 / 0,0,0,0,0,10,14
135,Rincon,c,SAM,4,"5,88","6,0",0,0,0 / 0,0,1,1,0,6,8
136,D'ambrosio,d,INT,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,7,10
137,Dimarco,d,INT,4,"6,0","6,0",0,0,0 / 0,0,0,0,0,9,20
138,Bonucci,d,JUV,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,14,32
139,Rugani,d,JUV,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,5,8
140,Alex Sandro,d,JUV,3,"5,83","6,0",0,0,0 / 0,0,1,1,0,8,14
141,Baez,c,CRE,2,"6,0","6,0",0,0,0 / 0,0,0,0,0,4,7
142,Djimsiti,d,ATA,2,"6,25","6,0",0,0,0 / 0,0,0,1,0,7,4
143,Spinazzola,d,ROM,4,"6,0","6,0",0,0,0 / 0,0,0,0,0,12,24
144,Murru,d,SAM,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,5,6
145,Lazzari,d,LAZ,4,"6,25","6,0",0,0,0 / 0,0,0,2,0,10,26
146,Nuytinck,d,UDI,4,"6,0","6,0",0,0,0 / 0,0,0,0,0,8,10
147,Rabiot,c,JUV,3,"6,0","6,0",0,0,0 / 0,0,0,0,0,7,10
148,Origi,a,MIL,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,16,46
149,Darmian,d,INT,3,"5,83","6,0",0,0,0 / 0,0,1,1,0,9,16
150,Kjaer,d,MIL,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,5,10
151,Lykogiannis,d,BOL,3,"6,0","6,0",0,0,0 / 0,0,0,0,0,5,6
152,Buongiorno,d,TOR,3,"6,33","6,0",0,0,0 / 0,0,0,2,0,5,8
153,Colley,d,SAM,4,"6,0","6,0",0,0,0 / 0,0,0,0,0,9,20
154,Bremer,d,JUV,4,"6,0","6,0",0,0,0 / 0,0,0,0,0,18,53
155,Bourabia,c,SPE,4,"6,0","6,0",0,0,0 / 0,0,0,0,0,5,8
156,Boga,a,ATA,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,12,15
157,Gonzalez N.,a,FIO,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,19,54
158,Toljan,d,SAS,4,"5,88","6,0",0,0,0 / 0,0,1,1,0,6,12
159,Cambiaghi,a,EMP,2,"6,0","6,0",0,0,0 / 0,0,0,0,0,6,13
160,Kumbulla,d,ROM,2,"6,0","6,0",0,0,0 / 0,0,0,0,0,5,8
161,Celik,d,ROM,2,"6,25","6,0",0,0,0 / 0,0,0,1,0,8,9
162,Tomori,d,MIL,4,"6,0","6,0",0,0,0 / 0,0,0,0,0,15,36
163,Askildsen,c,LEC,2,"6,0","6,0",0,0,0 / 0,0,0,0,0,3,4
164,Tuia,d,LEC,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,3,4
165,Ballo-Toure',d,MIL,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,2,2
166,Samardzic,c,UDI,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,7,12
167,Arslan,c,UDI,2,"6,0","6,0",0,0,0 / 0,0,0,0,0,6,8
168,Lammers,a,EMP,4,"5,75","6,0",0,0,0 / 0,0,1,0,0,15,35
169,Pobega,c,MIL,2,"6,0","6,0",0,0,0 / 0,0,0,0,0,9,12
170,Ebuehi,d,EMP,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,3,4
171,Pongracic,d,LEC,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,6,11
172,Harroui,c,SAS,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,2,4
173,Strelec,a,SPE,4,"6,0","6,0",0,0,0 / 0,0,0,0,0,7,8
174,Asllani,c,INT,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,7,16
175,De Winter,d,EMP,2,"6,0","6,0",0,0,0 / 0,0,0,0,0,5,7
176,Ceide,c,SAS,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,2,8
177,Ederson D.s.,c,ATA,2,"6,0","6,0",0,0,0 / 0,0,0,0,0,12,34
178,Seck,a,TOR,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,3,4
179,Terracciano F.,c,VER,3,"6,0","6,0",0,0,0 / 0,0,0,0,0,2,4
180,Gatti,d,JUV,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,5,7
181,Olivera,d,NAP,2,"6,0","6,0",0,0,0 / 0,0,0,0,0,7,10
182,Listkowski,c,LEC,3,"6,0","6,0",0,0,0 / 0,0,0,0,0,3,2
183,Ranocchia F.,c,MON,2,"6,0","6,0",0,0,0 / 0,0,0,0,0,3,4
184,Dodo',d,FIO,3,"6,0","6,0",0,0,0 / 0,0,0,0,0,13,30
185,Quagliata,d,CRE,2,"6,0","6,0",0,0,0 / 0,0,0,0,0,3,7
186,Ebosse,d,UDI,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,4,6
187,Zerbin,c,NAP,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,2
188,Lochoshvili,d,CRE,2,"6,0","6,0",0,0,0 / 0,0,0,0,0,4,6
189,Hojlund,a,ATA,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,8,10
190,De Roon,c,ATA,4,"6,12","5,88",0,0,0 / 0,0,0,2,0,7,10
191,De Vrij,d,INT,4,"5,88","5,88",0,0,0 / 0,0,0,0,0,10,25
192,De Sciglio,d,JUV,4,"5,88","5,88",0,0,0 / 0,0,0,0,0,6,9
193,Berardi,a,SAS,4,"6,0","5,88",1,0,0 / 1,0,0,1,0,32,249
194,Zapata D.,a,ATA,4,"5,88","5,88",0,0,0 / 0,0,0,0,0,30,245
195,Bandinelli,c,EMP,4,"6,0","5,88",0,0,0 / 0,0,0,1,0,6,10
196,Matic,c,ROM,4,"6,0","5,88",0,0,0 / 0,0,0,1,0,7,10
197,Soriano,c,BOL,4,"5,88","5,88",0,0,0 / 0,0,0,0,0,12,21
198,Reca,d,SPE,4,"6,0","5,88",0,0,0 / 0,0,0,1,0,6,12
199,Zanimacchia,a,CRE,4,"6,0","5,88",0,0,0 / 0,0,0,1,0,10,11
200,Vieira,c,SAM,4,"5,88","5,88",0,0,0 / 0,0,0,0,0,5,7
201,Ascacibar,c,CRE,4,"5,88","5,88",0,0,0 / 0,0,0,0,0,6,8
202,Rui Patricio,p,ROM,4,"6,12","5,88",0,1,0 / 0,0,0,0,0,15,48
203,Schouten,c,BOL,4,"6,0","5,88",0,0,0 / 0,0,0,1,0,8,13
204,Kostic,c,JUV,4,"6,0","5,88",0,0,0 / 0,0,0,1,0,15,43
205,Satriano,a,EMP,4,"5,88","5,88",0,0,0 / 0,0,0,0,0,13,16
206,Kiwior,d,SPE,4,"5,88","5,88",0,0,0 / 0,0,0,0,0,7,12
207,Sabiri,c,SAM,4,"6,0","5,88",0,0,0 / 0,0,0,1,0,14,39
208,Gendrey,d,LEC,4,"6,0","5,88",0,0,0 / 0,0,0,1,0,5,7
209,Sansone,a,BOL,3,"6,0","5,83",0,0,0 / 0,0,0,1,0,6,7
210,Sala,d,SPE,3,"5,83","5,83",0,0,0 / 0,0,0,0,0,5,8
211,Bastoni,d,INT,3,"5,83","5,83",0,0,0 / 0,0,0,0,0,14,37
212,Haas,c,EMP,3,"5,83","5,83",0,0,0 / 0,0,0,0,0,4,4
213,Hristov,d,SPE,3,"5,83","5,83",0,0,0 / 0,0,0,0,0,4,3
214,Zortea,d,ATA,3,"6,0","5,83",0,0,0 / 0,0,0,1,0,3,3
215,Soppy,d,ATA,3,"5,83","5,83",0,0,0 / 0,0,1,2,0,7,14
216,Blin,c,LEC,3,"6,0","5,83",0,0,0 / 0,0,0,1,0,4,6
217,Vecino,c,LAZ,2,"5,75","5,75",0,0,0 / 0,0,0,0,0,5,10
218,Biraghi,d,FIO,2,"5,75","5,75",0,0,0 / 0,0,0,0,0,12,37
219,Cataldi,c,LAZ,4,"5,88","5,75",0,0,0 / 0,0,0,1,0,8,14
220,Quagliarella,a,SAM,4,"5,88","5,75",0,0,0 / 0,0,0,1,0,10,15
221,Zaccagni,c,LAZ,4,"6,0","5,75",0,0,0 / 0,0,0,2,0,19,66
222,Cuadrado,c,JUV,4,"5,75","5,75",0,0,0 / 0,0,0,0,0,14,28
223,Skriniar,d,INT,4,"5,75","5,75",0,0,0 / 0,0,0,0,0,16,50
224,Caprari,a,MON,4,"5,62","5,75",0,0,0 / 0,0,1,1,0,24,82
225,Linetty,c,TOR,4,"5,88","5,75",0,0,0 / 0,0,0,1,0,6,8
226,Lukic,c,TOR,2,"5,75","5,75",0,0,0 / 0,0,0,0,0,12,28
227,Miguel Veloso,c,VER,2,"6,0","5,75",0,0,0 / 0,0,0,1,0,6,9
228,Kean,a,JUV,2,"5,75","5,75",0,0,0 / 0,0,0,0,0,13,37
229,Kastanos,c,SAL,2,"6,0","5,75",0,0,0 / 0,0,0,1,0,5,10
230,Walace,c,UDI,4,"5,88","5,75",0,0,0 / 0,0,0,1,0,7,9
231,Zakaria,c,JUV,2,"5,75","5,75",0,0,0 / 0,0,0,0,0,10,0
232,Barrow,a,BOL,2,"5,75","5,75",0,0,0 / 0,0,0,0,0,16,31
233,Caputo,a,SAM,4,"5,75","5,75",0,0,0 / 0,0,0,0,0,19,68
234,Henderson L.,c,EMP,4,"5,88","5,75",0,0,0 / 0,0,0,1,0,7,13
235,Dominguez,c,BOL,4,"5,88","5,75",0,0,0 / 0,0,0,1,0,7,12
236,Tameze,c,VER,4,"5,75","5,75",0,0,0 / 0,0,0,0,0,13,24
237,Ilic,c,VER,4,"5,75","5,75",0,0,0 / 0,0,0,0,0,12,27
238,Makengo,c,UDI,4,"5,88","5,75",0,0,0 / 0,0,0,1,0,9,14
239,Kovalenko,c,SPE,2,"5,75","5,75",0,0,0 / 0,0,0,0,0,7,10
240,Matheus Henrique,c,SAS,4,"6,0","5,75",0,0,0 / 0,0,0,2,0,6,10
241,Basic,c,LAZ,2,"6,0","5,75",0,0,0 / 0,0,0,1,0,5,10
242,Success,a,UDI,4,"5,75","5,75",0,0,0 / 0,0,0,0,0,13,21
243,Holm,d,SPE,2,"6,0","5,75",0,0,0 / 0,0,0,1,0,2,3
244,Aebischer,c,BOL,2,"6,0","5,75",0,0,0 / 0,0,0,1,0,4,5
245,Marcos Antonio,c,LAZ,2,"6,0","5,75",0,0,0 / 0,0,0,1,0,9,16
246,Valencia D.,a,SAL,2,"5,75","5,75",0,0,0 / 0,0,0,0,0,2,3
247,Pickel,c,CRE,4,"5,75","5,75",0,0,0 / 0,0,0,0,0,4,8
248,Adli,c,MIL,2,"6,0","5,75",0,0,0 / 0,0,0,1,0,6,10
249,Gytkjaer,a,MON,2,"5,75","5,75",0,0,0 / 0,0,0,0,0,4,8
250,Gonzalez J.,c,LEC,4,"6,0","5,75",0,0,0 / 0,0,0,2,0,3,3
251,Lucumi',d,BOL,2,"5,75","5,75",0,0,0 / 0,0,0,0,0,9,19
252,Hien,d,VER,2,"6,0","5,75",0,0,0 / 0,0,0,1,0,6,12
253,Destro,a,EMP,3,"5,67","5,67",0,0,0 / 0,0,0,0,0,16,35
254,Muriel,a,ATA,3,"5,67","5,67",0,0,0 / 0,0,0,0,0,24,105
255,Faraoni,d,VER,3,"5,5","5,67",0,0,0 / 0,0,1,1,0,12,29
256,Bereszynski,d,SAM,3,"5,67","5,67",0,0,0 / 0,0,0,0,0,6,11
257,Gosens,d,INT,3,"5,67","5,67",0,0,0 / 0,0,0,0,0,18,55
258,Barak,c,FIO,3,"5,67","5,67",0,0,0 / 0,0,0,0,0,20,40
259,Karsdorp,d,ROM,3,"5,67","5,67",0,0,0 / 0,0,0,0,0,9,20
260,Gunter,d,VER,3,"5,5","5,67",0,0,0 / 0,0,1,1,0,5,10
261,Okoli,d,ATA,3,"5,83","5,67",0,0,0 / 0,0,0,1,0,5,16
262,Tonali,c,MIL,3,"5,83","5,67",0,0,0 / 0,0,0,1,0,15,45
263,Gallo,d,LEC,3,"5,67","5,67",0,0,0 / 0,0,0,0,0,2,4
264,Singo,d,TOR,3,"5,83","5,67",0,0,0 / 0,0,0,1,0,13,33
265,Mckennie,c,JUV,3,"5,67","5,67",0,0,0 / 0,0,0,0,0,10,9
266,Coppola D.,d,VER,3,"5,83","5,67",0,0,0 / 0,0,0,1,0,2,7
267,Helgason,c,LEC,3,"5,67","5,67",0,0,0 / 0,0,0,0,0,2,4
268,Brozovic,c,INT,4,"5,88","5,62",0,0,0 / 0,0,0,2,0,14,38
269,Medel,d,BOL,4,"5,75","5,62",0,0,0 / 0,0,0,1,0,7,10
270,Locatelli,c,JUV,4,"5,88","5,62",0,0,0 / 0,0,0,2,0,13,26
271,Sensi,c,MON,4,"5,62","5,62",0,0,0 / 0,0,0,0,0,11,28
272,Djuricic,c,SAM,4,"5,75","5,62",0,0,0 / 0,0,0,1,0,11,28
273,Marusic,d,LAZ,4,"5,75","5,62",0,0,0 / 0,0,0,1,0,6,13
274,Rogerio,d,SAS,4,"5,75","5,62",0,0,0 / 0,0,0,1,0,5,12
275,Musso,p,ATA,4,"6,25","5,62",0,2,0 / 0,0,0,1,0,14,37
276,Provedel,p,LAZ,4,"6,38","5,62",0,3,0 / 0,0,0,0,0,9,18
277,Nikolaou,d,SPE,4,"5,62","5,62",0,0,0 / 0,0,0,0,0,5,8
278,Agudelo,c,SPE,4,"5,62","5,62",0,0,0 / 0,0,0,0,0,9,15
279,Saelemaekers,c,MIL,4,"5,75","5,62",0,0,0 / 0,0,0,1,0,8,14
280,Gyasi,c,SPE,4,"5,75","5,62",0,0,0 / 0,0,0,1,0,10,20
281,Stojanovic,d,EMP,4,"5,75","5,62",0,0,0 / 0,0,0,1,0,7,13
282,Birindelli,d,MON,4,"5,62","5,62",0,0,0 / 0,0,0,0,0,4,10
283,Thorstvedt,c,SAS,4,"5,75","5,62",0,0,0 / 0,0,0,1,0,9,17
284,Bronn,d,SAL,4,"5,75","5,62",0,0,0 / 0,0,0,1,0,6,8
285,Ferrari A.,d,SAM,4,"5,62","5,5",0,0,0 / 0,0,0,1,0,6,10
286,Marrone,d,MON,2,"5,5","5,5",0,0,0 / 0,0,0,0,0,4,1
287,Radovanovic,d,SAL,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,4,5
288,Krunic,c,MIL,1,"6,0","5,5",0,0,0 / 0,0,0,1,0,6,8
289,Verde,a,SPE,2,"5,5","5,5",0,0,0 / 0,0,0,0,0,16,46
290,Murillo,d,SAM,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,2,4
291,Petagna,a,MON,4,"5,5","5,5",0,0,0 / 0,0,0,0,0,14,43
292,Szczesny,p,JUV,2,"6,0","5,5",0,1,0 / 0,0,0,0,0,15,65
293,Florenzi,d,MIL,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,6,10
