,Calciatore,Ruolo,Squadra,Partite Giocate,MV,FM,Gol,Gol Subiti,Rigori,Rigori Parati,Assist,Ammonizioni,Espulsioni,QA,ExpectedCost_1000
294,Duncan,c,FIO,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,6,10
295,Benassi,c,FIO,2,"5,5","5,5",0,0,0 / 0,0,0,0,0,3,4
296,Chiriches,d,CRE,2,"5,75","5,5",0,0,0 / 0,0,0,1,0,5,9
297,Gyomber,d,SAL,4,"5,88","5,5",0,0,0 / 0,0,0,3,0,5,5
298,Pezzella Giu.,d,LEC,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,6,12
299,Gagliardini,c,INT,2,"5,5","5,5",0,0,0 / 0,0,0,0,0,7,11
300,Caldara,d,SPE,3,"5,5","5,5",0,0,0 / 0,0,0,0,0,6,10
301,Ferrari G.,d,SAS,4,"5,88","5,5",0,0,0 / 0,0,0,3,0,8,15
302,Hateboer,d,ATA,3,"5,83","5,5",0,0,0 / 0,0,0,2,0,8,14
303,Depaoli,d,VER,3,"5,67","5,5",0,0,0 / 0,0,0,1,0,4,5
304,Valoti,c,MON,3,"5,5","5,5",0,0,0 / 0,0,0,0,0,5,14
305,Leris,c,SAM,4,"5,62","5,5",0,0,0 / 0,0,0,1,0,3,10
306,Ribery,a,SAL,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,5,7
307,Mkhitaryan,c,INT,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,14,38
308,Retsos,d,VER,2,"5,5","5,5",0,0,0 / 0,0,0,0,0,2,0
309,Zaniolo,c,ROM,2,"5,5","5,5",0,0,0 / 0,0,0,0,0,17,70
310,Ndombele',c,NAP,1,"5,5","5,5",0,0,0 / 0,0,0,1,0,10,22
311,Piccoli,a,VER,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,12,18
312,Raspadori,a,NAP,3,"5,67","5,5",0,0,0 / 0,0,0,1,0,18,70
313,Lazaro,d,TOR,2,"5,5","5,5",0,0,0 / 0,0,0,0,0,6,10
314,Igor,d,FIO,2,"5,75","5,5",0,0,0 / 0,0,0,1,0,8,18
315,Di Carmine,a,CRE,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,2,0
316,Adopo,d,TOR,1,"6,0","5,5",0,0,0 / 0,0,0,1,0,1,4
317,Villar,c,SAM,3,"5,5","5,5",0,0,0 / 0,0,0,0,0,7,10
318,Colombo,a,LEC,2,"6,0","5,5",1,0,0 / 1,0,0,2,0,6,9
319,Vicario,p,EMP,4,"6,25","5,5",0,3,0 / 0,0,0,0,0,11,17
320,Marin,c,EMP,4,"5,62","5,5",0,0,0 / 0,0,0,1,0,6,13
321,Messias,c,MIL,4,"5,5","5,5",0,0,0 / 0,0,0,0,0,12,30
322,Djuric,a,VER,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,10,10
323,Kristoffersen,a,SAL,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,1
324,Hongla,c,VER,4,"5,75","5,5",0,0,0 / 0,0,0,2,0,3,7
325,Cancellieri,a,LAZ,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,6,12
326,De Luca,a,SAM,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,3,3
327,Sambia,d,SAL,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,6,8
328,Carlos Augusto,d,MON,3,"5,5","5,5",0,0,0 / 0,0,0,0,0,8,15
329,Ciurria,c,MON,2,"5,75","5,5",0,0,0 / 0,0,0,1,0,3,5
330,Bistrovic,c,LEC,3,"5,5","5,5",0,0,0 / 0,0,0,0,0,4,8
331,Verre,c,SAM,4,"5,62","5,38",0,0,0 / 0,0,0,2,0,6,8
332,Defrel,a,SAS,4,"5,5","5,38",0,0,0 / 0,0,0,1,0,7,10
333,Falcone,p,LEC,4,"6,62","5,38",0,5,0 / 0,0,0,0,0,7,12
334,Augello,d,SAM,4,"5,38","5,38",0,0,0 / 0,0,0,0,0,6,13
335,Martinez Quarta,d,FIO,4,"5,5","5,38",0,0,0 / 0,0,0,1,0,4,10
336,Bajrami,c,EMP,4,"5,38","5,38",0,0,0 / 0,0,0,0,0,16,50
337,Maleh,c,FIO,4,"5,5","5,38",0,0,0 / 0,0,0,1,0,6,7
338,Cambiaso,d,BOL,4,"5,5","5,38",0,0,0 / 0,0,0,1,0,8,19
339,Luperto,d,EMP,3,"5,67","5,33",0,0,0 / 0,0,0,0,1,5,8
340,Molina S.,c,MON,3,"5,33","5,33",0,0,0 / 0,0,0,0,0,4,5
341,Vignato,c,BOL,3,"5,33","5,33",0,0,0 / 0,0,0,0,0,3,7
342,Bonifazi,d,BOL,3,"5,5","5,33",0,0,0 / 0,0,0,1,0,4,6
343,Vasquez,d,CRE,3,"5,5","5,33",0,0,0 / 0,0,0,1,0,5,12
344,Saponara,c,FIO,2,"5,25","5,25",0,0,0 / 0,0,0,0,0,10,12
345,Machin,c,MON,2,"5,75","5,25",0,0,0 / 0,0,0,2,0,3,2
346,Ceccherini,d,VER,2,"5,75","5,25",0,0,0 / 0,0,0,2,0,5,13
347,Silvestri,p,UDI,4,"6,5","5,25",0,5,0 / 0,0,0,0,0,11,23
348,Pessina,c,MON,2,"5,5","5,25",0,0,0 / 0,0,0,1,0,12,36
349,Aina,d,TOR,4,"5,5","5,25",0,0,0 / 0,0,0,2,0,5,10
350,Ikone',c,FIO,2,"5,5","5,25",0,0,0 / 0,0,0,1,0,12,18
351,Caldirola,d,MON,2,"5,5","5,25",0,0,0 / 0,0,0,1,0,4,3
352,Bradaric,d,SAL,2,"5,5","5,25",0,0,0 / 0,0,0,1,0,6,11
353,Gollini,p,FIO,3,"5,83","5,17",0,2,0 / 0,0,0,0,0,12,32
354,Marlon,d,MON,3,"5,33","5,17",0,0,0 / 0,0,0,1,0,6,14
355,Milinkovic-Savic V.,p,TOR,4,"6,38","5,12",0,5,0 / 0,0,0,0,0,3,24
356,Ranocchia,d,MON,1,"5,0","5,0",0,0,0 / 0,0,0,0,0,5,2
357,Zappacosta,d,ATA,1,"5,5","5,0",0,0,0 / 0,0,0,1,0,10,18
358,Barberis,c,MON,2,"5,0","5,0",0,0,0 / 0,0,0,0,0,6,9
359,Orsolini,c,BOL,2,"5,5","5,0",0,0,0 / 0,0,0,0,1,13,34
360,Terracciano,p,FIO,1,"6,0","5,0",0,1,0 / 0,0,0,0,0,2,5
361,Dawidowicz,d,VER,2,"5,25","5,0",0,0,0 / 0,0,0,1,0,3,11
362,Cetin,d,LEC,1,"5,0","5,0",0,0,0 / 0,0,0,0,0,4,8
363,Mari',d,MON,1,"5,5","5,0",0,0,0 / 0,0,0,1,0,9,17
364,Carboni,d,MON,2,"5,0","5,0",0,0,0 / 0,0,0,0,0,4,9
365,Ayhan,d,SAS,1,"5,0","5,0",0,0,0 / 0,0,0,0,0,4,8
366,Antov,d,MON,1,"5,0","5,0",0,0,0 / 0,0,0,0,0,1,2
367,Aiwu,d,CRE,3,"5,33","5,0",0,0,0 / 0,0,0,2,0,4,8
368,Handanovic,p,INT,4,"6,12","4,88",0,5,0 / 0,0,0,0,0,15,60
369,De Silvestri,d,BOL,3,"5,67","4,83",0,0,0 / 0,0,0,1,0,8,16
370,Escalante,c,CRE,3,"5,17","4,83",0,0,0 / 0,0,0,0,1,4,6
371,Consigli,p,SAS,4,"6,0","4,75",0,5,0 / 0,0,0,0,0,11,23
372,Ekdal,c,SPE,2,"5,25","4,75",0,0,0 / 0,0,0,0,1,6,9
373,Audero,p,SAM,4,"6,38","4,62",0,7,0 / 0,0,0,0,0,10,14
374,Skorupski,p,BOL,4,"6,0","4,5",0,6,0 / 0,0,0,0,0,10,20
375,Venuti,d,FIO,1,"4,5","4,5",0,0,0 / 0,0,0,0,0,2,4
376,Soumaoro,d,BOL,3,"4,83","4,5",0,0,0 / 0,0,0,0,1,4,8
377,Cabral,a,FIO,1,"5,0","4,5",0,0,0 / 0,0,0,1,0,17,47
378,Dragowski,p,SPE,4,"6,12","4,38",0,7,0 / 0,0,0,0,0,7,13
379,Montipo',p,VER,4,"6,0","4,0",0,8,0 / 0,0,0,0,0,11,20
380,Amione,d,SAM,1,"4,5","4,0",0,0,0 / 0,0,0,1,0,2,4
381,Perez N.,d,UDI,2,"4,75","4,0",0,0,0 / 0,0,0,1,1,6,12
382,Radu I.,p,CRE,4,"6,0","3,75",0,9,0 / 0,0,0,0,0,5,10
383,Di Gregorio,p,MON,4,"6,12","3,38",0,11,0 / 0,0,0,0,0,1,13
384,Luis Maximiano,p,LAZ,1,"4,0","3,0",0,0,0 / 0,0,0,0,1,10,18
385,Sportiello,p,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
386,Conti,d,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,4
387,Mirante,p,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
388,Sarr M.,p,CRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
389,Mbaye,d,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0
390,Diawara,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0
391,Gagliolo,d,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,0
392,Dermaku,d,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,6
393,Tonelli,d,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
394,Tatarusanu,p,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
395,Capezzi,c,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
396,Ilicic,a,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,10,0
397,Ciofani D.,a,CRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
398,Lamanna,p,MON,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
399,Ujkani,p,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
400,Izzo,d,MON,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,4
401,Juan Jesus,d,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,6,10
402,Pogba,c,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,22,63
403,Zaza,a,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,0
404,Berisha,p,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,10,5
405,Radu,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,2
406,Paletta,d,MON,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
407,Verdi,c,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,12,18
408,Jajalo,c,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,3
409,Belotti,a,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,16,50
410,Capradossi,d,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0
411,Paredes,c,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,13,30
412,Pegolo,p,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
413,Perilli,p,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
414,Acerbi,d,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,7,10
415,Padelli,p,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
416,Perisan,p,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
417,Pereira P.,d,MON,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,0
418,Freuler,c,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,9,0
419,Bardi,p,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
420,Edera,a,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
421,Cordaz,p,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
422,Sampirisi,d,MON,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,0
423,Pinsoglio,p,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
424,Fiorillo,p,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
425,Mazzitelli,c,MON,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,0
426,Pjaca,a,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,9,16
427,Chiesa,c,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,23,82
428,Simeone,a,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,23,42
429,Veseli,d,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0
430,Satalino,p,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0
431,Scamacca,a,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,28,0
432,Coulibaly M.,c,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,7,0
433,Cragno,p,MON,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,10,13
434,Sirigu,p,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,3
435,Palomino,d,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,9,1
436,Ounas,a,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,0
437,Jaroszynski,d,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0
438,Veretout,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,11,0
439,Marchizza,d,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,2
440,Romagna,d,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
441,Crociata,c,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0
442,Cerofolini,p,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
443,Rossi F.,p,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
444,Leverbe,d,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,0
445,Karamoh,a,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,8
446,Donati,d,MON,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,3
447,Nastasic,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0
448,Sanchez,a,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,12,0
449,Ibrahimovic,a,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,12,15
450,Umtiti,d,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,6,13
451,Wijnaldum,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,15,7
452,Bakayoko,c,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,2
453,Pellegrini Lu.,d,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,0
454,Bettella,d,MON,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0
455,Valzania,c,CRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0
456,Calabresi,d,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,0
457,Dijks,d,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,0
458,Piatek,a,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,15,36
459,Magnani,d,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,3
460,Ruiz,c,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,18,0
461,Stulac,c,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,7,0
462,Meite',c,CRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,7,13
463,Rosati,p,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0
464,Scozzarella,c,MON,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,2
465,Pussetto,a,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,7
466,Kingsley,c,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0
467,Contini,p,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
468,Traore' Hj.,c,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,16,40
469,Winks,c,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,6,10
470,Arthur,c,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,0
471,Brancolini,p,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
472,Gaetano,c,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,2
473,Walukiewicz,d,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,8
474,Castrovilli,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,8,1
475,Ranieri L.,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
476,Gabbia,d,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,4
477,Agoume,c,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0
478,Carnesecchi,p,CRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,3
479,Rovella,c,MON,0,"0,0","0,0",0,0,0 / 0,0,0,1,0,2,11
480,Fagioli,c,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,4
481,Bleve,p,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
482,Majer,c,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,0
483,Berardi A.,p,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
484,Obiang,c,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,2
485,Russo A.,p,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
486,Muldur,d,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,2
487,Gemello,p,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
488,Ampadu,d,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,6,12
489,Demme,c,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,5
490,Benkovic,d,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,0
491,Carles Perez,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,0
492,Bellanova,d,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,7,14
493,Maldini,c,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,5
494,Pirola,d,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,5
495,Lovato,d,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,7
496,Moro,a,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0
497,Horvath,c,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0
498,Calafiori,d,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0
499,Frabotta,d,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,0
500,Ravaglia,p,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
501,Damsgaard,c,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,13,0
502,Ferrer,d,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,3
503,Vignali,d,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0
504,Bartolomei,c,CRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0
505,Molina N.,d,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,15,0
506,Zoet,p,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
507,Zirkzee,a,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,7,14
508,Akpa Akpro,c,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,3
509,Boer,p,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
510,Shomurodov,a,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,11,10
511,Leo' Sena,c,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0
512,Dest,d,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,10
513,Gasparini,p,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0
514,Ruggeri,d,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
515,Oddei,a,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
516,Kokorin,a,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0
517,Darboe,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
518,Bove,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
519,Amey,d,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
520,Urbanski,c,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
521,Raimondo,a,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
522,Bertini,c,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
523,Cortinovis,c,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,3
524,Furlan,p,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0
525,Ferrarini,d,MON,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,3
526,Kamenovic,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
527,Cavion,c,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0
528,Amian,d,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,8
529,Kornvig,c,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0
530,Di Mariano,a,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,0
531,Casale,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,8,15
532,Adamonis,p,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
533,Kechrida,d,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0
534,Kaio Jorge,a,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
535,Vina,d,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,5
536,Romero L.,c,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,4
537,Bianco,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
538,Yepes,c,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,3
539,Marfella,p,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
540,Sher,c,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
541,Zanoli,d,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,3
542,Zovko,p,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
543,Daniliuc,d,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,7,16
544,Vranckx,c,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,6,12
545,Antiste,a,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,5
546,Theate,d,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,10,0
547,Molla,p,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
548,Zima,d,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,8
549,Russo,p,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0
550,Piana,p,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
551,Gondo,a,CRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,0
552,Podgoreanu,a,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
553,Viti,d,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,6,0
554,Nguiamba,c,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
555,Afena-Gyan,a,CRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,7,13
556,Soule',a,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,2
557,Volpato,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
558,Zanotti,d,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
559,Ruan,d,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,4
560,Motoc,d,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
561,Lazetic,a,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
562,Praszelik,c,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,2
563,Bohinen,c,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,6,10
564,Mikael,a,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0
565,Cacace,d,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,4
566,Trimboli,c,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
567,Cisse',a,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,0
568,Bertola,d,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0
569,Bagnolini,p,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
570,Pafundi,c,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
571,Milanese,c,CRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,6,6
572,Onana,p,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,13
573,Gila,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,6
574,Voelkerling Persson,a,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
575,Svilar,p,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
576,Alvarez A.,a,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,1,0,12,17
577,Bayeye,d,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
578,Ebosele,d,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,1,0,1,6
579,Buta,d,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
580,Sorrentino A.,p,MON,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
581,Tsadjout,a,CRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,7,10
582,Tenkorang,c,CRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0
583,Ferguson,c,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,8
584,Ndiaye,d,CRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
585,Ravanelli,d,CRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,0
586,Fiordaliso,d,CRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0
587,Castagnetti,c,CRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,6
588,Strizzolo,a,CRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,0
589,Bjorkengren,c,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
590,Rodriguez P.,a,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1
