,Calciatore,Ruolo,Squadra,Partite Giocate,MV,FM,Gol,Gol Subiti,Rigori,Rigori Parati,Assist,Ammonizioni,Espulsioni
649,Zapata A,a,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
650,Winck,d,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
651,Iniguez,c,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
652,Insua,d,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
653,Perisan,p,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
654,Baez,a,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
655,Rodriguez A,a,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
656,Federico Gino,c,CAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
657,Ponce,a,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
658,Vitale,c,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
659,Krivicic,c,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
660,Ponce A,a,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
661,Mendez,a,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
662,Bruno Gomes,a,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
663,Mantovani,d,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
664,Audero,p,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
665,Arteaga,a,PAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
666,Gnahore',c,CAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
667,Marcone,p,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
668,Sporkslede,c,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
669,Benalouane,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
670,Ninkovic,c,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
671,Miranda Rada,a,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
672,Balic,c,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
673,Livieri,p,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
