,Calciatore,Ruolo,Squadra,Partite Giocate,MV,FM,Gol,Gol Subiti,Rigori,Rigori Parati,Assist,Ammonizioni,Espulsioni
323,Lo Faso,a,PAL,6,"5,75","5,75",0,0,0 / 0,0,0,0,0
324,Juan Jesus,d,ROM,17,"5,88","5,74",0,0,0 / 0,0,0,5,0
325,Skriniar,d,SAM,35,"5,83","5,74",0,0,0 / 0,0,0,4,1
326,Masina,d,BOL,30,"5,77","5,73",1,0,0 / 0,0,0,6,1
327,Floro Flores,a,CHI,11,"5,73","5,73",0,0,0 / 0,0,0,0,0
328,Barella,c,CAG,26,"5,88","5,73",0,0,0 / 0,0,1,9,1
329,Marilungo,a,EMP,18,"5,56","5,72",0,0,0 / 0,0,4,2,0
330,Pucciarelli,a,EMP,32,"5,53","5,72",3,0,1 / 2,0,1,2,0
331,Matos,a,UDI,12,"5,71","5,71",0,0,0 / 0,0,0,0,0
332,Dainelli,d,CHI,26,"5,94","5,71",0,0,0 / 0,0,0,8,0
333,Radovanovic,c,CHI,33,"5,86","5,71",0,0,0 / 0,0,0,10,0
334,Hysaj,d,NAP,34,"5,88","5,71",0,0,0 / 0,0,0,8,0
335,Rodriguez Go,d,FIO,26,"5,79","5,71",1,0,0 / 0,0,0,6,2
336,Mauri J,c,EMP,14,"5,86","5,71",0,0,0 / 0,0,0,4,0
337,Regini,d,SAM,34,"5,66","5,71",0,0,0 / 0,0,4,5,0
338,Peluso,d,SAS,33,"5,77","5,71",1,0,0 / 0,0,1,12,0
339,Murru,d,CAG,26,"5,73","5,71",0,0,0 / 0,0,1,3,0
340,Farago',c,CAG,7,"5,79","5,71",0,0,0 / 0,0,0,1,0
341,De Sciglio,d,MIL,25,"5,78","5,7",0,0,0 / 0,0,0,4,0
342,Izco,c,CHI,21,"5,67","5,69",0,0,0 / 0,0,1,1,0
343,Cofie,c,GEN,13,"5,81","5,69",0,0,0 / 0,0,1,5,0
344,Martella,d,CRO,29,"5,76","5,69",0,0,0 / 0,0,0,4,0
345,Wallace,d,LAZ,21,"5,71","5,69",1,0,0 / 0,0,0,3,0
346,Maietta,d,BOL,29,"5,78","5,67",0,0,0 / 0,0,1,8,0
347,Ibarbo,a,CAG,3,"5,67","5,67",0,0,0 / 0,0,0,0,0
348,Mesbah,d,CRO,9,"5,72","5,67",0,0,0 / 0,0,0,1,0
349,Avelar,d,TOR,3,"5,83","5,67",0,0,0 / 0,0,0,1,0
350,Bruno Alves,d,CAG,36,"5,68","5,67",1,0,0 / 0,0,0,5,1
351,Vitturini,d,PES,3,"5,67","5,67",0,0,0 / 0,0,0,0,0
352,Pjaca,a,JUV,9,"5,72","5,67",0,0,0 / 0,0,0,1,0
353,Beghetto,c,GEN,3,"5,67","5,67",0,0,0 / 0,0,0,0,0
354,Gazzola,d,SAS,16,"5,69","5,66",0,0,0 / 0,0,1,3,0
355,Angella,d,UDI,13,"5,69","5,65",1,0,0 / 0,0,0,3,0
356,Barba,d,EMP,11,"5,77","5,64",0,0,0 / 0,0,0,3,0
357,Capezzi,c,CRO,21,"5,81","5,64",0,0,0 / 0,0,0,5,1
358,Hetemaj,c,CHI,23,"5,76","5,63",0,0,0 / 0,0,0,6,0
359,Murillo,d,INT,26,"5,75","5,63",0,0,0 / 0,0,0,6,0
360,Olivera M.,d,FIO,15,"5,73","5,63",0,0,0 / 0,0,0,4,0
361,Crisetig,c,CRO,30,"5,8","5,62",0,0,0 / 0,0,1,11,1
362,Spolli,d,CHI,20,"5,82","5,62",0,0,0 / 0,0,0,8,0
363,Santon,d,INT,12,"5,58","5,62",0,0,0 / 0,0,1,1,0
364,Kishna,c,LAZ,4,"5,62","5,62",0,0,0 / 0,0,0,0,0
365,Djordjevic,a,LAZ,12,"5,62","5,62",0,0,0 / 0,0,0,0,0
366,Andelkovic,d,PAL,21,"5,62","5,62",0,0,0 / 0,0,1,3,0
367,Torosidis,d,BOL,24,"5,65","5,62",1,0,0 / 0,0,0,5,1
368,Palombo,c,SAM,4,"5,75","5,62",0,0,0 / 0,0,0,1,0
369,Bovo,d,PES,13,"5,85","5,62",0,0,0 / 0,0,0,6,0
370,Ansaldi,d,INT,21,"5,81","5,62",0,0,0 / 0,0,1,8,1
371,Ajeti,d,TOR,4,"5,38","5,62",1,0,0 / 0,0,0,0,0
372,Giannetti,a,CAG,8,"5,62","5,62",0,0,0 / 0,0,0,0,0
373,Vangioni,d,MIL,12,"5,79","5,62",0,0,0 / 0,0,0,4,0
374,Jose' Sosa,c,MIL,17,"5,82","5,62",0,0,0 / 0,0,1,5,2
375,Diousse',c,EMP,33,"5,80","5,61",0,0,0 / 0,0,0,13,0
376,Crescenzi,d,PES,19,"5,53","5,61",0,0,0 / 0,0,2,1,0
377,Frey,d,CHI,15,"5,67","5,6",0,0,0 / 0,0,0,2,0
378,Gazzi,c,PAL,24,"5,81","5,60",0,0,0 / 0,0,0,6,2
379,Capuano,d,CAG,10,"5,4","5,6",1,0,0 / 0,0,0,0,1
380,Embalo,c,PAL,10,"5,5","5,6",0,0,0 / 0,0,1,0,0
381,Pinilla,a,GEN,11,"5,5","5,59",1,0,1 / 1,0,1,4,1
382,Burdisso,d,GEN,35,"5,73","5,59",0,0,0 / 0,0,0,10,0
383,Bellusci,d,EMP,33,"5,73","5,59",1,0,0 / 0,0,0,15,0
384,Veseli,d,EMP,17,"5,56","5,59",0,0,0 / 0,0,2,3,0
385,Jajalo,c,PAL,25,"5,52","5,58",1,0,0 / 0,0,1,5,0
386,Biondini,c,SAS,13,"5,81","5,58",0,0,0 / 0,0,0,6,0
387,Gomez G,d,MIL,13,"5,73","5,58",0,0,0 / 0,0,0,4,0
388,Pettinari,a,PES,6,"5,67","5,58",0,0,0 / 0,0,0,1,0
389,Biraghi,d,PES,35,"5,61","5,57",1,0,1 / 2,0,4,11,0
390,Gentiletti,d,GEN,15,"5,6","5,57",0,0,0 / 0,0,1,1,1
391,Zambelli,d,EMP,8,"5,62","5,56",0,0,0 / 0,0,0,1,0
392,Rizzo,c,BOL,10,"5,55","5,55",0,0,0 / 0,0,0,0,0
393,Pezzella Giu.,d,PAL,10,"5,6","5,55",0,0,0 / 0,0,0,1,0
394,Petkovic,a,BOL,10,"5,6","5,55",0,0,0 / 0,0,0,1,0
395,Adnan,d,UDI,14,"5,61","5,54",0,0,0 / 0,0,0,2,0
396,Pulgar,c,BOL,24,"5,60","5,54",1,0,0 / 0,0,0,5,2
397,Cosic,d,EMP,13,"5,58","5,54",0,0,0 / 0,0,0,1,0
398,Cionek,d,PAL,28,"5,68","5,54",0,0,0 / 0,0,0,8,0
399,Laurini,d,EMP,24,"5,60","5,52",0,0,0 / 0,0,0,2,1
400,Verre,c,PES,27,"5,56","5,52",0,0,0 / 0,0,1,2,1
401,Krafth,d,BOL,25,"5,62","5,52",0,0,0 / 0,0,0,1,2
402,Oikonomou,d,BOL,17,"5,53","5,5",0,0,0 / 0,0,0,1,0
403,Cesar,d,CHI,16,"5,59","5,5",1,0,0 / 0,0,0,8,1
404,Mario Rui,d,ROM,4,"5,62","5,5",0,0,0 / 0,0,0,1,0
405,Jovetic,a,INT,3,"5,67","5,5",0,0,0 / 0,0,0,1,0
406,Luiz Adriano,a,MIL,4,"5,5","5,5",0,0,0 / 0,0,0,0,0
407,Bentivegna,a,PAL,1,"5,5","5,5",0,0,0 / 0,0,0,0,0
408,Kone,c,UDI,4,"5,62","5,5",0,0,0 / 0,0,0,1,0
409,Maiello,c,EMP,1,"5,5","5,5",0,0,0 / 0,0,0,0,0
410,Felipe Melo,c,INT,4,"5,88","5,5",0,0,0 / 0,0,0,1,1
411,Gnahore',c,CRO,1,"5,5","5,5",0,0,0 / 0,0,0,0,0
412,Fiamozzi,d,GEN,1,"5,5","5,5",0,0,0 / 0,0,0,0,0
413,Costa F,d,CHI,1,"5,5","5,5",0,0,0 / 0,0,0,0,0
414,Zuparic,d,PES,6,"5,58","5,5",0,0,0 / 0,0,0,1,0
415,Aramu,c,TOR,1,"5,5","5,5",0,0,0 / 0,0,0,0,0
416,Parigini,a,CHI,1,"5,5","5,5",0,0,0 / 0,0,0,0,0
417,Lukic,c,TOR,12,"5,75","5,5",0,0,0 / 0,0,0,6,0
418,Gustafson,c,TOR,5,"5,6","5,5",0,0,0 / 0,0,0,1,0
419,Morosini,c,GEN,2,"5,5","5,5",0,0,0 / 0,0,0,0,0
420,Stefan Silva,a,PAL,1,"5,5","5,5",0,0,0 / 0,0,0,0,0
421,Sainsbury,d,INT,1,"6,0","5,5",0,0,0 / 0,0,0,1,0
422,Kotnik,c,CRO,1,"5,5","5,5",0,0,0 / 0,0,0,0,0
423,Sala,c,SAM,20,"5,6","5,48",0,0,0 / 0,0,0,5,0
424,Bruno,c,PES,15,"5,67","5,47",0,0,0 / 0,0,0,6,0
425,Gilardino,a,PES,12,"5,5","5,46",0,0,0 / 0,0,0,2,0
426,Goldaniga,d,PAL,28,"5,54","5,45",2,0,0 / 0,0,0,11,1
427,Szczesny,p,ROM,38,"6,29","5,45",0,38,0 / 0,2,0,0,0
428,Salamon,d,CAG,10,"5,5","5,45",0,0,0 / 0,0,0,1,0
429,Fornasier,d,PES,20,"5,55","5,45",0,0,0 / 0,0,0,4,0
430,Gastaldello,d,BOL,24,"5,71","5,44",0,0,0 / 0,0,1,11,2
431,Coulibaly M.,c,PES,8,"5,69","5,44",0,0,0 / 0,0,0,4,0
432,Nagatomo,d,INT,15,"5,5","5,43",0,0,0 / 0,0,0,2,0
433,Kastanos,c,PES,7,"5,5","5,43",0,0,0 / 0,0,0,1,0
434,Raimondi,d,ATA,6,"5,67","5,42",0,0,0 / 0,0,0,3,0
435,Buchel,c,EMP,13,"5,62","5,42",0,0,0 / 0,0,0,5,0
436,Gonzalez G,d,PAL,20,"5,55","5,42",1,0,0 / 0,0,0,7,2
437,Salzano,c,CRO,6,"5,42","5,42",0,0,0 / 0,0,0,0,0
438,Salcedo,d,FIO,17,"5,56","5,41",0,0,0 / 0,0,1,7,0
439,Pereira P.,d,SAM,10,"5,65","5,4",0,0,0 / 0,0,0,5,0
440,Vermaelen,d,ROM,5,"5,5","5,4",0,0,0 / 0,0,0,1,0
441,Bastos,d,LAZ,10,"5,7","5,4",0,0,0 / 0,0,0,4,1
442,Cigarini,c,SAM,4,"5,75","5,38",0,0,0 / 0,0,0,3,0
443,Mounier,c,ATA,8,"5,38","5,38",0,0,0 / 0,0,0,0,0
444,Carlao,d,TOR,4,"5,5","5,38",0,0,0 / 0,0,0,1,0
445,Tello,c,EMP,15,"5,53","5,37",0,0,0 / 0,0,0,6,0
446,Tomovic,d,FIO,25,"5,56","5,36",0,0,0 / 0,0,1,12,0
447,Donnarumma G.,p,MIL,38,"6,41","5,36",0,45,0 / 0,2,0,2,0
448,Munari,c,CAG,7,"5,64","5,36",0,0,0 / 0,0,0,5,0
449,Terranova,d,SAS,3,"5,33","5,33",0,0,0 / 0,0,0,0,0
450,Vives,c,TOR,3,"5,67","5,33",0,0,0 / 0,0,0,0,1
451,Wague,d,UDI,6,"5,5","5,33",0,0,0 / 0,0,0,2,0
452,Deiola,c,CAG,3,"5,67","5,33",0,0,0 / 0,0,0,2,0
453,Sallai,a,PAL,18,"5,31","5,33",1,0,0 / 0,0,0,3,1
454,Muntari,c,PES,9,"5,33","5,33",1,0,0 / 0,0,0,4,1
455,Ceppitelli,d,CAG,19,"5,55","5,32",0,0,0 / 0,0,0,5,0
456,Vitiello,d,PAL,5,"5,4","5,3",0,0,0 / 0,0,0,1,0
457,Faraoni,d,UDI,5,"5,5","5,3",0,0,0 / 0,0,0,2,0
458,Pavlovic D.,d,SAM,9,"5,39","5,28",0,0,0 / 0,0,0,2,0
459,Buffon,p,JUV,30,"6,08","5,28",0,24,0 / 0,0,0,0,0
460,Claiton,d,CRO,9,"5,39","5,28",0,0,0 / 0,0,0,2,0
461,Letschert,d,SAS,9,"5,5","5,28",0,0,0 / 0,0,0,2,1
462,Palacio,a,INT,11,"5,23","5,27",0,0,0 / 0,0,2,1,0
463,Balogh N.,a,PAL,11,"5,41","5,27",0,0,0 / 0,0,0,1,1
464,Floccari,a,BOL,4,"5,25","5,25",0,0,0 / 0,0,0,0,0
465,Armero,d,UDI,2,"5,5","5,25",0,0,0 / 0,0,0,1,0
466,Rajkovic,d,PAL,4,"5,5","5,25",0,0,0 / 0,0,0,0,1
467,Sunjic,d,PAL,4,"5,38","5,25",0,0,0 / 0,0,0,1,0
468,Stendardo,d,PES,9,"5,28","5,22",0,0,0 / 0,0,0,1,0
469,Mbaye,d,BOL,14,"5,57","5,21",0,0,0 / 0,0,1,4,0
470,Dodo' R.,d,SAM,7,"5,21","5,21",0,0,0 / 0,0,0,0,0
471,Marchetti,p,LAZ,17,"6,15","5,21",0,22,0 / 0,2,0,0,0
472,Gyomber,d,PES,10,"5,4","5,2",0,0,0 / 0,0,0,4,0
473,Berisha,p,ATA,26,"6,23","5,19",0,26,0 / 0,0,0,2,0
474,Dussenne,d,CRO,8,"5,38","5,19",0,0,0 / 0,0,0,1,1
475,Viviano,p,SAM,17,"6,32","5,18",0,20,0 / 0,1,0,5,0
476,De Maio,d,FIO,6,"5,25","5,17",0,0,0 / 0,0,0,1,0
477,Reina,p,NAP,37,"6,09","5,14",0,38,0 / 0,1,0,1,0
478,Rafael,p,CAG,21,"6,24","5,14",0,32,0 / 0,3,0,0,0
479,Gabriel Silva,d,UDI,4,"5,38","5,12",0,0,0 / 0,0,0,2,0
480,Ranocchia,d,INT,5,"5,3","5,1",0,0,0 / 0,0,0,2,0
481,Paloschi,a,ATA,9,"5,39","5,06",0,0,0 / 1,0,0,0,0
482,Morganella,d,PAL,9,"5,22","5,06",0,0,0 / 0,0,0,3,0
483,Perin,p,GEN,16,"6,12","5,03",0,19,0 / 0,1,0,1,1
484,Ferrari A.,d,BOL,1,"5,0","5,0",0,0,0 / 0,0,0,0,0
485,Bittante,d,CAG,4,"5,38","5,0",0,0,0 / 0,0,0,3,0
486,Handanovic,p,INT,37,"6,30","5,0",0,47,0 / 0,1,0,4,0
487,Bouy,c,PAL,1,"5,5","5,0",0,0,0 / 0,0,0,1,0
488,Rafael Cabral,p,NAP,1,"6,0","5,0",0,1,0 / 0,0,0,0,0
489,Audero,p,JUV,1,"6,0","5,0",0,1,0 / 0,0,0,0,0
490,Cordaz,p,CRO,36,"6,39","5,0",0,54,0 / 0,2,0,2,1
491,Coda,d,PES,13,"5,27","4,96",0,0,0 / 0,0,0,6,1
492,Skorupski,p,EMP,35,"6,27","4,93",0,56,0 / 0,4,0,2,0
493,Consigli,p,SAS,37,"6,26","4,92",0,56,0 / 0,3,0,1,0
494,Strakosha,p,LAZ,21,"6,05","4,79",0,26,0 / 0,0,0,1,0
495,Orban L,d,GEN,9,"5,33","4,78",0,0,0 / 0,0,0,4,1
496,Da Costa,p,BOL,18,"6,22","4,75",0,26,0 / 0,0,0,1,0
497,Gerson,c,ROM,2,"5,0","4,75",0,0,0 / 0,0,0,1,0
498,Mirante,p,BOL,21,"6,10","4,71",0,32,0 / 0,1,0,0,0
499,Sorrentino,p,CHI,34,"6,25","4,71",0,52,0 / 0,0,0,1,0
500,Karnezis,p,UDI,33,"6,11","4,70",0,45,0 / 0,0,0,3,0
501,Tatarusanu,p,FIO,35,"6,03","4,57",0,51,0 / 0,0,0,0,0
502,Festa,p,CRO,2,"6,75","4,5",0,4,0 / 0,0,0,1,0
503,Fulignati,p,PAL,9,"6,06","4,5",0,14,0 / 0,0,0,0,0
504,Puggioni,p,SAM,21,"6,07","4,48",0,35,0 / 0,1,0,3,0
505,Lamanna,p,GEN,21,"5,93","4,45",0,37,0 / 0,2,0,0,0
506,Fiorillo,p,PES,9,"6,06","4,39",0,15,0 / 0,0,0,0,0
507,Scuffet,p,UDI,6,"6,17","4,33",0,11,0 / 0,0,0,0,0
508,Hart,p,TOR,36,"6,07","4,32",0,62,0 / 0,0,0,2,0
509,Carmona,c,ATA,2,"5,0","4,25",0,0,0 / 0,0,0,1,1
510,Pelagotti,p,EMP,3,"5,83","4,17",0,5,0 / 0,0,0,0,0
511,Carrizo,p,INT,1,"6,0","4,0",0,2,0 / 0,0,0,0,0
512,Padelli,p,TOR,2,"6,0","4,0",0,4,0 / 0,0,0,0,0
513,Dragowski,p,FIO,1,"6,0","4,0",0,2,0 / 0,0,0,0,0
514,Sportiello,p,FIO,10,"5,65","3,8",0,18,0 / 0,0,0,1,0
515,Posavec,p,PAL,29,"5,90","3,71",0,63,0 / 0,0,0,1,0
516,Seculin,p,CHI,4,"5,88","3,62",0,9,0 / 0,0,0,0,0
517,Bizzarri,p,PES,29,"5,93","3,55",0,68,0 / 0,0,0,2,0
518,Storari,p,MIL,15,"5,9","3,4",0,36,0 / 0,0,0,1,1
519,Gabriel,p,CAG,3,"5,5","3,0",0,7,0 / 0,0,0,1,0
520,Vargic,p,LAZ,1,"5,5","2,5",0,3,0 / 0,0,0,0,0
521,Rubinho,p,GEN,2,"4,75","0,75",0,8,0 / 0,0,0,0,0
522,Pegolo,p,SAS,1,"5,5","0,5",0,5,0 / 0,0,0,0,0
523,Bassi,p,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
524,Brivio,d,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
525,Cherubin,d,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
526,Suagher,d,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
527,Migliaccio,c,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
528,Sarr M.,p,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
529,Brienza,c,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
530,Acquafresca,a,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
531,Bubnjic,d,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
532,Marrone,c,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
533,Bressan,p,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
534,Mattiello,d,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
535,Sardo,d,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
536,Mpoku,a,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
537,Pugliesi,p,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
538,Sepe,p,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
539,Bagadur,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
540,Gilberto,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
541,Diakhate,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
542,Fazzi,c,CRO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
543,Rossi,a,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
544,Pigliacelli,p,PES,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
545,Cissokho,d,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
546,Marchese,d,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
547,Berni,p,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
548,Biabiany,c,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
549,Pereyra,c,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
550,Pogba,c,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
551,Zaza,a,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
552,Mauricio,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
553,Morrison,c,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
554,Oikonomidis,c,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
555,Diego Lopez,p,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
556,Rodrigo Ely,d,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
557,Luperto,d,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
558,David Lopez,c,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
559,Lazaar,d,PAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
560,Struna,d,PAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
561,Lobont,p,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
562,Ivan,c,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
563,Pomini,p,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
564,Ariaudo,d,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
565,Fontanesi,d,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
566,Laribi,c,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
567,Sansone,a,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
568,Gomis A,p,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
569,Ichazo,p,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
570,Gaston Silva,d,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
571,Jansson,d,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
572,Aguirre,a,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
573,Cassano,a,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
574,Capel,c,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
575,Iniguez,c,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
576,Perisan,p,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
577,Carbonero,c,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
578,Vainqueur,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
579,Lodi,c,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
580,Djimsiti,d,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
581,Marson,p,PAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
582,Mazzini,p,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
583,Boldor,d,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
584,Carboni W,p,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
585,Colombo R.,p,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
586,Krajnc,d,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
587,Pajac,c,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
588,Victor Da Silva,c,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
589,Zampano G,d,CRO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
590,Di Roberto,c,CRO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
591,Mazzarani,c,CRO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
592,De Giorgio,a,CRO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
593,Torromino,a,CRO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
594,Matheus Pereira,c,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
595,Diks,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
596,Zima L.,p,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
597,Renzetti,d,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
598,Erkin,d,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
599,Yao,d,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
600,Mandragora,c,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
601,Minala,c,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
602,Aldegani,p,PES,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
603,Aresti,p,PES,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
604,Mazzotta,d,PES,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
605,Selasi,c,PES,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
606,Nicastro,a,PES,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
607,Alisson,p,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
608,Seck M.,d,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
609,Tozzo,p,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
610,Eramo,c,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
611,Sbrissa,c,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
612,Musavu-King,d,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
613,Harbaoui,a,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
614,Cinelli,c,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
615,Toledo,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
616,Jallow,a,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
617,Leitner,c,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
618,Amuzie,d,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
619,Cojocaru,p,CRO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
620,Plizzari,p,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
621,Coppola D,p,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
622,Cucchietti,p,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
623,Cubas,c,PES,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
624,Satalino,p,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
625,Simic L,d,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
626,Ranegie,a,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
627,Valencia Jm,c,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
628,Falcone,p,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
629,Scamacca,a,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
