,Calciatore,Ruolo,Squadra,Partite Giocate,MV,FM,Gol,Gol Subiti,Rigori,Rigori Parati,Assist,Ammonizioni,Espulsioni,QA,ExpectedCost_1000,Classifica
320,Bruno Peres,d,ROM,15,"5,8","5,77",0,0,0 / 0,0,0,1,0,5,-,6
321,Dalbert,d,INT,11,"5,77","5,77",0,0,0 / 0,0,0,0,0,4,-,4
322,Cataldi,c,BEN,29,"5,72","5,76",1,0,0 / 0,0,3,8,1,7,-,
323,Zukanovic,d,GEN,31,"5,94","5,76",0,0,0 / 0,0,1,5,0,8,-,17
324,Alisson,p,ROM,37,"6,36","5,76",0,28,0 / 0,2,0,1,0,18,-,6
325,Bastien,c,CHI,21,"5,71","5,76",1,0,0 / 0,0,0,2,1,6,-,20
326,Romagna,d,CAG,21,"5,76","5,76",0,0,0 / 0,0,0,0,0,5,-,15
327,Gobbi,d,CHI,24,"5,73","5,75",0,0,0 / 0,0,2,3,0,7,-,20
328,Burdisso,d,TOR,24,"5,88","5,75",0,0,0 / 0,0,0,6,0,7,-,7
329,Regini,d,SAM,14,"5,82","5,75",0,0,0 / 0,0,0,2,0,3,-,9
330,Bianchetti,d,VER,2,"6,0","5,75",0,0,0 / 0,0,0,1,0,1,-,
331,Felipe,d,SPA,30,"5,78","5,75",1,0,0 / 0,0,0,6,1,9,-,13
332,Pereira P.,d,GEN,6,"5,92","5,75",0,0,0 / 0,0,0,2,0,4,-,17
333,Tupta,a,VER,2,"5,75","5,75",0,0,0 / 0,0,0,0,0,1,-,
334,Gravillon,d,BEN,2,"5,75","5,75",0,0,0 / 0,0,0,0,0,2,-,
335,Leris,a,CHI,2,"5,75","5,75",0,0,0 / 0,0,0,0,0,1,-,20
336,Silva J,d,ROM,2,"5,75","5,75",0,0,0 / 0,0,0,0,0,3,-,6
337,El Yamiq,d,GEN,4,"5,75","5,75",0,0,0 / 0,0,0,0,0,2,-,17
338,Padoin,d,CAG,37,"5,72","5,74",1,0,0 / 0,0,0,4,0,8,-,15
339,Luiz Felipe,d,LAZ,17,"5,91","5,74",0,0,0 / 0,0,0,6,0,4,-,8
340,Acquah,c,TOR,15,"5,7","5,73",1,0,0 / 0,0,0,3,1,4,-,7
341,Gagliardini,c,INT,28,"5,88","5,73",0,0,0 / 0,0,0,8,0,6,-,4
342,Omeonga,c,GEN,15,"5,87","5,73",0,0,0 / 0,0,0,2,1,3,-,17
343,Gamberini,d,CHI,23,"5,76","5,72",0,0,0 / 0,0,0,2,0,4,-,20
344,Mbaye,d,BOL,24,"5,77","5,71",1,0,0 / 0,0,0,3,1,5,-,10
345,Laurini,d,FIO,21,"5,79","5,71",0,0,0 / 0,0,1,5,0,4,-,14
346,Peluso,d,SAS,31,"5,74","5,71",1,0,0 / 0,0,1,10,0,5,-,11
347,Duncan,c,SAS,26,"5,75","5,71",0,0,0 / 0,0,1,4,0,7,-,11
348,Ionita,c,CAG,35,"5,74","5,71",0,0,0 / 0,0,1,4,0,7,-,15
349,Bonazzoli,a,SPA,5,"5,7","5,7",0,0,0 / 0,0,0,0,0,1,-,13
350,Adjapong,d,SAS,15,"5,87","5,7",0,0,0 / 0,0,1,5,1,5,-,11
351,Han,a,CAG,5,"5,7","5,7",0,0,0 / 0,0,0,0,0,2,-,15
352,Danilo Lar.,d,UDI,32,"5,78","5,69",1,0,0 / 0,0,0,8,0,7,-,12
353,Pisacane,d,CAG,24,"5,81","5,69",0,0,0 / 0,0,0,2,2,5,-,15
354,Bereszynski,d,SAM,31,"5,74","5,69",0,0,0 / 0,0,1,5,0,6,-,9
355,Rodriguez R.,d,MIL,34,"5,76","5,69",1,0,1 / 2,0,0,3,1,9,-,5
356,Calvano,c,VER,13,"5,73","5,69",0,0,0 / 0,0,0,1,0,4,-,
357,Letizia,d,BEN,28,"5,70","5,68",1,0,0 / 0,0,0,5,1,6,-,
358,Puscas,a,BEN,11,"5,41","5,68",1,0,0 / 0,0,0,0,0,5,-,
359,Djimsiti,d,BEN,30,"5,68","5,68",0,0,0 / 0,0,1,2,0,6,-,
360,Petkovic,a,VER,22,"5,68","5,68",0,0,0 / 0,0,2,4,0,5,-,
361,Caracciolo A,d,VER,33,"5,59","5,68",2,0,0 / 0,0,0,6,0,7,-,
362,Rossettini,d,GEN,23,"5,83","5,67",0,0,0 / 0,0,0,7,0,5,-,17
363,Mattiello,d,SPA,26,"5,83","5,67",0,0,0 / 0,0,0,6,1,6,-,13
364,Kragl,c,CRO,3,"5,67","5,67",0,0,0 / 0,0,0,0,0,2,-,
365,Haas,c,ATA,6,"5,67","5,67",0,0,0 / 0,0,0,0,0,2,-,3
366,Berardi,a,SAS,31,"5,58","5,66",4,0,2 / 4,0,1,7,1,10,-,11
367,Adnan,d,UDI,22,"5,80","5,66",0,0,0 / 0,0,1,4,0,5,-,12
368,Balic,c,UDI,16,"5,66","5,66",0,0,0 / 0,0,1,2,0,5,-,12
369,Murru,d,SAM,19,"5,66","5,66",0,0,0 / 0,0,2,4,0,4,-,9
370,Sampirisi,d,CRO,29,"5,69","5,66",0,0,0 / 0,0,0,2,0,5,-,
371,Mora,c,SPA,16,"5,78","5,66",0,0,0 / 0,0,0,5,0,5,-,13
372,Buffon,p,JUV,21,"6,19","5,64",0,14,0 / 0,1,0,1,0,12,-,1
373,Simic S,d,CRO,7,"5,79","5,64",0,0,0 / 0,0,0,2,0,1,-,
374,Gollini,p,ATA,7,"6,21","5,64",0,4,0 / 0,0,0,0,0,4,-,3
375,Depaoli,d,CHI,18,"5,75","5,64",0,0,0 / 0,0,0,4,0,5,-,20
376,Torosidis,d,BOL,15,"5,77","5,63",0,0,0 / 0,0,0,2,1,3,-,10
377,Barreto,c,SAM,26,"5,63","5,63",1,0,0 / 0,0,0,4,1,5,-,9
378,Crisetig,c,BOL,8,"5,88","5,62",0,0,0 / 0,0,0,4,0,2,-,10
379,Lichtsteiner,d,JUV,24,"5,79","5,62",0,0,0 / 1,0,2,6,0,5,-,1
380,Meret,p,SPA,13,"6,38","5,62",0,16,0 / 0,2,0,0,0,9,-,13
381,Helander,d,BOL,28,"5,73","5,62",0,0,0 / 0,0,0,6,0,5,-,10
382,Krejci,c,BOL,8,"5,62","5,62",0,0,0 / 0,0,0,0,0,2,-,10
383,Mazzitelli,c,SAS,17,"5,68","5,62",0,0,0 / 0,0,1,4,0,4,-,11
384,Zuculini B,c,VER,16,"5,56","5,62",2,0,0 / 0,0,0,4,3,6,-,
385,Bani,d,CHI,16,"5,81","5,62",0,0,0 / 0,0,0,4,1,4,-,20
386,Gazzola,d,SAS,9,"5,67","5,61",0,0,0 / 0,0,0,1,0,3,-,11
387,Everton Luiz,c,SPA,9,"5,83","5,61",0,0,0 / 0,0,0,5,0,4,-,13
388,Biondini,c,SAS,5,"5,6","5,6",0,0,0 / 0,0,0,1,0,1,-,11
389,Magnanelli,c,SAS,30,"5,82","5,6",0,0,0 / 0,0,0,9,2,7,-,11
390,Perica,a,UDI,20,"5,6","5,6",1,0,0 / 0,0,0,6,0,4,-,12
391,Capuano,d,CRO,24,"5,75","5,60",0,0,0 / 0,0,0,5,1,6,-,
392,Dessena,c,CAG,10,"5,65","5,6",0,0,0 / 0,0,0,1,0,1,-,15
393,Szczesny,p,JUV,17,"6,12","5,59",0,9,0 / 0,0,0,0,0,6,-,1
394,Rogerio,d,SAS,11,"5,77","5,59",0,0,0 / 0,0,0,4,0,4,-,11
