,Calciatore,Ruolo,Squadra,Partite Giocate,MV,FM,Gol,Gol Subiti,Rigori,Rigori Parati,Assist,Ammonizioni,Espulsioni,QA,ExpectedCost_1000
295,Bruno Henrique,c,PAL,32,"5,77","5,81",1,0,0 / 0,0,2,7,0,8,-
296,Costa,d,EMP,25,"5,76","5,8",2,0,0 / 0,0,0,6,0,6,-
297,Konko,d,ATA,10,"5,9","5,8",0,0,0 / 0,0,0,2,0,1,-
298,Penaranda,a,UDI,5,"5,8","5,8",0,0,0 / 0,0,0,0,0,5,-
299,Miangue,d,CAG,5,"5,9","5,8",0,0,0 / 0,0,0,1,0,2,-
300,Depaoli,c,CHI,5,"5,9","5,8",0,0,0 / 0,0,1,1,1,2,-
301,Medel,c,INT,26,"5,88","5,79",0,0,0 / 0,0,0,5,0,6,-
302,Valdifiori,c,TOR,24,"5,90","5,79",0,0,0 / 0,0,0,5,0,5,-
303,Sadiq,a,BOL,7,"5,79","5,79",0,0,0 / 0,0,1,2,0,1,-
304,Nagy,c,BOL,24,"5,88","5,79",0,0,0 / 0,0,0,4,0,4,-
305,Aleesami,d,PAL,31,"5,73","5,79",1,0,0 / 0,0,2,6,0,6,-
306,Cristoforo,c,FIO,14,"5,79","5,79",0,0,0 / 0,0,0,1,0,3,-
307,Bereszynski,d,SAM,12,"5,75","5,79",0,0,0 / 0,0,1,1,0,5,-
308,Montolivo,c,MIL,9,"5,89","5,78",0,0,0 / 0,0,0,2,0,3,-
309,Aquilani,c,SAS,23,"5,74","5,78",1,0,0 / 0,0,1,4,1,6,-
310,Rossettini,d,TOR,30,"5,8","5,77",1,0,0 / 0,0,0,8,0,6,-
311,Cataldi,c,GEN,22,"5,77","5,77",1,0,0 / 0,0,1,8,0,5,-
312,Djuricic,c,SAM,13,"5,81","5,77",0,0,0 / 0,0,1,4,0,4,-
313,Sanchez C,c,FIO,30,"5,77","5,77",1,0,0 / 0,0,0,6,0,5,-
314,Kums,c,UDI,26,"5,79","5,77",0,0,0 / 0,0,1,3,0,6,-
315,Izzo,d,GEN,29,"5,91","5,76",0,0,0 / 0,0,2,5,0,5,-
316,Marcos Alonso,d,FIO,2,"5,75","5,75",0,0,0 / 0,0,0,0,0,13,-
317,Padoin,c,CAG,28,"5,71","5,75",1,0,0 / 0,0,1,6,0,5,-
318,Missiroli,c,SAS,12,"5,88","5,75",0,0,0 / 0,0,0,3,0,5,-
319,Danilo Lar.,d,UDI,36,"5,79","5,75",2,0,0 / 0,0,0,9,1,8,-
320,Gollini,p,ATA,4,"6,12","5,75",0,1,0 / 0,0,0,1,0,4,-
321,Campagnaro,d,PES,18,"5,75","5,75",2,0,0 / 0,0,0,8,0,4,-
322,Memushaj,c,PES,36,"5,82","5,75",1,0,0 / 2,0,2,3,0,8,-
323,Lo Faso,a,PAL,6,"5,75","5,75",0,0,0 / 0,0,0,0,0,1,-
324,Juan Jesus,d,ROM,17,"5,88","5,74",0,0,0 / 0,0,0,5,0,5,-
325,Skriniar,d,SAM,35,"5,83","5,74",0,0,0 / 0,0,0,4,1,7,-
326,Masina,d,BOL,30,"5,77","5,73",1,0,0 / 0,0,0,6,1,5,-
327,Floro Flores,a,CHI,11,"5,73","5,73",0,0,0 / 0,0,0,0,0,5,-
328,Barella,c,CAG,26,"5,88","5,73",0,0,0 / 0,0,1,9,1,6,-
329,Marilungo,a,EMP,18,"5,56","5,72",0,0,0 / 0,0,4,2,0,4,-
330,Pucciarelli,a,EMP,32,"5,53","5,72",3,0,1 / 2,0,1,2,0,7,-
331,Matos,a,UDI,12,"5,71","5,71",0,0,0 / 0,0,0,0,0,3,-
332,Dainelli,d,CHI,26,"5,94","5,71",0,0,0 / 0,0,0,8,0,4,-
333,Radovanovic,c,CHI,33,"5,86","5,71",0,0,0 / 0,0,0,10,0,5,-
334,Hysaj,d,NAP,34,"5,88","5,71",0,0,0 / 0,0,0,8,0,9,-
335,Rodriguez Go,d,FIO,26,"5,79","5,71",1,0,0 / 0,0,0,6,2,7,-
336,Mauri J,c,EMP,14,"5,86","5,71",0,0,0 / 0,0,0,4,0,2,-
337,Regini,d,SAM,34,"5,66","5,71",0,0,0 / 0,0,4,5,0,6,-
338,Peluso,d,SAS,33,"5,77","5,71",1,0,0 / 0,0,1,12,0,6,-
339,Murru,d,CAG,26,"5,73","5,71",0,0,0 / 0,0,1,3,0,6,-
340,Farago',c,CAG,7,"5,79","5,71",0,0,0 / 0,0,0,1,0,4,-
341,De Sciglio,d,MIL,25,"5,78","5,7",0,0,0 / 0,0,0,4,0,5,-
342,Izco,c,CHI,21,"5,67","5,69",0,0,0 / 0,0,1,1,0,5,-
343,Cofie,c,GEN,13,"5,81","5,69",0,0,0 / 0,0,1,5,0,3,-
344,Martella,d,CRO,29,"5,76","5,69",0,0,0 / 0,0,0,4,0,8,-
345,Wallace,d,LAZ,21,"5,71","5,69",1,0,0 / 0,0,0,3,0,5,-
346,Maietta,d,BOL,29,"5,78","5,67",0,0,0 / 0,0,1,8,0,6,-
347,Ibarbo,a,CAG,3,"5,67","5,67",0,0,0 / 0,0,0,0,0,3,-
348,Mesbah,d,CRO,9,"5,72","5,67",0,0,0 / 0,0,0,1,0,1,-
349,Avelar,d,TOR,3,"5,83","5,67",0,0,0 / 0,0,0,1,0,2,-
350,Bruno Alves,d,CAG,36,"5,68","5,67",1,0,0 / 0,0,0,5,1,5,-
351,Vitturini,d,PES,3,"5,67","5,67",0,0,0 / 0,0,0,0,0,1,-
352,Pjaca,a,JUV,9,"5,72","5,67",0,0,0 / 0,0,0,1,0,5,-
353,Beghetto,c,GEN,3,"5,67","5,67",0,0,0 / 0,0,0,0,0,1,-
354,Gazzola,d,SAS,16,"5,69","5,66",0,0,0 / 0,0,1,3,0,3,-
355,Angella,d,UDI,13,"5,69","5,65",1,0,0 / 0,0,0,3,0,5,-
356,Barba,d,EMP,11,"5,77","5,64",0,0,0 / 0,0,0,3,0,2,-
357,Capezzi,c,CRO,21,"5,81","5,64",0,0,0 / 0,0,0,5,1,4,-
358,Hetemaj,c,CHI,23,"5,76","5,63",0,0,0 / 0,0,0,6,0,4,-
359,Murillo,d,INT,26,"5,75","5,63",0,0,0 / 0,0,0,6,0,4,-
360,Olivera M.,d,FIO,15,"5,73","5,63",0,0,0 / 0,0,0,4,0,4,-
361,Crisetig,c,CRO,30,"5,8","5,62",0,0,0 / 0,0,1,11,1,6,-
362,Spolli,d,CHI,20,"5,82","5,62",0,0,0 / 0,0,0,8,0,4,-
363,Santon,d,INT,12,"5,58","5,62",0,0,0 / 0,0,1,1,0,4,-
364,Kishna,c,LAZ,4,"5,62","5,62",0,0,0 / 0,0,0,0,0,2,-
365,Djordjevic,a,LAZ,12,"5,62","5,62",0,0,0 / 0,0,0,0,0,3,-
366,Andelkovic,d,PAL,21,"5,62","5,62",0,0,0 / 0,0,1,3,0,5,-
367,Torosidis,d,BOL,24,"5,65","5,62",1,0,0 / 0,0,0,5,1,6,-
368,Palombo,c,SAM,4,"5,75","5,62",0,0,0 / 0,0,0,1,0,2,-
369,Bovo,d,PES,13,"5,85","5,62",0,0,0 / 0,0,0,6,0,3,-
370,Ansaldi,d,INT,21,"5,81","5,62",0,0,0 / 0,0,1,8,1,5,-
371,Ajeti,d,TOR,4,"5,38","5,62",1,0,0 / 0,0,0,0,0,1,-
372,Giannetti,a,CAG,8,"5,62","5,62",0,0,0 / 0,0,0,0,0,3,-
373,Vangioni,d,MIL,12,"5,79","5,62",0,0,0 / 0,0,0,4,0,4,-
374,Jose' Sosa,c,MIL,17,"5,82","5,62",0,0,0 / 0,0,1,5,2,4,-
375,Diousse',c,EMP,33,"5,80","5,61",0,0,0 / 0,0,0,13,0,5,-
376,Crescenzi,d,PES,19,"5,53","5,61",0,0,0 / 0,0,2,1,0,1,-
377,Frey,d,CHI,15,"5,67","5,6",0,0,0 / 0,0,0,2,0,3,-
378,Gazzi,c,PAL,24,"5,81","5,60",0,0,0 / 0,0,0,6,2,4,-
379,Capuano,d,CAG,10,"5,4","5,6",1,0,0 / 0,0,0,0,1,1,-
380,Embalo,c,PAL,10,"5,5","5,6",0,0,0 / 0,0,1,0,0,2,-
381,Pinilla,a,GEN,11,"5,5","5,59",1,0,1 / 1,0,1,4,1,3,-
382,Burdisso,d,GEN,35,"5,73","5,59",0,0,0 / 0,0,0,10,0,5,-
383,Bellusci,d,EMP,33,"5,73","5,59",1,0,0 / 0,0,0,15,0,5,-
384,Veseli,d,EMP,17,"5,56","5,59",0,0,0 / 0,0,2,3,0,3,-
385,Jajalo,c,PAL,25,"5,52","5,58",1,0,0 / 0,0,1,5,0,3,-
386,Biondini,c,SAS,13,"5,81","5,58",0,0,0 / 0,0,0,6,0,3,-
387,Gomez G,d,MIL,13,"5,73","5,58",0,0,0 / 0,0,0,4,0,3,-
388,Pettinari,a,PES,6,"5,67","5,58",0,0,0 / 0,0,0,1,0,3,-
389,Biraghi,d,PES,35,"5,61","5,57",1,0,1 / 2,0,4,11,0,4,-
390,Gentiletti,d,GEN,15,"5,6","5,57",0,0,0 / 0,0,1,1,1,4,-
391,Zambelli,d,EMP,8,"5,62","5,56",0,0,0 / 0,0,0,1,0,1,-
392,Rizzo,c,BOL,10,"5,55","5,55",0,0,0 / 0,0,0,0,0,2,-
393,Pezzella Giu.,d,PAL,10,"5,6","5,55",0,0,0 / 0,0,0,1,0,1,-
394,Petkovic,a,BOL,10,"5,6","5,55",0,0,0 / 0,0,0,1,0,3,-
395,Adnan,d,UDI,14,"5,61","5,54",0,0,0 / 0,0,0,2,0,2,-
396,Pulgar,c,BOL,24,"5,60","5,54",1,0,0 / 0,0,0,5,2,3,-
397,Cosic,d,EMP,13,"5,58","5,54",0,0,0 / 0,0,0,1,0,1,-
398,Cionek,d,PAL,28,"5,68","5,54",0,0,0 / 0,0,0,8,0,6,-
399,Laurini,d,EMP,24,"5,60","5,52",0,0,0 / 0,0,0,2,1,5,-
400,Verre,c,PES,27,"5,56","5,52",0,0,0 / 0,0,1,2,1,6,-
401,Krafth,d,BOL,25,"5,62","5,52",0,0,0 / 0,0,0,1,2,6,-
402,Oikonomou,d,BOL,17,"5,53","5,5",0,0,0 / 0,0,0,1,0,2,-
403,Cesar,d,CHI,16,"5,59","5,5",1,0,0 / 0,0,0,8,1,4,-
404,Mario Rui,d,ROM,4,"5,62","5,5",0,0,0 / 0,0,0,1,0,1,-
405,Jovetic,a,INT,3,"5,67","5,5",0,0,0 / 0,0,0,1,0,9,-
406,Luiz Adriano,a,MIL,4,"5,5","5,5",0,0,0 / 0,0,0,0,0,5,-
407,Bentivegna,a,PAL,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-
408,Kone,c,UDI,4,"5,62","5,5",0,0,0 / 0,0,0,1,0,3,-
409,Maiello,c,EMP,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-
410,Felipe Melo,c,INT,4,"5,88","5,5",0,0,0 / 0,0,0,1,1,2,-
411,Gnahore',c,CRO,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-
412,Fiamozzi,d,GEN,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-
413,Costa F,d,CHI,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-
414,Zuparic,d,PES,6,"5,58","5,5",0,0,0 / 0,0,0,1,0,2,-
415,Aramu,c,TOR,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-
416,Parigini,a,CHI,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-
417,Lukic,c,TOR,12,"5,75","5,5",0,0,0 / 0,0,0,6,0,1,-
418,Gustafson,c,TOR,5,"5,6","5,5",0,0,0 / 0,0,0,1,0,2,-
419,Morosini,c,GEN,2,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-
420,Stefan Silva,a,PAL,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-
421,Sainsbury,d,INT,1,"6,0","5,5",0,0,0 / 0,0,0,1,0,1,-
422,Kotnik,c,CRO,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-
423,Sala,c,SAM,20,"5,6","5,48",0,0,0 / 0,0,0,5,0,2,-
424,Bruno,c,PES,15,"5,67","5,47",0,0,0 / 0,0,0,6,0,3,-
425,Gilardino,a,PES,12,"5,5","5,46",0,0,0 / 0,0,0,2,0,5,-
426,Goldaniga,d,PAL,28,"5,54","5,45",2,0,0 / 0,0,0,11,1,6,-
427,Szczesny,p,ROM,38,"6,29","5,45",0,38,0 / 0,2,0,0,0,15,-
428,Salamon,d,CAG,10,"5,5","5,45",0,0,0 / 0,0,0,1,0,3,-
429,Fornasier,d,PES,20,"5,55","5,45",0,0,0 / 0,0,0,4,0,3,-
430,Gastaldello,d,BOL,24,"5,71","5,44",0,0,0 / 0,0,1,11,2,5,-
431,Coulibaly M.,c,PES,8,"5,69","5,44",0,0,0 / 0,0,0,4,0,1,-
432,Nagatomo,d,INT,15,"5,5","5,43",0,0,0 / 0,0,0,2,0,3,-
433,Kastanos,c,PES,7,"5,5","5,43",0,0,0 / 0,0,0,1,0,1,-
434,Raimondi,d,ATA,6,"5,67","5,42",0,0,0 / 0,0,0,3,0,2,-
435,Buchel,c,EMP,13,"5,62","5,42",0,0,0 / 0,0,0,5,0,2,-
436,Gonzalez G,d,PAL,20,"5,55","5,42",1,0,0 / 0,0,0,7,2,3,-
437,Salzano,c,CRO,6,"5,42","5,42",0,0,0 / 0,0,0,0,0,2,-
438,Salcedo,d,FIO,17,"5,56","5,41",0,0,0 / 0,0,1,7,0,2,-
439,Pereira P.,d,SAM,10,"5,65","5,4",0,0,0 / 0,0,0,5,0,3,-
440,Vermaelen,d,ROM,5,"5,5","5,4",0,0,0 / 0,0,0,1,0,1,-
441,Bastos,d,LAZ,10,"5,7","5,4",0,0,0 / 0,0,0,4,1,2,-
442,Cigarini,c,SAM,4,"5,75","5,38",0,0,0 / 0,0,0,3,0,1,-
443,Mounier,c,ATA,8,"5,38","5,38",0,0,0 / 0,0,0,0,0,3,-
444,Carlao,d,TOR,4,"5,5","5,38",0,0,0 / 0,0,0,1,0,1,-
445,Tello,c,EMP,15,"5,53","5,37",0,0,0 / 0,0,0,6,0,1,-
446,Tomovic,d,FIO,25,"5,56","5,36",0,0,0 / 0,0,1,12,0,3,-
447,Donnarumma G.,p,MIL,38,"6,41","5,36",0,45,0 / 0,2,0,2,0,13,-
448,Munari,c,CAG,7,"5,64","5,36",0,0,0 / 0,0,0,5,0,1,-
449,Terranova,d,SAS,3,"5,33","5,33",0,0,0 / 0,0,0,0,0,1,-
450,Vives,c,TOR,3,"5,67","5,33",0,0,0 / 0,0,0,0,1,1,-
451,Wague,d,UDI,6,"5,5","5,33",0,0,0 / 0,0,0,2,0,1,-
452,Deiola,c,CAG,3,"5,67","5,33",0,0,0 / 0,0,0,2,0,1,-
453,Sallai,a,PAL,18,"5,31","5,33",1,0,0 / 0,0,0,3,1,2,-
454,Muntari,c,PES,9,"5,33","5,33",1,0,0 / 0,0,0,4,1,4,-
455,Ceppitelli,d,CAG,19,"5,55","5,32",0,0,0 / 0,0,0,5,0,2,-
456,Vitiello,d,PAL,5,"5,4","5,3",0,0,0 / 0,0,0,1,0,1,-
457,Faraoni,d,UDI,5,"5,5","5,3",0,0,0 / 0,0,0,2,0,1,-
458,Pavlovic D.,d,SAM,9,"5,39","5,28",0,0,0 / 0,0,0,2,0,2,-
459,Buffon,p,JUV,30,"6,08","5,28",0,24,0 / 0,0,0,0,0,13,-
460,Claiton,d,CRO,9,"5,39","5,28",0,0,0 / 0,0,0,2,0,1,-
461,Letschert,d,SAS,9,"5,5","5,28",0,0,0 / 0,0,0,2,1,2,-
462,Palacio,a,INT,11,"5,23","5,27",0,0,0 / 0,0,2,1,0,4,-
463,Balogh N.,a,PAL,11,"5,41","5,27",0,0,0 / 0,0,0,1,1,2,-
464,Floccari,a,BOL,4,"5,25","5,25",0,0,0 / 0,0,0,0,0,3,-
465,Armero,d,UDI,2,"5,5","5,25",0,0,0 / 0,0,0,1,0,2,-
466,Rajkovic,d,PAL,4,"5,5","5,25",0,0,0 / 0,0,0,0,1,1,-
467,Sunjic,d,PAL,4,"5,38","5,25",0,0,0 / 0,0,0,1,0,2,-
468,Stendardo,d,PES,9,"5,28","5,22",0,0,0 / 0,0,0,1,0,1,-
469,Mbaye,d,BOL,14,"5,57","5,21",0,0,0 / 0,0,1,4,0,4,-
470,Dodo' R.,d,SAM,7,"5,21","5,21",0,0,0 / 0,0,0,0,0,1,-
471,Marchetti,p,LAZ,17,"6,15","5,21",0,22,0 / 0,2,0,0,0,5,-
472,Gyomber,d,PES,10,"5,4","5,2",0,0,0 / 0,0,0,4,0,2,-
473,Berisha,p,ATA,26,"6,23","5,19",0,26,0 / 0,0,0,2,0,10,-
474,Dussenne,d,CRO,8,"5,38","5,19",0,0,0 / 0,0,0,1,1,1,-
475,Viviano,p,SAM,17,"6,32","5,18",0,20,0 / 0,1,0,5,0,8,-
476,De Maio,d,FIO,6,"5,25","5,17",0,0,0 / 0,0,0,1,0,2,-
477,Reina,p,NAP,37,"6,09","5,14",0,38,0 / 0,1,0,1,0,14,-
478,Rafael,p,CAG,21,"6,24","5,14",0,32,0 / 0,3,0,0,0,8,-
479,Gabriel Silva,d,UDI,4,"5,38","5,12",0,0,0 / 0,0,0,2,0,1,-
480,Ranocchia,d,INT,5,"5,3","5,1",0,0,0 / 0,0,0,2,0,1,-
481,Paloschi,a,ATA,9,"5,39","5,06",0,0,0 / 1,0,0,0,0,6,-
482,Morganella,d,PAL,9,"5,22","5,06",0,0,0 / 0,0,0,3,0,1,-
483,Perin,p,GEN,16,"6,12","5,03",0,19,0 / 0,1,0,1,1,4,-
484,Ferrari A.,d,BOL,1,"5,0","5,0",0,0,0 / 0,0,0,0,0,1,-
485,Bittante,d,CAG,4,"5,38","5,0",0,0,0 / 0,0,0,3,0,1,-
486,Handanovic,p,INT,37,"6,30","5,0",0,47,0 / 0,1,0,4,0,13,-
487,Bouy,c,PAL,1,"5,5","5,0",0,0,0 / 0,0,0,1,0,1,-
488,Rafael Cabral,p,NAP,1,"6,0","5,0",0,1,0 / 0,0,0,0,0,1,-
489,Audero,p,JUV,1,"6,0","5,0",0,1,0 / 0,0,0,0,0,1,-
490,Cordaz,p,CRO,36,"6,39","5,0",0,54,0 / 0,2,0,2,1,13,-
491,Coda,d,PES,13,"5,27","4,96",0,0,0 / 0,0,0,6,1,1,-
492,Skorupski,p,EMP,35,"6,27","4,93",0,56,0 / 0,4,0,2,0,10,-
493,Consigli,p,SAS,37,"6,26","4,92",0,56,0 / 0,3,0,1,0,13,-
494,Strakosha,p,LAZ,21,"6,05","4,79",0,26,0 / 0,0,0,1,0,5,-
495,Orban L,d,GEN,9,"5,33","4,78",0,0,0 / 0,0,0,4,1,1,-
496,Da Costa,p,BOL,18,"6,22","4,75",0,26,0 / 0,0,0,1,0,4,-
497,Gerson,c,ROM,2,"5,0","4,75",0,0,0 / 0,0,0,1,0,1,-
498,Mirante,p,BOL,21,"6,10","4,71",0,32,0 / 0,1,0,0,0,8,-
499,Sorrentino,p,CHI,34,"6,25","4,71",0,52,0 / 0,0,0,1,0,8,-
500,Karnezis,p,UDI,33,"6,11","4,70",0,45,0 / 0,0,0,3,0,8,-
501,Tatarusanu,p,FIO,35,"6,03","4,57",0,51,0 / 0,0,0,0,0,8,-
502,Festa,p,CRO,2,"6,75","4,5",0,4,0 / 0,0,0,1,0,1,-
503,Fulignati,p,PAL,9,"6,06","4,5",0,14,0 / 0,0,0,0,0,5,-
504,Puggioni,p,SAM,21,"6,07","4,48",0,35,0 / 0,1,0,3,0,4,-
505,Lamanna,p,GEN,21,"5,93","4,45",0,37,0 / 0,2,0,0,0,7,-
506,Fiorillo,p,PES,9,"6,06","4,39",0,15,0 / 0,0,0,0,0,4,-
507,Scuffet,p,UDI,6,"6,17","4,33",0,11,0 / 0,0,0,0,0,2,-
508,Hart,p,TOR,36,"6,07","4,32",0,62,0 / 0,0,0,2,0,6,-
509,Carmona,c,ATA,2,"5,0","4,25",0,0,0 / 0,0,0,1,1,1,-
510,Pelagotti,p,EMP,3,"5,83","4,17",0,5,0 / 0,0,0,0,0,1,-
511,Carrizo,p,INT,1,"6,0","4,0",0,2,0 / 0,0,0,0,0,1,-
512,Padelli,p,TOR,2,"6,0","4,0",0,4,0 / 0,0,0,0,0,1,-
513,Dragowski,p,FIO,1,"6,0","4,0",0,2,0 / 0,0,0,0,0,1,-
514,Sportiello,p,FIO,10,"5,65","3,8",0,18,0 / 0,0,0,1,0,1,-
515,Posavec,p,PAL,29,"5,90","3,71",0,63,0 / 0,0,0,1,0,1,-
516,Seculin,p,CHI,4,"5,88","3,62",0,9,0 / 0,0,0,0,0,2,-
517,Bizzarri,p,PES,29,"5,93","3,55",0,68,0 / 0,0,0,2,0,1,-
518,Storari,p,MIL,15,"5,9","3,4",0,36,0 / 0,0,0,1,1,1,-
519,Gabriel,p,CAG,3,"5,5","3,0",0,7,0 / 0,0,0,1,0,1,-
520,Vargic,p,LAZ,1,"5,5","2,5",0,3,0 / 0,0,0,0,0,1,-
521,Rubinho,p,GEN,2,"4,75","0,75",0,8,0 / 0,0,0,0,0,1,-
522,Pegolo,p,SAS,1,"5,5","0,5",0,5,0 / 0,0,0,0,0,1,-
523,Bassi,p,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
524,Brivio,d,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
525,Cherubin,d,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
526,Suagher,d,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
527,Migliaccio,c,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
528,Sarr M.,p,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
529,Brienza,c,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-
530,Acquafresca,a,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
531,Bubnjic,d,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
532,Marrone,c,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
533,Bressan,p,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
534,Mattiello,d,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
535,Sardo,d,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
536,Mpoku,a,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-
537,Pugliesi,p,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
538,Sepe,p,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
539,Bagadur,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
540,Gilberto,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
541,Diakhate,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
542,Fazzi,c,CRO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
543,Rossi,a,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,15,-
544,Pigliacelli,p,PES,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
545,Cissokho,d,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
546,Marchese,d,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
547,Berni,p,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
548,Biabiany,c,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
549,Pereyra,c,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,8,-
550,Pogba,c,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,21,-
551,Zaza,a,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,17,-
552,Mauricio,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
553,Morrison,c,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
554,Oikonomidis,c,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
555,Diego Lopez,p,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
556,Rodrigo Ely,d,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
557,Luperto,d,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
558,David Lopez,c,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-
559,Lazaar,d,PAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,-
560,Struna,d,PAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-
561,Lobont,p,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
562,Ivan,c,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-
563,Pomini,p,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
564,Ariaudo,d,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-
565,Fontanesi,d,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
566,Laribi,c,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-
567,Sansone,a,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,17,-
568,Gomis A,p,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,-
569,Ichazo,p,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
570,Gaston Silva,d,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-
571,Jansson,d,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-
572,Aguirre,a,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
573,Cassano,a,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-
574,Capel,c,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,-
575,Iniguez,c,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-
576,Perisan,p,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
577,Carbonero,c,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-
578,Vainqueur,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-
579,Lodi,c,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
580,Djimsiti,d,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-
581,Marson,p,PAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
582,Mazzini,p,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
583,Boldor,d,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
584,Carboni W,p,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
585,Colombo R.,p,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
586,Krajnc,d,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
587,Pajac,c,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
588,Victor Da Silva,c,CHI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
589,Zampano G,d,CRO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
590,Di Roberto,c,CRO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-
591,Mazzarani,c,CRO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-
