,Calciatore,Ruolo,Squadra,Partite Giocate,MV,FM,Gol,Gol Subiti,Rigori,Rigori Parati,Assist,Ammonizioni,Espulsioni
42,Mancosu,c,LEC,33,"5,98","7,09",14,0,9 / 11,0,2,3,0
43,Young,d,INT,17,"6,18","7,09",4,0,0 / 0,0,4,1,0
44,Correa,a,LAZ,30,"6,2","7,07",9,0,0 / 1,0,2,0,0
45,Chiesa,c,FIO,34,"6,21","7,04",10,0,1 / 2,0,5,7,0
46,Perotti,c,ROM,16,"6,06","7,03",5,0,4 / 4,0,3,3,1
47,Chiellini,d,JUV,4,"6,25","7,0",1,0,0 / 0,0,0,0,0
48,Quagliarella,a,SAM,28,"5,96","7,0",11,0,5 / 7,0,3,2,0
49,Simeone,a,CAG,37,"6,0","7,0",12,0,0 / 0,0,3,4,0
50,Torregrossa,a,BRE,25,"6,22","6,98",7,0,2 / 2,0,2,8,0
51,Higuain,a,JUV,30,"6,1","6,97",8,0,0 / 0,0,3,2,0
52,Malinovskyi,c,ATA,32,"6,30","6,94",8,0,0 / 1,0,3,5,1
53,Ribery,c,FIO,21,"6,48","6,93",3,0,0 / 0,0,3,3,1
54,De Paul,c,UDI,34,"6,24","6,90",7,0,0 / 0,0,5,5,1
55,Caicedo,a,LAZ,28,"6,12","6,89",9,0,0 / 1,0,1,7,0
56,Candreva,c,INT,30,"6,23","6,88",5,0,0 / 0,0,7,5,0
57,Falco,a,LEC,29,"6,26","6,88",4,0,0 / 0,0,6,0,0
58,Di Carmine,a,VER,21,"5,95","6,88",8,0,1 / 2,0,0,3,0
59,Llorente,a,NAP,11,"6,0","6,86",3,0,0 / 0,0,1,1,0
60,Insigne,a,NAP,37,"6,09","6,84",8,0,5 / 5,0,4,1,0
61,Zaniolo,c,ROM,25,"6,2","6,84",6,0,0 / 0,0,2,8,0
62,Demiral,d,JUV,6,"6,25","6,83",1,0,0 / 0,0,1,1,0
63,Esposito,a,INT,3,"6,0","6,83",1,0,1 / 1,0,0,1,0
64,Ramirez,c,SAM,24,"5,96","6,81",7,0,3 / 3,0,2,5,0
65,Sanabria,a,GEN,23,"6,0","6,80",6,0,0 / 0,0,2,3,0
66,Rafael Leao,a,MIL,27,"6,09","6,80",6,0,0 / 0,0,1,0,0
67,Lasagna,a,UDI,36,"5,94","6,79",10,0,0 / 0,0,1,1,0
68,Pasalic,c,ATA,34,"6,06","6,79",9,0,0 / 0,0,3,6,0
69,Petagna,a,SPA,36,"5,99","6,78",12,0,5 / 7,0,1,5,0
70,Palacio,a,BOL,33,"6,08","6,73",7,0,0 / 0,0,3,5,0
71,Orsolini,a,BOL,37,"5,95","6,72",8,0,0 / 0,0,6,3,0
72,Hernandez T.,d,MIL,33,"6,32","6,71",6,0,0 / 0,0,2,10,0
73,Djuricic,c,SAS,27,"6,15","6,70",5,0,0 / 0,0,3,6,0
74,Veretout,c,ROM,32,"6,23","6,70",6,0,5 / 5,0,0,6,0
75,Kucka,c,PAR,26,"6,04","6,69",6,0,2 / 2,0,2,4,1
76,Defrel,a,SAS,17,"6,0","6,68",3,0,1 / 1,0,3,1,0
77,Milinkovic-Savic,c,LAZ,37,"6,15","6,68",7,0,0 / 0,0,3,9,0
78,Fofana,c,UDI,31,"6,23","6,68",3,0,0 / 0,0,7,4,0
79,D'ambrosio,d,INT,18,"6,17","6,67",4,0,0 / 0,0,0,6,0
80,Askildsen,c,SAM,3,"6,0","6,67",1,0,0 / 0,0,0,0,1
81,Soriano,c,BOL,29,"6,12","6,66",5,0,0 / 0,0,4,3,2
82,Gervinho,a,PAR,30,"5,97","6,65",7,0,0 / 1,0,4,3,0
83,Ansaldi,c,TOR,26,"6,21","6,65",4,0,0 / 0,0,4,9,0
84,Pessina,c,VER,35,"6,14","6,64",7,0,0 / 0,0,0,7,0
85,Lazovic,c,VER,38,"6,25","6,62",3,0,0 / 0,0,7,4,0
86,Adekanye,a,LAZ,4,"6,0","6,62",1,0,0 / 0,0,0,1,0
87,Cutrone,a,FIO,18,"5,92","6,61",4,0,0 / 0,0,1,1,0
88,Berenguer,c,TOR,27,"5,94","6,61",6,0,0 / 0,0,2,4,0
89,De Vrij,d,INT,34,"6,29","6,60",4,0,0 / 0,0,1,5,0
90,Brozovic,c,INT,32,"6,28","6,58",3,0,0 / 0,0,5,9,0
91,Callejon,c,NAP,32,"6,02","6,58",4,0,0 / 0,0,7,2,0
92,Douglas Costa,c,JUV,18,"6,22","6,58",1,0,0 / 0,0,4,1,0
93,Castillejo,c,MIL,18,"6,17","6,58",2,0,0 / 0,0,3,3,0
94,Okaka,a,UDI,33,"5,94","6,58",8,0,0 / 0,0,2,10,0
95,Under,c,ROM,15,"6,0","6,57",3,0,0 / 0,0,0,2,0
96,Donnarumma Al.,a,BRE,27,"5,74","6,57",7,0,2 / 2,0,2,1,0
97,Bonaventura,c,MIL,26,"6,04","6,54",3,0,0 / 0,0,5,2,0
98,Criscito,d,GEN,25,"5,96","6,54",8,0,8 / 10,0,0,7,0
99,Kolarov,d,ROM,31,"6,03","6,53",7,0,2 / 4,0,3,6,0
100,Smalling,d,ROM,30,"6,23","6,53",3,0,0 / 0,0,1,2,0
101,Faraoni,d,VER,36,"6,10","6,51",5,0,0 / 0,0,3,6,0
102,Pulgar,c,FIO,35,"5,96","6,51",7,0,7 / 8,0,6,9,0
103,Zaza,a,TOR,23,"5,83","6,5",6,0,0 / 0,0,1,7,0
104,Linetty,c,SAM,28,"6,04","6,5",4,0,0 / 0,0,3,4,0
105,Marusic,c,LAZ,14,"6,11","6,5",2,0,0 / 0,0,1,3,0
106,Younes,c,NAP,4,"5,88","6,5",1,0,0 / 0,0,0,1,0
107,Oliva,c,CAG,10,"6,15","6,5",1,0,0 / 0,0,1,1,0
108,Colley E.,c,ATA,2,"6,25","6,5",0,0,0 / 0,0,1,1,0
109,La Mantia,a,LEC,9,"5,89","6,5",2,0,0 / 0,0,0,1,0
110,Calafiori,d,ROM,1,"6,5","6,5",0,0,0 / 0,0,0,0,0
111,Pellegrini Lo.,c,ROM,27,"6,19","6,48",1,0,0 / 0,0,9,6,1
112,Saponara,c,LEC,16,"6,0","6,47",2,0,0 / 0,0,3,3,0
113,Bruno Peres,d,ROM,15,"6,03","6,47",2,0,0 / 0,0,2,3,0
114,Balotelli,a,BRE,19,"5,87","6,47",5,0,0 / 0,0,0,5,1
115,Pjanic,c,JUV,29,"6,14","6,45",3,0,0 / 0,0,5,10,0
116,Moses,c,INT,10,"6,2","6,45",0,0,0 / 0,0,3,1,0
117,Traore' Hj.,c,SAS,28,"6,04","6,45",4,0,0 / 0,0,1,3,0
118,Castrovilli,c,FIO,33,"6,27","6,45",3,0,0 / 0,0,2,10,0
119,Acerbi,d,LAZ,36,"6,28","6,44",2,0,0 / 0,0,2,4,0
120,Ruiz,c,NAP,33,"6,02","6,44",3,0,0 / 0,0,6,2,0
121,Borja Valero,c,INT,14,"6,11","6,43",2,0,0 / 0,0,0,4,0
122,Biraghi,d,INT,23,"5,98","6,43",2,0,0 / 0,0,6,3,0
123,Borini,c,VER,15,"5,97","6,43",3,0,1 / 1,0,0,2,1
124,Ramsey,c,JUV,21,"6,02","6,43",3,0,0 / 0,0,0,2,0
125,Gagliardini,c,INT,24,"6,02","6,42",4,0,0 / 0,0,0,5,0
126,Caprari,a,PAR,26,"5,94","6,42",5,0,1 / 1,0,0,3,1
127,Stepinski,a,VER,13,"5,85","6,42",3,0,0 / 0,0,1,3,1
128,Carles Perez,a,ROM,12,"6,0","6,42",1,0,0 / 0,0,3,2,0
129,Milenkovic,d,FIO,37,"6,12","6,41",5,0,0 / 0,0,0,9,0
130,Vlahovic,a,FIO,27,"5,85","6,41",6,0,1 / 1,0,0,4,1
131,Lozano,a,NAP,22,"5,89","6,41",4,0,0 / 0,0,1,3,0
132,Manolas,d,NAP,25,"5,96","6,4",4,0,0 / 0,0,0,2,0
133,De Ligt,d,JUV,29,"6,07","6,40",4,0,0 / 0,0,0,5,0
134,Politano,a,NAP,22,"6,05","6,39",2,0,0 / 0,0,2,1,0
135,Zaccagni,c,VER,33,"6,14","6,39",2,0,0 / 0,0,5,5,0
136,Haraslin,a,SAS,9,"6,0","6,39",1,0,0 / 0,0,1,1,0
137,Duncan,c,FIO,24,"6,02","6,38",2,0,0 / 0,0,5,5,0
138,Miguel Veloso,c,VER,34,"6,12","6,38",3,0,0 / 0,0,3,6,0
139,Kluivert,c,ROM,21,"5,95","6,38",4,0,0 / 0,0,0,4,1
140,Scozzarella,c,PAR,14,"6,21","6,36",0,0,0 / 0,0,3,2,0
141,Inglese,a,PAR,16,"5,81","6,34",4,0,0 / 1,0,0,1,0
142,Toloi,d,ATA,30,"6,15","6,32",2,0,0 / 0,0,4,11,0
143,Muldur,d,SAS,20,"6,02","6,32",2,0,0 / 0,0,2,4,0
144,Gagliolo,d,PAR,31,"6,03","6,31",3,0,0 / 0,0,3,7,0
145,Freuler,c,ATA,30,"6,12","6,3",2,0,0 / 0,0,1,3,0
146,Spinazzola,d,ROM,22,"6,11","6,30",1,0,0 / 0,0,2,2,0
147,Bonucci,d,JUV,35,"6,16","6,29",3,0,0 / 0,0,0,9,0
148,Verre,c,VER,29,"5,95","6,26",3,0,2 / 2,0,2,4,0
149,Locatelli,c,SAS,33,"6,33","6,26",0,0,0 / 0,0,4,9,0
150,Amrabat,c,VER,34,"6,35","6,26",1,0,1 / 1,0,1,10,2
151,Allan,c,NAP,17,"5,88","6,24",2,0,0 / 0,0,1,3,0
152,Nandez,c,CAG,35,"6,19","6,24",2,0,0 / 0,0,3,14,0
153,Eriksen,c,INT,13,"5,85","6,23",1,0,0 / 0,0,2,0,0
154,Vecino,c,INT,18,"5,94","6,22",2,0,0 / 0,0,1,4,0
155,Cataldi,c,LAZ,16,"6,09","6,22",1,0,0 / 0,0,0,3,0
156,Cuadrado,c,JUV,33,"6,08","6,21",2,0,0 / 0,0,3,7,1
157,Di Lorenzo,d,NAP,33,"5,92","6,21",3,0,0 / 0,0,3,5,0
158,Castagne,d,ATA,25,"6,1","6,2",1,0,0 / 0,0,1,4,0
159,Salcedo E.,a,VER,15,"6,0","6,2",1,0,0 / 0,0,0,0,0
160,Asamoah,d,INT,8,"6,12","6,19",0,0,0 / 0,0,1,1,0
161,Djimsiti,d,ATA,34,"6,06","6,19",2,0,0 / 0,0,1,5,0
162,Piatek,a,MIL,18,"5,56","6,19",4,0,3 / 3,0,0,1,0
163,Tonali,c,BRE,35,"6,03","6,19",1,0,0 / 0,0,7,9,0
164,Ragatzu,a,CAG,8,"5,81","6,19",1,0,0 / 0,0,0,1,0
165,Di Francesco F.,c,SPA,17,"5,94","6,18",2,0,0 / 0,0,0,4,0
166,Barak,c,LEC,22,"5,89","6,18",2,0,0 / 0,0,1,1,0
167,D'alessandro,c,SPA,15,"5,83","6,17",2,0,0 / 0,0,0,0,1
168,Verdi,c,TOR,32,"5,86","6,17",2,0,0 / 0,0,6,4,0
169,Siligardi,a,PAR,6,"6,0","6,17",0,0,0 / 0,0,1,0,0
170,Dzemaili,c,BOL,12,"5,92","6,17",1,0,0 / 0,0,1,2,0
171,Nestorovski,a,UDI,21,"5,79","6,17",3,0,0 / 0,0,1,4,0
172,Bentancur,c,JUV,29,"6,09","6,17",0,0,0 / 0,0,7,9,0
173,Tameze,c,ATA,3,"6,17","6,17",0,0,0 / 0,0,0,0,0
174,Zielinski,c,NAP,36,"5,96","6,15",2,0,0 / 0,0,3,4,0
175,Poli,c,BOL,27,"6,02","6,15",2,0,0 / 0,0,0,5,0
176,Pinamonti,a,GEN,30,"5,73","6,15",5,0,1 / 2,0,1,1,0
177,Pussetto,a,UDI,10,"5,9","6,15",1,0,0 / 0,0,0,1,0
178,Farias,a,LEC,18,"5,92","6,14",2,0,0 / 0,0,0,2,1
179,Rog,c,CAG,29,"6,17","6,14",1,0,0 / 0,0,1,10,0
180,Valoti,c,SPA,25,"5,88","6,14",3,0,0 / 0,0,1,7,0
181,Stryger Larsen,d,UDI,33,"6,03","6,14",1,0,0 / 0,0,3,5,0
182,Kumbulla,d,VER,25,"6,16","6,14",1,0,0 / 0,0,0,5,1
183,De Roon,c,ATA,34,"6,04","6,13",2,0,0 / 0,0,5,12,0
184,Bani,d,BOL,27,"5,91","6,13",4,0,0 / 0,0,0,10,1
185,Castro,c,SPA,21,"5,88","6,12",2,0,0 / 0,0,0,2,0
186,Iago Falque,a,GEN,13,"5,88","6,12",2,0,2 / 3,0,0,0,0
187,Benassi,c,FIO,16,"5,88","6,12",1,0,0 / 0,0,1,1,0
188,Lazzari,c,LAZ,32,"6,16","6,12",0,0,0 / 0,0,2,6,0
189,Pezzella Ger.,d,FIO,32,"6,03","6,12",3,0,0 / 0,0,0,12,0
190,Godin,d,INT,20,"6,05","6,12",1,0,0 / 0,0,1,5,0
191,Kurtic,c,PAR,36,"5,89","6,11",4,0,0 / 0,0,1,10,0
192,Svanberg,c,BOL,18,"5,94","6,11",1,0,0 / 0,0,1,2,0
193,Kessie',c,MIL,35,"5,8","6,1",4,0,2 / 2,0,0,3,0
194,Jagiello,c,GEN,10,"5,9","6,1",0,0,0 / 0,0,2,0,0
195,Lukaku J.,d,LAZ,11,"6,0","6,09",0,0,0 / 0,0,2,2,0
196,Bremer,d,TOR,27,"5,87","6,09",3,0,0 / 0,0,0,2,2
197,Augello,d,SAM,16,"6,03","6,09",0,0,0 / 0,0,2,2,0
198,Diawara,c,ROM,20,"6,02","6,08",1,0,1 / 1,0,0,4,0
199,Jankto,c,SAM,30,"5,88","6,08",2,0,0 / 0,0,4,8,0
200,Bastoni,d,INT,25,"6,02","6,08",2,0,0 / 0,0,0,7,1
201,Palomino,d,ATA,30,"6,0","6,08",2,0,0 / 0,0,1,5,0
202,Leris,c,SAM,13,"5,85","6,08",1,0,0 / 0,0,0,0,0
203,Lobotka,c,NAP,13,"6,08","6,08",0,0,0 / 0,0,0,0,0
204,Sema,c,UDI,30,"5,95","6,08",2,0,0 / 0,0,1,6,0
205,Saelemaekers,c,MIL,12,"6,0","6,08",1,0,0 / 0,0,0,2,1
206,Ceppitelli,d,CAG,15,"5,97","6,07",2,0,0 / 0,0,0,5,0
207,Barella,c,INT,27,"6,06","6,07",1,0,0 / 0,0,3,11,0
208,Dominguez,c,BOL,14,"6,04","6,07",0,0,0 / 0,0,1,1,0
209,Romagnoli,d,MIL,35,"6,03","6,06",1,0,0 / 0,0,0,4,0
210,Pastore,c,ROM,8,"6,06","6,06",0,0,0 / 0,0,0,0,0
211,Soumaoro,d,GEN,8,"5,81","6,06",1,0,0 / 0,0,0,2,0
212,Elmas,c,NAP,19,"6,0","6,05",1,0,0 / 0,0,1,7,0
213,Grassi,c,PAR,14,"5,96","6,04",1,0,0 / 0,0,1,6,0
214,Demme,c,NAP,14,"6,04","6,04",1,0,0 / 0,0,0,6,0
215,Hysaj,d,NAP,19,"5,84","6,03",1,0,0 / 0,0,2,3,0
216,Rogerio,d,SAS,15,"5,97","6,03",1,0,0 / 0,0,1,6,0
217,Sansone,a,BOL,32,"5,75","6,02",4,0,3 / 4,0,2,5,0
218,Nuytinck,d,UDI,26,"6,06","6,02",0,0,0 / 0,0,0,2,0
219,Tomiyasu,d,BOL,29,"5,95","6,02",1,0,0 / 0,0,3,8,0
220,Kyriakopoulos,d,SAS,22,"6,02","6,02",0,0,0 / 0,0,2,4,0
221,Mattiello,d,CAG,15,"6,03","6,0",0,0,0 / 0,0,1,3,0
222,Cerri,a,SPA,15,"5,67","6,0",2,0,0 / 0,0,0,2,0
223,Ghoulam,d,NAP,8,"6,0","6,0",0,0,0 / 0,0,1,2,0
224,Alex Sandro,d,JUV,29,"5,90","6,0",1,0,0 / 0,0,2,4,0
225,Deiola,c,LEC,10,"5,75","6,0",1,0,0 / 0,0,1,3,0
226,Pinsoglio,p,JUV,1,"6,0","6,0",0,0,0 / 0,0,0,0,0
227,Morosini,c,BRE,1,"6,0","6,0",0,0,0 / 0,0,0,0,0
228,Karamoh,a,PAR,11,"5,64","6,0",1,0,0 / 0,0,1,0,0
229,Magnani,d,SAS,6,"5,75","6,0",1,0,0 / 0,0,0,3,0
230,Berisha V.,c,LAZ,1,"6,0","6,0",0,0,0 / 0,0,0,0,0
231,Kingsley,c,BOL,1,"6,0","6,0",0,0,0 / 0,0,0,0,0
232,Zanimacchia,a,JUV,2,"6,0","6,0",0,0,0 / 0,0,0,0,0
233,Malcuit,d,NAP,3,"6,0","6,0",0,0,0 / 0,0,0,0,0
234,Gumus,a,GEN,2,"6,0","6,0",0,0,0 / 0,0,0,0,0
235,Chabot,d,SAM,8,"5,81","6,0",1,0,0 / 0,0,0,1,1
236,Pinna,d,CAG,1,"6,5","6,0",0,0,0 / 0,0,0,1,0
237,Rovella,c,GEN,2,"6,0","6,0",0,0,0 / 0,0,0,0,0
238,Calderoni,d,LEC,24,"5,69","6,0",3,0,0 / 0,0,2,7,0
239,Vitale L,d,VER,1,"6,0","6,0",0,0,0 / 0,0,0,0,0
240,Lucas Felippe,c,VER,1,"6,0","6,0",0,0,0 / 0,0,0,0,0
241,Zmrhal,c,BRE,17,"5,65","6,0",2,0,0 / 0,0,0,0,0
242,Arana,d,ATA,2,"6,0","6,0",0,0,0 / 0,0,0,0,0
243,Cleonise,a,GEN,2,"6,0","6,0",0,0,0 / 0,0,0,2,0
244,Czyborra,d,ATA,1,"6,0","6,0",0,0,0 / 0,0,0,0,0
245,Bellanova,d,ATA,1,"6,0","6,0",0,0,0 / 0,0,0,0,0
246,Maldini,c,MIL,1,"6,0","6,0",0,0,0 / 0,0,0,0,0
247,Cigarini,c,CAG,20,"6,02","5,98",0,0,0 / 0,0,3,6,1
248,Maksimovic,d,NAP,22,"5,84","5,98",1,0,0 / 0,0,1,2,0
249,Danilo Lar.,d,BOL,30,"5,95","5,97",2,0,0 / 0,0,0,9,1
250,Darmian,d,PAR,32,"5,94","5,97",1,0,0 / 0,0,1,6,0
251,Dabo,c,SPA,16,"5,72","5,97",1,0,0 / 0,0,3,4,0
252,Iacoponi,d,PAR,35,"5,9","5,97",2,0,0 / 0,0,0,7,0
253,Dermaku,d,PAR,14,"6,04","5,96",0,0,0 / 0,0,0,2,0
254,Krejci,c,BOL,14,"5,82","5,96",1,0,0 / 0,0,0,2,0
255,Luiz Felipe,d,LAZ,25,"5,92","5,96",1,0,0 / 0,0,1,6,0
256,Sprocati,a,PAR,13,"5,73","5,96",1,0,0 / 0,0,0,0,0
257,Toljan,d,SAS,28,"5,93","5,96",1,0,0 / 0,0,2,8,0
258,Romulo,c,BRE,22,"5,75","5,95",1,0,0 / 0,0,3,3,0
259,Hateboer,d,ATA,30,"5,98","5,95",0,0,0 / 0,0,4,10,0
260,Bennacer,c,MIL,31,"6,08","5,95",1,0,0 / 0,0,0,14,0
261,Schone,c,GEN,32,"5,88","5,95",2,0,0 / 1,0,2,5,0
262,Dimarco,d,VER,8,"6,0","5,94",0,0,0 / 0,0,2,1,0
263,Rrahmani,d,VER,36,"5,99","5,94",0,0,0 / 0,0,1,5,0
264,Ranocchia,d,INT,7,"6,14","5,93",0,0,0 / 0,0,0,3,0
265,Rabiot,c,JUV,28,"5,91","5,93",1,0,0 / 0,0,1,5,1
266,Yoshida,d,SAM,14,"5,89","5,93",0,0,0 / 0,0,1,1,0
267,Petriccione,c,LEC,31,"5,98","5,92",0,0,0 / 0,0,3,10,0
268,De Maio,d,UDI,18,"5,94","5,92",0,0,0 / 0,0,0,1,0
269,Bruno Alves,d,PAR,32,"5,98","5,92",0,0,0 / 0,0,0,4,0
270,Mandragora,c,UDI,25,"5,88","5,92",0,0,0 / 0,0,2,2,0
271,Lazaro,c,INT,6,"5,92","5,92",0,0,0 / 0,0,1,2,0
272,Bisoli,c,BRE,25,"5,88","5,92",1,0,0 / 0,0,1,6,0
273,Baselli,c,TOR,16,"5,88","5,91",0,0,0 / 0,0,2,3,0
274,Danilo,d,JUV,22,"5,73","5,91",2,0,0 / 0,0,0,2,1
275,Strefezza,c,SPA,32,"5,89","5,91",1,0,0 / 0,0,2,7,1
276,Lulic,c,LAZ,20,"5,95","5,9",0,0,0 / 0,0,2,6,0
277,Regini,d,PAR,5,"5,9","5,9",0,0,0 / 0,0,0,0,0
278,Pegolo,p,SAS,5,"6,7","5,9",0,4,0 / 0,0,0,0,0
279,Sabelli,d,BRE,36,"5,94","5,90",0,0,0 / 0,0,3,5,0
280,N'koulou,d,TOR,31,"5,89","5,90",1,0,0 / 0,0,0,3,1
281,Kjaer,d,MIL,20,"6,0","5,9",0,0,0 / 0,0,0,4,0
282,Pellegrini Lu.,d,CAG,24,"5,90","5,90",0,0,0 / 0,0,5,10,0
283,Vera,d,LEC,5,"5,7","5,9",0,0,0 / 0,0,1,0,0
284,Chancellor,d,BRE,26,"5,69","5,90",3,0,0 / 0,0,0,3,0
285,Semprini,d,BRE,10,"5,7","5,9",1,0,0 / 0,0,0,2,0
286,Dawidowicz,d,VER,10,"5,9","5,9",1,0,0 / 0,0,0,2,2
287,Agudelo,c,FIO,10,"5,85","5,9",1,0,0 / 0,0,0,3,1
288,Ghiglione,d,GEN,23,"5,76","5,89",0,0,0 / 0,0,5,4,0
289,Edera,a,TOR,9,"5,67","5,89",1,0,0 / 0,0,1,2,1
290,Laurini,d,PAR,13,"5,88","5,88",0,0,0 / 0,0,2,4,0
291,Radu,d,LAZ,29,"5,91","5,88",1,0,0 / 0,0,0,8,0
292,Boateng,a,FIO,12,"5,71","5,88",1,0,0 / 0,0,0,2,0
293,Cristante,c,ROM,24,"5,83","5,88",1,0,0 / 0,0,2,7,1
294,Caldara,d,ATA,13,"5,85","5,88",0,0,0 / 0,0,1,1,0
295,Donati,d,LEC,20,"5,92","5,88",1,0,0 / 0,0,0,4,0
296,Shakhov,c,LEC,21,"5,71","5,88",1,0,0 / 0,0,2,3,0
297,Meccariello,d,LEC,12,"5,67","5,88",1,0,0 / 0,0,0,2,0
298,Majer,c,LEC,27,"5,85","5,87",1,0,0 / 0,0,1,7,0
299,Krunic,c,MIL,11,"5,91","5,86",0,0,0 / 0,0,1,3,0
300,De Sciglio,d,JUV,7,"5,93","5,86",0,0,0 / 0,0,0,1,0
301,Skriniar,d,INT,32,"6,06","5,86",0,0,0 / 0,0,0,7,1
302,Matuidi,c,JUV,32,"5,86","5,86",0,0,0 / 0,0,1,2,0
303,Rincon,c,TOR,31,"5,87","5,85",1,0,0 / 0,0,2,11,0
304,Caceres,d,FIO,27,"5,93","5,85",1,0,0 / 0,0,0,8,1
305,Brugman,c,PAR,20,"5,9","5,85",0,0,0 / 0,0,1,5,0
306,Florenzi,d,ROM,13,"5,96","5,85",0,0,0 / 0,0,1,5,0
307,Magnanelli,c,SAS,17,"6,0","5,85",0,0,0 / 0,0,0,5,0
308,Bonifazi,d,SPA,17,"5,56","5,85",2,0,0 / 0,0,0,2,0
309,Walace,c,UDI,17,"5,91","5,85",0,0,0 / 0,0,0,2,0
310,Tabanelli,c,LEC,13,"5,77","5,85",1,0,0 / 0,0,0,4,0
311,Sturaro,c,GEN,16,"5,81","5,84",1,0,0 / 0,0,1,7,0
312,Parolo,c,LAZ,28,"5,88","5,84",1,0,0 / 0,0,0,8,0
313,Lucas Leiva,c,LAZ,25,"6,0","5,84",0,0,0 / 0,0,1,8,1
314,Barilla',c,PAR,25,"5,8","5,84",1,0,0 / 0,0,1,6,0
315,Rodrigo Becao,d,UDI,28,"5,88","5,84",1,0,0 / 0,0,0,8,0
316,Khedira,c,JUV,12,"5,88","5,83",0,0,0 / 0,0,1,3,0
317,Zappacosta,d,ROM,9,"5,72","5,83",0,0,0 / 0,0,1,0,0
318,Lirola,d,FIO,35,"5,83","5,83",0,0,0 / 0,0,2,4,0
319,Fazio,d,ROM,15,"5,77","5,83",1,0,0 / 0,0,0,2,1
320,Mancini,d,ROM,32,"5,98","5,83",1,0,0 / 0,0,0,14,1
321,Ibanez,d,ROM,9,"5,94","5,83",0,0,0 / 0,0,0,2,0
322,Gabbia,d,MIL,9,"5,89","5,83",0,0,0 / 0,0,0,1,0
