,Calciatore,Ruolo,Squadra,Partite Giocate,MV,FM,Gol,Gol Subiti,Rigori,Rigori Parati,Assist,Ammonizioni,Espulsioni
323,Hernani,c,PAR,32,"5,86","5,83",0,0,0 / 0,0,4,10,0
324,Henderson L.,c,VER,3,"6,0","5,83",0,0,0 / 0,0,0,1,0
325,Ferrari G.,d,SAS,22,"5,89","5,82",0,0,0 / 0,0,1,5,0
326,Farago',c,CAG,19,"5,79","5,82",1,0,0 / 0,0,1,3,0
327,Ekdal,c,SAM,30,"5,88","5,82",0,0,0 / 0,0,2,8,0
328,Zeegelaar,d,UDI,11,"5,77","5,82",0,0,0 / 0,0,2,3,0
329,Izzo,d,TOR,31,"5,85","5,81",1,0,0 / 0,0,0,5,2
330,Romagna,d,SAS,18,"5,89","5,81",0,0,0 / 0,0,0,3,0
331,Skov Olsen,a,BOL,21,"5,67","5,81",1,0,0 / 0,0,0,2,0
332,Pereiro,c,CAG,8,"5,62","5,81",1,0,0 / 0,0,0,3,0
333,Ghezzal,c,FIO,15,"5,77","5,8",1,0,0 / 0,0,0,5,0
334,Romero,d,GEN,30,"5,92","5,8",1,0,0 / 0,0,1,13,1
335,Samir,d,UDI,19,"5,71","5,79",1,0,0 / 0,0,0,3,0
336,Radovanovic,c,GEN,16,"5,88","5,78",0,0,0 / 0,0,0,3,0
337,Suso,c,MIL,16,"5,53","5,78",1,0,0 / 0,0,2,2,0
338,Missiroli,c,SPA,34,"5,79","5,78",1,0,0 / 0,0,0,7,0
339,Chiriches,d,SAS,9,"5,78","5,78",0,0,0 / 0,0,0,0,0
340,Vavro,d,LAZ,9,"5,78","5,78",0,0,0 / 0,0,0,0,0
341,Dessena,c,BRE,24,"5,67","5,77",2,0,0 / 0,0,0,5,1
342,Venuti,d,FIO,13,"5,85","5,77",0,0,0 / 0,0,1,4,0
343,Empereur,d,VER,11,"5,91","5,77",0,0,0 / 0,0,0,3,0
344,Mario Rui,d,NAP,23,"5,87","5,76",0,0,0 / 0,0,2,9,0
345,Patric,d,LAZ,21,"5,86","5,76",0,0,0 / 0,0,0,2,1
346,Valdifiori,c,SPA,21,"5,74","5,76",0,0,0 / 0,0,3,5,0
347,Pisacane,d,CAG,29,"5,79","5,76",1,0,0 / 0,0,0,6,1
348,Lerager,c,GEN,21,"5,69","5,76",1,0,0 / 0,0,1,5,0
349,De Silvestri,d,TOR,26,"5,79","5,75",0,0,0 / 0,0,0,2,0
350,Barreto,c,SAM,2,"5,75","5,75",0,0,0 / 0,0,0,0,0
351,Ceccherini,d,FIO,10,"5,9","5,75",0,0,0 / 0,0,0,3,0
352,Agoume,c,INT,2,"6,0","5,75",0,0,0 / 0,0,0,1,0
353,Tutino,a,VER,4,"5,75","5,75",0,0,0 / 0,0,0,0,0
354,Sutalo,d,ATA,4,"5,88","5,75",0,0,0 / 0,0,0,1,0
355,Barreca,d,GEN,17,"5,68","5,74",0,0,0 / 0,0,1,0,0
356,Depaoli,d,SAM,27,"5,81","5,74",0,0,0 / 0,0,1,7,0
357,Marlon,d,SAS,23,"5,89","5,74",0,0,0 / 0,0,0,7,0
358,Goldaniga,d,GEN,11,"5,64","5,73",1,0,0 / 0,0,0,4,0
359,Jajalo,c,UDI,24,"5,90","5,73",0,0,0 / 0,0,0,6,1
360,Gunter,d,VER,31,"5,84","5,73",0,0,0 / 0,0,0,7,0
361,Calabria,d,MIL,23,"5,67","5,72",1,0,0 / 0,0,1,2,2
362,Lukic,c,TOR,27,"5,70","5,72",1,0,0 / 0,0,1,5,1
363,Mbaye,d,BOL,19,"5,74","5,71",0,0,0 / 0,0,2,5,0
364,Floccari,a,SPA,17,"5,62","5,71",1,0,0 / 0,0,0,3,0
365,Bastos,d,LAZ,14,"5,79","5,71",1,0,0 / 0,0,0,4,0
366,Santander,a,BOL,17,"5,71","5,71",1,0,1 / 1,0,0,6,0
367,Ter Avest,d,UDI,14,"5,75","5,71",0,0,0 / 0,0,0,1,0
368,Cistana,d,BRE,21,"5,76","5,71",1,0,0 / 0,0,0,6,1
369,Badelj,c,FIO,20,"5,62","5,7",1,0,0 / 0,0,0,1,1
370,Laxalt,c,MIL,15,"5,73","5,7",0,0,0 / 0,0,1,4,0
371,Ionita,c,CAG,28,"5,73","5,70",0,0,0 / 0,0,2,6,0
372,Bocchetti,d,VER,5,"5,9","5,7",0,0,0 / 0,0,0,2,0
373,Babacar,a,LEC,24,"5,65","5,69",3,0,0 / 2,0,0,4,0
374,Ankersen,d,GEN,16,"5,69","5,69",0,0,0 / 0,0,1,2,0
375,Masiello,d,GEN,22,"5,75","5,68",0,0,0 / 0,0,1,5,0
376,Lucioni,d,LEC,36,"5,62","5,68",3,0,0 / 0,0,0,8,1
377,Dalbert,d,FIO,31,"5,71","5,68",0,0,0 / 0,0,4,8,1
378,Sottil,a,FIO,11,"5,77","5,68",0,0,0 / 0,0,0,3,0
379,Klavan,d,CAG,28,"5,82","5,68",0,0,0 / 0,0,0,4,0
380,Medel,c,BOL,23,"5,93","5,67",0,0,0 / 0,0,0,10,1
381,La Gumina,a,SAM,3,"5,67","5,67",0,0,0 / 0,0,0,0,0
382,Millico,a,TOR,6,"5,67","5,67",0,0,0 / 0,0,0,0,0
383,Anderson A.,c,LAZ,3,"5,67","5,67",0,0,0 / 0,0,0,0,0
384,Anderson D.,c,LAZ,3,"5,83","5,67",0,0,0 / 0,0,0,1,0
385,Pedro G.,a,FIO,3,"5,67","5,67",0,0,0 / 0,0,0,0,0
386,Villar,c,ROM,6,"5,83","5,67",0,0,0 / 0,0,0,3,0
387,Zapata C.,d,GEN,19,"5,71","5,66",1,0,0 / 0,0,0,4,0
388,Reca,d,SPA,25,"5,62","5,66",0,0,0 / 0,0,2,2,0
389,Obiang,c,SAS,22,"5,84","5,66",1,0,0 / 0,0,0,10,0
390,Thorsby,c,SAM,23,"5,76","5,65",1,0,0 / 0,0,1,7,1
391,Spalek,c,BRE,24,"5,46","5,65",2,0,0 / 0,0,1,5,0
392,Gastaldello,d,BRE,7,"5,71","5,64",0,0,0 / 0,0,0,1,0
393,Cassata,c,GEN,22,"5,64","5,64",2,0,0 / 0,0,0,9,2
394,Meite',c,TOR,29,"5,69","5,64",0,0,0 / 0,0,1,5,0
395,Terracciano,p,FIO,7,"6,36","5,64",0,5,0 / 0,0,0,0,0
396,Rigoni E,a,SAM,7,"5,64","5,64",0,0,0 / 0,0,1,2,0
397,Troost-Ekong,d,UDI,29,"5,72","5,64",0,0,0 / 0,0,0,5,0
398,Walukiewicz,d,CAG,14,"5,68","5,64",0,0,0 / 0,0,0,1,0
399,Papetti,d,BRE,11,"5,59","5,64",1,0,0 / 0,0,0,5,0
400,Rossettini,d,LEC,26,"5,69","5,63",0,0,0 / 0,0,1,5,0
401,Cacciatore,d,CAG,15,"5,73","5,63",0,0,0 / 0,0,0,1,1
402,Conti,d,MIL,21,"5,71","5,62",0,0,0 / 0,0,2,8,0
403,Ferrari A.,d,SAM,12,"5,79","5,62",0,0,0 / 0,0,0,4,0
404,Tonelli,d,SAM,9,"5,83","5,61",0,0,0 / 0,0,0,4,0
405,Lykogiannis,d,CAG,19,"5,66","5,61",0,0,0 / 0,0,1,4,0
406,Mirante,p,ROM,5,"6,6","5,6",0,5,0 / 0,0,0,0,0
407,Bertolacci,c,SAM,10,"5,75","5,6",0,0,0 / 0,0,0,3,0
408,Favilli,a,GEN,15,"5,73","5,6",0,0,0 / 0,0,0,4,0
409,Pajac,d,GEN,10,"5,65","5,6",0,0,0 / 0,0,0,1,0
410,Martella,d,BRE,20,"5,68","5,6",0,0,0 / 0,0,0,3,0
411,Colley,d,SAM,31,"5,73","5,60",0,0,0 / 0,0,1,10,0
412,Teodorczyk,a,UDI,5,"5,7","5,6",0,0,0 / 0,0,0,1,0
413,Jony,c,LAZ,21,"5,64","5,60",0,0,0 / 0,0,1,4,0
414,Santon,d,ROM,11,"5,73","5,59",0,0,0 / 0,0,0,4,0
415,Behrami,c,GEN,17,"5,71","5,59",0,0,0 / 0,0,0,2,1
416,Bernardeschi,c,JUV,25,"5,52","5,58",1,0,0 / 0,0,1,6,0
417,Pezzella Giu.,d,PAR,19,"5,63","5,58",0,0,0 / 0,0,0,2,0
418,Murgia,c,SPA,24,"5,60","5,58",0,0,0 / 0,0,1,3,0
419,Schouten,c,BOL,18,"5,81","5,58",0,0,0 / 0,0,0,6,1
420,Bjarnason,c,BRE,13,"5,62","5,58",0,0,0 / 0,0,0,1,0
421,Igor,d,FIO,26,"5,69","5,56",0,0,0 / 0,0,1,9,0
422,Skrabb,a,BRE,8,"5,56","5,56",0,0,0 / 0,0,0,1,0
423,Aina,d,TOR,29,"5,66","5,55",0,0,0 / 0,0,1,8,0
424,Paqueta',c,MIL,19,"5,68","5,55",0,0,0 / 0,0,1,7,0
425,Dell'orco,d,LEC,13,"5,54","5,54",0,0,0 / 0,0,1,0,1
426,Sala,d,SPA,14,"5,57","5,54",0,0,0 / 0,0,0,1,0
427,Biraschi,d,GEN,24,"5,73","5,54",0,0,0 / 0,0,0,3,1
428,Paz,d,LEC,13,"5,65","5,54",0,0,0 / 0,0,1,5,0
429,Vieira,c,SAM,26,"5,73","5,54",0,0,0 / 0,0,1,11,1
430,Bourabia,c,SAS,16,"5,72","5,53",1,0,0 / 0,0,1,5,1
431,Ndoj,c,BRE,15,"5,6","5,53",0,0,0 / 0,0,0,2,0
432,Koulibaly,d,NAP,25,"5,78","5,52",0,0,0 / 0,0,0,7,1
433,Birsa,c,CAG,9,"5,56","5,5",0,0,0 / 0,0,0,1,0
434,Pavoletti,a,CAG,1,"5,5","5,5",0,0,0 / 0,0,0,0,0
435,Matri,a,SAS,3,"5,83","5,5",0,0,0 / 0,0,0,1,1
436,Rispoli,d,LEC,25,"5,62","5,5",0,0,0 / 0,0,0,6,0
437,Destro,a,GEN,9,"5,56","5,5",0,0,0 / 0,0,0,2,0
438,Salamon,d,SPA,5,"5,6","5,5",0,0,0 / 0,0,0,1,0
439,Zukanovic,d,SPA,3,"5,67","5,5",0,0,0 / 0,0,0,1,0
440,Adjapong,d,VER,4,"5,5","5,5",0,0,0 / 0,0,0,0,0
441,Cristoforo,c,FIO,1,"5,5","5,5",0,0,0 / 0,0,0,0,0
442,Musacchio,d,MIL,18,"5,67","5,5",0,0,0 / 0,0,0,4,1
443,Rodriguez R.,d,MIL,5,"5,5","5,5",0,0,0 / 0,0,0,0,0
444,Imbula,c,LEC,3,"5,5","5,5",0,0,0 / 0,0,0,0,0
445,Dijks,d,BOL,13,"5,69","5,5",0,0,0 / 0,0,0,5,0
446,Opoku,d,UDI,7,"5,71","5,5",0,0,0 / 0,0,0,1,1
447,Piccoli,a,ATA,1,"5,5","5,5",0,0,0 / 0,0,0,0,0
448,Benzar,d,LEC,3,"5,5","5,5",0,0,0 / 0,0,0,0,0
449,Tripaldelli,d,SAS,2,"5,5","5,5",0,0,0 / 0,0,0,0,0
450,Tremolada,c,BRE,1,"5,5","5,5",0,0,0 / 0,0,0,0,0
451,Viviani M.,c,BRE,5,"5,5","5,5",0,0,0 / 0,0,0,0,0
452,Riccardi D,d,LEC,1,"5,5","5,5",0,0,0 / 0,0,0,0,0
453,Paloschi,a,CAG,13,"5,46","5,46",0,0,0 / 0,0,0,0,0
454,Vicari,d,SPA,33,"5,64","5,45",0,0,0 / 0,0,0,4,0
455,Tachtsidis,c,LEC,27,"5,5","5,44",0,0,0 / 0,0,2,5,1
456,Fares,c,SPA,8,"5,56","5,44",0,0,0 / 0,0,0,2,0
457,Can,c,JUV,7,"5,57","5,43",0,0,0 / 0,0,0,2,0
458,Eysseric,c,VER,6,"5,58","5,42",0,0,0 / 0,0,0,2,0
459,Duarte,d,MIL,5,"5,6","5,4",0,0,0 / 0,0,0,2,0
460,Cetin,d,ROM,5,"5,8","5,4",0,0,0 / 0,0,0,2,1
461,Tunjov,c,SPA,5,"5,4","5,4",0,0,0 / 0,0,0,0,0
462,Murillo,d,SAM,9,"5,56","5,39",0,0,0 / 0,0,0,1,1
463,Badu,c,VER,4,"5,62","5,38",0,0,0 / 0,0,0,2,0
464,Cragno,p,CAG,16,"6,53","5,38",0,21,0 / 0,1,0,1,0
465,Cionek,d,SPA,27,"5,57","5,37",0,0,0 / 0,0,0,11,0
466,Luperto,d,NAP,7,"5,5","5,36",0,0,0 / 0,0,0,2,0
467,Aye',a,BRE,21,"5,45","5,36",0,0,0 / 0,0,0,2,1
468,Donnarumma G.,p,MIL,36,"6,22","5,35",0,42,0 / 0,4,0,3,0
469,Handanovic,p,INT,35,"6,2","5,34",0,32,0 / 0,1,0,2,0
470,Sportiello,p,ATA,6,"6,17","5,33",0,5,0 / 0,0,0,0,0
471,Peluso,d,SAS,20,"5,45","5,32",0,0,0 / 0,0,1,5,1
472,Felipe,d,SPA,14,"5,46","5,32",0,0,0 / 0,0,0,5,0
473,Rugani,d,JUV,8,"5,44","5,31",0,0,0 / 0,0,0,2,0
474,Lyanco,d,TOR,16,"5,59","5,31",0,0,0 / 0,0,0,5,0
475,Bereszynski,d,SAM,28,"5,55","5,30",0,0,0 / 0,0,0,10,0
476,Biglia,c,MIL,9,"5,39","5,28",0,0,0 / 0,0,1,4,0
477,Tomovic,d,SPA,21,"5,48","5,26",0,0,0 / 0,0,1,5,1
478,Colombi,p,PAR,4,"6,25","5,25",0,4,0 / 0,0,0,0,0
479,Antonucci,a,ROM,2,"5,5","5,25",0,0,0 / 0,0,0,1,0
480,Jankovic,c,SPA,2,"5,25","5,25",0,0,0 / 0,0,0,1,0
481,Mateju,d,BRE,30,"5,45","5,25",0,0,0 / 0,0,1,8,1
482,Maroni,c,SAM,4,"5,75","5,25",0,0,0 / 1,0,1,0,0
483,Murru,d,SAM,27,"5,43","5,24",0,0,0 / 0,0,0,4,1
484,Mangraviti,d,BRE,13,"5,31","5,23",0,0,0 / 0,0,0,2,0
485,Denswil,d,BOL,25,"5,44","5,22",0,0,0 / 0,0,0,5,1
486,Strakosha,p,LAZ,38,"6,24","5,18",0,42,0 / 0,1,0,2,0
487,Ranieri L.,d,FIO,3,"5,5","5,17",0,0,0 / 0,0,0,0,1
488,Szczesny,p,JUV,29,"6,21","5,16",0,33,0 / 0,1,0,1,0
489,Djidji,d,TOR,13,"5,31","5,12",0,0,0 / 0,0,0,1,0
490,Musso,p,UDI,38,"6,26","5,07",0,51,0 / 0,2,0,1,0
491,Da Costa,p,BOL,1,"6,0","5,0",0,1,0 / 0,0,0,0,0
492,Buffon,p,JUV,9,"6,11","5,0",0,10,0 / 0,0,0,0,0
493,Dragowski,p,FIO,31,"6,21","5,0",0,43,0 / 0,2,0,1,0
494,Andre' Silva,a,MIL,1,"5,5","5,0",0,0,0 / 0,0,0,1,0
495,Rossi F.,p,ATA,1,"6,0","5,0",0,1,0 / 0,0,0,0,0
496,Ospina,p,NAP,17,"6,0","5,0",0,17,0 / 0,0,0,0,0
497,El Yamiq,d,GEN,3,"5,17","5,0",0,0,0 / 0,0,0,1,0
498,Fuzato,p,ROM,1,"6,0","5,0",0,1,0 / 0,0,0,0,0
499,Moncini,a,SPA,2,"5,0","5,0",0,0,0 / 0,0,0,0,0
500,Corbo,d,BOL,2,"5,25","5,0",0,0,0 / 0,0,0,1,0
501,Carboni,d,CAG,6,"5,5","5,0",0,0,0 / 0,0,0,2,2
502,Silvestri,p,VER,35,"6,24","4,99",0,43,0 / 0,0,0,2,0
503,Sepe,p,PAR,34,"6,24","4,93",0,53,0 / 0,3,0,1,0
504,Gollini,p,ATA,33,"6,20","4,88",0,42,0 / 0,0,0,3,0
505,Olsen,p,CAG,17,"6,29","4,82",0,24,0 / 0,0,0,0,1
506,Meret,p,NAP,22,"6,14","4,77",0,33,0 / 0,1,0,0,0
507,Begovic,p,MIL,2,"6,25","4,75",0,3,0 / 0,0,0,0,0
508,Pau Lopez,p,ROM,32,"6,08","4,72",0,45,0 / 0,1,0,3,0
509,Sirigu,p,TOR,36,"6,43","4,68",0,64,0 / 0,1,0,4,0
510,Juan Jesus,d,ROM,3,"5,0","4,67",0,0,0 / 0,0,0,2,0
511,Alfonso,p,BRE,3,"6,0","4,67",0,4,0 / 0,0,0,0,0
512,Berisha,p,SPA,26,"6,37","4,65",0,44,0 / 0,0,0,1,0
513,Rosati,p,TOR,1,"5,5","4,5",0,1,0 / 0,0,0,0,0
514,Consigli,p,SAS,31,"6,08","4,39",0,55,0 / 0,1,0,1,0
515,Skorupski,p,BOL,37,"6,0","4,32",0,64,0 / 0,1,0,2,0
516,Joronen,p,BRE,29,"6,24","4,29",0,59,0 / 0,1,0,1,0
517,Audero,p,SAM,36,"6,01","4,28",0,60,0 / 0,0,0,1,0
518,Turati,p,SAS,2,"6,25","4,25",0,4,0 / 0,0,0,0,0
519,Perin,p,GEN,21,"6,07","4,24",0,38,0 / 0,0,0,1,0
520,Rafael,p,CAG,6,"6,0","4,17",0,11,0 / 0,0,0,0,0
521,Padelli,p,INT,3,"5,33","4,0",0,4,0 / 0,0,0,0,0
522,Radu I.,p,PAR,17,"6,03","4,0",0,35,0 / 0,0,1,1,0
523,Vigorito,p,LEC,5,"5,9","4,0",0,9,0 / 0,0,0,1,0
524,Thiam D.,p,SPA,2,"6,0","4,0",0,4,0 / 0,0,0,0,0
525,Gabriel,p,LEC,34,"6,16","3,99",0,76,0 / 0,2,0,4,0
526,Ujkani,p,TOR,1,"6,5","3,5",0,3,0 / 0,0,0,0,0
527,Andrenacci,p,BRE,6,"6,0","3,33",0,16,0 / 0,0,0,0,0
528,Falcone,p,SAM,2,"6,0","3,25",0,5,0 / 0,0,0,1,0
529,Letica,p,SPA,10,"5,7","3,05",0,29,0 / 0,1,0,1,0
530,Radunovic,p,VER,3,"5,67","2,83",0,8,0 / 0,0,0,1,0
531,Almici,d,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
532,Sarr M.,p,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
533,Di Gaudio,c,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
534,Marrone,d,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
535,Matos,a,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
536,Seculin,p,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
537,Capezzi,c,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
538,Donnarumma An.,p,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
539,Berni,p,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
540,Bessa,c,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
541,Icardi,a,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
542,Puscas,a,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
543,Mandzukic,a,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
544,Guerrieri,p,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
545,Marchetti,p,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
546,Rafael Cabral,p,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
547,Strinic,d,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
548,Hiljemark,c,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
549,Rigoni L,c,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
550,Crescenzi,d,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
551,Gazzola,d,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
552,Falcinelli,a,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
553,Gomis A,p,SPA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
554,Ichazo,p,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
555,Karnezis,p,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
556,Scuffet,p,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
557,Perica,a,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
558,Thereau,a,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
559,Viviani,c,SPA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
560,Alastra,p,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
561,Machin,c,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
562,Donsah,c,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
563,Perisan,p,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
564,Perisic,c,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
565,Tupta,a,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
566,Fiamozzi,d,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
567,Balic,c,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
568,Nagy,c,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
569,Munari,c,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
570,Aresti,p,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
571,Schick,a,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
572,Mazzitelli,c,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
573,Parigini,c,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
574,Pjaca,a,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
575,Wallace,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
576,Lo Faso,a,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
577,Gustafson,c,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
578,Praet,c,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
579,Ragusa,a,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
580,Joao Mario N.,c,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
581,Plizzari,p,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
582,Cucchietti,p,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
583,Kean,a,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
584,Satalino,p,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
585,Simic L,d,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
586,Coulibaly M.,c,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
587,Han,a,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
588,Biancu,c,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
589,Vitor Hugo,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
590,Karsdorp,d,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
591,Gravillon,d,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
592,Ingelsson,c,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
593,Gonalons,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
594,Ounas,a,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
595,Jaroszynski,d,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
596,Falletti,c,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
597,Vaisanen,d,SPA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
598,Ciciretti,c,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
599,Ceravolo,a,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
600,Zaccagno,p,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
601,Nicolas,p,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
602,Cerofolini,p,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
603,Cancelo,d,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
604,Hristov,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
605,Brignola,a,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
606,Lee,a,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
607,Nzonzi,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
608,Sandro,c,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
609,Buongiorno,d,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
610,Danzi,c,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
611,Varnier,d,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
612,Valzania,c,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
613,Calabresi,d,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
614,Rasmussen,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
615,Hancko,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
616,Vodisek,p,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
617,Proto,p,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
618,Durmisi,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
619,Coric,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
620,Bianda,d,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
621,Dickmann,d,SPA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
622,Micin,a,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
623,Baraye,a,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
624,Colombatto,c,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
625,Colidio,a,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
626,Riccardi,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
627,Bradaric F.,c,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
628,Sierralta,d,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
629,Jandrei,p,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
630,Despodov,a,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
631,Nicolussi Caviglia,c,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
632,Brancolini,p,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
633,Montiel,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
634,Beloko,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
635,Gaetano,c,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
636,Armini,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
637,Portanova,c,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
638,Terzic,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
639,Zurkowski,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
640,Zennaro,c,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
641,Sala M,d,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
642,Adorante,a,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
643,Casasola,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
644,Rizzo N,d,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
645,Borghetto,p,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
646,Cristo,a,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
647,Okoli,d,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
648,Cambiaghi,a,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0
