,Calciatore,Ruolo,Squadra,Partite Giocate,MV,FM,Gol,Gol Subiti,Rigori,Rigori Parati,Assist,Ammonizioni,Espulsioni,QA,ExpectedCost_1000
87,Hernandez T.,d,MIL,32,"6,22","6,61",5,0,1 / 2,0,5,5,2,19,-
88,Tameze,c,VER,36,"6,28","6,61",4,0,0 / 0,0,2,4,0,18,-
89,Di Francesco F.,a,EMP,25,"6,04","6,6",5,0,0 / 0,0,0,2,0,16,-
90,Lukic,c,TOR,35,"6,2","6,6",5,0,3 / 3,0,4,10,0,14,-
91,Koopmeiners,c,ATA,28,"6,27","6,59",4,0,0 / 0,0,1,4,0,18,-
92,Coulibaly M.,c,SAL,12,"6,12","6,58",2,0,0 / 0,0,0,1,0,8,-
93,Gagliardini,c,INT,15,"6,1","6,57",2,0,0 / 0,0,2,2,0,11,-
94,Torreira,c,FIO,30,"6,2","6,57",5,0,0 / 0,0,1,8,1,15,-
95,Cuadrado,d,JUV,32,"6,23","6,56",4,0,0 / 0,0,3,9,0,18,-
96,Messias,c,MIL,26,"5,94","6,56",5,0,0 / 0,0,2,2,0,16,-
97,Pobega,c,TOR,31,"6,31","6,55",4,0,0 / 0,0,1,11,0,17,-
98,Smalling,d,ROM,25,"6,26","6,54",3,0,0 / 0,0,0,0,0,14,-
99,Djuric,a,SAL,32,"6,03","6,53",5,0,1 / 1,0,4,6,0,15,-
100,Faraoni,d,VER,32,"6,11","6,52",4,0,0 / 0,0,5,6,1,16,-
101,Kessie',c,MIL,30,"6,05","6,52",6,0,2 / 3,0,0,2,0,17,-
102,De Ligt,d,JUV,31,"6,26","6,52",3,0,0 / 0,0,1,2,1,14,-
103,Okereke,a,VEN,29,"5,91","6,52",7,0,0 / 0,0,0,5,1,14,-
104,Conti,d,SAM,4,"5,88","6,5",1,0,0 / 0,0,0,1,0,5,-
105,Brozovic,c,INT,35,"6,4","6,5",2,0,0 / 0,0,1,7,0,15,-
106,Fares,d,TOR,9,"5,83","6,5",2,0,0 / 0,0,1,2,0,4,-
107,Caicedo,a,INT,9,"6,0","6,5",1,0,0 / 0,0,2,1,0,8,-
108,Okaka,a,UDI,1,"6,5","6,5",0,0,0 / 0,0,0,1,0,12,-
109,Rrahmani,d,NAP,33,"6,21","6,5",4,0,0 / 0,0,0,5,0,17,-
110,La Mantia,a,EMP,13,"6,04","6,5",2,0,0 / 0,0,0,0,0,11,-
111,Elmas,c,NAP,32,"6,12","6,5",3,0,0 / 0,0,4,3,0,14,-
112,Gemello,p,TOR,1,"6,5","6,5",0,0,0 / 0,0,0,0,0,1,-
113,Mckennie,c,JUV,19,"6,05","6,5",3,0,0 / 0,0,0,1,0,12,-
114,Udogie,d,UDI,34,"6,03","6,5",5,0,0 / 0,0,3,4,0,14,-
115,Cancellieri,a,VER,5,"6,0","6,5",1,0,0 / 0,0,0,1,0,5,-
116,Bertola,d,SPE,1,"6,5","6,5",0,0,0 / 0,0,0,0,0,1,-
117,Calabria,d,MIL,26,"6,21","6,48",2,0,0 / 0,0,2,2,0,15,-
118,Politano,a,NAP,31,"6,11","6,48",3,0,0 / 0,0,4,3,0,14,-
119,Lobotka,c,NAP,21,"6,38","6,48",1,0,0 / 0,0,0,2,0,12,-
120,Lazovic,c,VER,34,"6,21","6,47",1,0,0 / 0,0,7,2,0,15,-
121,Skriniar,d,INT,35,"6,26","6,47",3,0,0 / 0,0,0,3,0,16,-
122,Mari',d,UDI,15,"6,17","6,47",2,0,0 / 0,0,0,1,1,12,-
123,Kean,a,JUV,25,"5,86","6,46",5,0,0 / 0,0,2,5,0,14,-
124,Kalulu,d,MIL,24,"6,33","6,46",1,0,0 / 0,0,2,4,0,14,-
125,Cabral,a,FIO,12,"5,92","6,46",2,0,0 / 0,0,1,1,0,19,-
126,Bonaventura,c,FIO,31,"6,06","6,45",4,0,0 / 0,0,4,6,1,15,-
127,Frattesi,c,SAS,36,"6,17","6,44",4,0,0 / 0,0,3,6,0,14,-
128,Locatelli,c,JUV,29,"6,12","6,43",3,0,0 / 0,0,3,6,0,14,-
129,Veretout,c,ROM,35,"6,03","6,43",4,0,1 / 2,0,8,6,0,16,-
130,Dimarco,d,INT,25,"6,2","6,42",2,0,0 / 1,0,3,1,0,11,-
131,Miranchuk,c,ATA,18,"5,86","6,42",2,0,0 / 0,0,4,0,0,10,-
132,Bennacer,c,MIL,29,"6,28","6,41",2,0,0 / 0,0,1,7,0,13,-
133,Singo,d,TOR,35,"6,14","6,41",3,0,0 / 0,0,4,5,1,15,-
134,Pussetto,a,UDI,25,"5,9","6,4",4,0,1 / 1,0,2,4,0,12,-
135,Ederson D.s.,c,SAL,15,"6,1","6,4",2,0,0 / 0,0,1,5,0,10,-
136,Praet,c,TOR,23,"6,11","6,39",2,0,0 / 0,0,2,3,0,11,-
137,D'ambrosio,d,INT,16,"6,19","6,38",1,0,0 / 0,0,1,2,0,13,-
138,Florenzi,d,MIL,20,"6,1","6,38",2,0,0 / 0,0,0,2,0,9,-
139,Bastoni S.,d,SPE,29,"6,09","6,38",3,0,0 / 0,0,3,5,1,12,-
140,Darmian,d,INT,23,"6,15","6,37",2,0,0 / 0,0,1,4,0,11,-
141,Kulusevski,c,JUV,15,"6,0","6,37",1,0,0 / 0,0,3,1,0,11,-
142,Rebic,a,MIL,22,"6,05","6,36",2,0,0 / 0,0,2,2,0,13,-
143,Gosens,d,INT,11,"6,14","6,36",1,0,0 / 0,0,1,3,0,12,-
144,Sottil,c,FIO,22,"5,95","6,36",3,0,0 / 0,0,2,2,1,11,-
145,Di Lorenzo,d,NAP,33,"6,18","6,35",1,0,0 / 0,0,4,3,0,14,-
146,Bastoni,d,INT,31,"6,24","6,34",1,0,0 / 0,0,2,4,0,12,-
147,Agudelo,c,SPE,23,"5,96","6,33",3,0,0 / 0,0,1,1,1,11,-
148,Lazzari,d,LAZ,28,"5,95","6,32",3,0,0 / 0,0,3,3,0,11,-
149,Stulac,c,EMP,21,"5,95","6,31",2,0,0 / 0,0,2,1,0,9,-
150,Pjaca,a,TOR,20,"5,85","6,3",3,0,0 / 0,0,0,0,0,10,-
151,Zambo Anguissa,c,NAP,23,"6,37","6,30",0,0,0 / 0,0,1,5,0,10,-
152,Diaz B.,c,MIL,29,"5,95","6,29",3,0,0 / 0,0,3,4,0,14,-
153,Hickey,d,BOL,36,"5,94","6,29",5,0,0 / 0,0,1,7,0,10,-
154,Pereyra,c,UDI,23,"6,02","6,28",3,0,1 / 2,0,5,8,1,13,-
155,Piatek,a,FIO,13,"5,81","6,27",3,0,0 / 1,0,0,0,0,12,-
156,Tomori,d,MIL,31,"6,34","6,27",0,0,0 / 0,0,0,4,0,12,-
157,Scalvini,d,ATA,13,"6,08","6,27",1,0,0 / 0,0,0,1,0,9,-
158,De Sciglio,d,JUV,17,"6,09","6,26",1,0,0 / 0,0,2,2,1,9,-
159,Acerbi,d,LAZ,29,"5,90","6,26",4,0,0 / 0,0,0,1,1,12,-
160,Sansone,a,BOL,23,"5,98","6,26",2,0,0 / 0,0,3,6,0,8,-
161,Keita B.,a,CAG,20,"5,8","6,25",3,0,0 / 0,0,1,2,0,9,-
162,El Shaarawy,a,ROM,24,"5,90","6,25",3,0,0 / 0,0,0,1,0,10,-
163,Bourabia,c,SPE,8,"5,94","6,25",1,0,0 / 0,0,0,1,0,3,-
164,Warming,a,TOR,2,"6,25","6,25",0,0,0 / 0,0,0,0,0,2,-
165,De Silvestri,d,BOL,31,"6,0","6,24",3,0,0 / 0,0,2,7,0,12,-
166,De Roon,c,ATA,30,"6,05","6,23",3,0,0 / 0,0,0,5,1,10,-
167,Pavoletti,a,CAG,28,"5,80","6,23",5,0,0 / 0,0,1,9,0,12,-
168,Ansaldi,d,TOR,15,"6,1","6,23",0,0,0 / 0,0,3,2,0,8,-
169,Cutrone,a,EMP,24,"5,88","6,23",3,0,0 / 0,0,0,1,0,9,-
170,Svanberg,c,BOL,35,"5,99","6,23",3,0,0 / 0,0,3,7,0,13,-
171,Quagliarella,a,SAM,30,"5,78","6,22",4,0,1 / 1,0,2,2,0,12,-
172,Zakaria,c,JUV,9,"5,83","6,22",1,0,0 / 0,0,1,1,0,11,-
173,Asllani,c,EMP,18,"6,06","6,22",1,0,0 / 0,0,1,2,0,9,-
174,Danilo,d,JUV,21,"6,12","6,21",1,0,0 / 0,0,2,6,0,9,-
175,Vecino,c,INT,10,"5,95","6,2",1,0,0 / 0,0,0,2,0,4,-
176,Pellegri,a,TOR,10,"5,95","6,2",1,0,0 / 0,0,0,1,0,6,-
177,Lasagna,a,VER,26,"5,87","6,19",2,0,0 / 0,0,3,1,0,11,-
178,Zappacosta,d,ATA,31,"6,03","6,19",1,0,0 / 0,0,5,6,0,13,-
179,Nuytinck,d,UDI,26,"6,08","6,19",1,0,0 / 0,0,1,2,0,8,-
180,Crnigoj,c,VEN,32,"5,92","6,19",3,0,0 / 0,0,1,3,0,11,-
181,Juan Jesus,d,NAP,14,"6,14","6,18",1,0,0 / 0,0,0,1,0,5,-
182,Carles Perez,a,ROM,14,"5,96","6,18",1,0,0 / 0,0,1,2,0,6,-
183,Krunic,c,MIL,23,"6,15","6,17",0,0,0 / 0,0,1,2,0,9,-
184,Maleh,c,FIO,23,"5,98","6,17",2,0,0 / 0,0,1,5,0,11,-
185,Chiellini,d,JUV,19,"6,21","6,16",0,0,0 / 0,0,0,2,0,7,-
186,Duncan,c,FIO,31,"5,95","6,16",2,0,0 / 0,0,2,3,0,10,-
187,Henderson L.,c,EMP,32,"5,94","6,16",2,0,0 / 0,0,3,4,0,10,-
188,Rovella,c,GEN,20,"6,12","6,15",0,0,0 / 0,0,3,5,0,7,-
189,Lopez M.,c,SAS,34,"6,13","6,15",2,0,0 / 0,0,1,14,0,11,-
190,Maggiore,c,SPE,35,"6,01","6,14",2,0,0 / 0,0,3,9,0,12,-
191,Mancuso,a,EMP,7,"5,71","6,14",1,0,0 / 0,0,0,0,0,6,-
192,Castrovilli,c,FIO,23,"6,04","6,13",1,0,0 / 0,0,1,4,0,8,-
193,Vidal,c,INT,24,"6,0","6,12",1,0,0 / 0,0,1,3,0,10,-
194,Demiral,d,ATA,25,"6,08","6,12",1,0,0 / 0,0,2,8,0,8,-
195,Schouten,c,BOL,17,"6,0","6,12",1,0,0 / 0,0,1,2,1,9,-
196,Saelemaekers,c,MIL,34,"5,97","6,12",1,0,0 / 0,0,3,2,0,11,-
197,Gyasi,a,SPE,36,"5,82","6,12",6,0,0 / 0,0,0,10,0,10,-
198,Cambiaso,d,GEN,25,"5,94","6,12",1,0,0 / 0,0,4,3,1,8,-
199,Podgoreanu,a,SPE,4,"5,88","6,12",0,0,0 / 0,0,1,0,0,2,-
200,Oliveira,c,ROM,13,"5,85","6,12",2,0,1 / 1,0,0,5,0,12,-
201,Mikael,a,SAL,4,"6,12","6,12",0,0,0 / 0,0,0,0,0,5,-
202,Toloi,d,ATA,19,"6,05","6,11",1,0,0 / 0,0,1,6,0,6,-
203,Rodrigo Becao,d,UDI,35,"6,06","6,11",2,0,0 / 0,0,1,10,0,10,-
204,Dominguez,c,BOL,27,"6,15","6,11",0,0,0 / 0,0,3,8,0,7,-
205,Nzola,a,SPE,18,"5,78","6,11",2,0,0 / 0,0,1,2,0,6,-
206,Ricci S.,c,TOR,30,"6,03","6,1",1,0,0 / 0,0,1,2,1,7,-
207,Theate,d,BOL,30,"5,97","6,1",2,0,0 / 0,0,1,6,0,10,-
208,Mario Rui,d,NAP,34,"6,04","6,09",0,0,0 / 0,0,5,7,0,11,-
209,Biraghi,d,FIO,37,"5,95","6,09",4,0,1 / 2,0,1,3,1,11,-
210,Palomino,d,ATA,33,"6,14","6,09",1,0,0 / 0,0,0,9,0,11,-
211,Mandragora,c,TOR,18,"6,17","6,08",0,0,0 / 0,0,2,5,1,6,-
212,Ibanez,d,ROM,32,"5,92","6,08",3,0,0 / 0,0,0,9,0,9,-
213,Amrabat,c,FIO,18,"6,06","6,08",1,0,0 / 0,0,0,6,0,8,-
214,Forte,a,VEN,6,"5,75","6,08",1,0,0 / 0,0,0,3,0,4,-
215,Terzic,d,FIO,7,"6,0","6,07",0,0,0 / 0,0,1,1,0,2,-
216,Ikone',c,FIO,15,"5,83","6,07",1,0,0 / 0,0,1,1,0,12,-
217,Defrel,a,SAS,31,"5,84","6,06",2,0,0 / 0,0,2,3,0,9,-
218,Piccoli,a,GEN,8,"5,69","6,06",1,0,0 / 0,0,0,0,0,4,-
219,Moro,a,LAZ,8,"5,94","6,06",0,0,0 / 0,0,1,0,0,1,-
220,Altare,d,CAG,18,"6,03","6,06",1,0,0 / 0,0,0,5,0,7,-
221,Cataldi,c,LAZ,30,"6,0","6,05",1,0,0 / 0,0,2,7,0,10,-
222,Manaj,a,SPE,29,"5,79","6,05",5,0,2 / 3,0,0,9,0,10,-
223,Erlic,d,SPE,30,"5,93","6,05",2,0,0 / 0,0,0,5,0,9,-
224,Vojvoda,d,TOR,29,"6,0","6,05",0,0,0 / 0,0,3,3,0,10,-
225,Pessina,c,ATA,24,"5,88","6,04",1,0,0 / 0,0,1,0,0,8,-
226,Amiri,c,GEN,12,"5,96","6,04",0,0,0 / 0,0,1,0,0,10,-
227,Demme,c,NAP,13,"5,96","6,04",1,0,0 / 0,0,0,4,0,4,-
228,Gondo,a,SAL,14,"5,86","6,04",1,0,0 / 0,0,0,1,0,8,-
229,Makengo,c,UDI,33,"5,95","6,03",1,0,0 / 0,0,3,5,1,9,-
230,Bernardeschi,c,JUV,27,"5,89","6,02",1,0,0 / 0,0,3,5,0,7,-
231,Rodriguez R.,d,TOR,32,"6,03","6,02",0,0,0 / 0,0,1,3,0,7,-
232,Ribery,a,SAL,23,"6,0","6,02",0,0,0 / 0,0,2,3,0,9,-
233,Bellanova,d,CAG,31,"5,94","6,02",1,0,0 / 0,0,1,3,0,7,-
234,Ilic,c,VER,32,"6,0","6,02",1,0,0 / 0,0,3,5,1,11,-
235,Romagnoli S.,d,EMP,18,"5,86","6,0",2,0,0 / 0,0,0,3,0,6,-
236,Dezi,c,VEN,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,-
237,Spinazzola,d,ROM,2,"6,25","6,0",0,0,0 / 0,0,0,1,0,6,-
238,Ounas,a,NAP,8,"6,06","6,0",0,0,0 / 0,0,0,1,0,2,-
239,Kolarov,d,INT,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,-
240,Bandinelli,c,EMP,33,"5,88","6,0",2,0,0 / 0,0,3,10,0,9,-
241,Crociata,c,EMP,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,2,-
242,Retsos,d,VER,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,2,-
243,Castillejo,c,MIL,4,"6,12","6,0",0,0,0 / 0,0,0,1,0,2,-
244,Oliva,c,CAG,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,-
245,Nandez,c,CAG,20,"6,0","6,0",0,0,0 / 0,0,2,4,0,6,-
246,Cetin,d,VER,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,-
247,Frabotta,d,VER,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,2,-
248,Lammers,a,ATA,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,13,-
249,Kokorin,a,FIO,2,"6,0","6,0",0,0,0 / 0,0,0,1,0,1,-
250,Darboe,c,ROM,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,-
251,Satriano,a,INT,2,"6,0","6,0",0,0,0 / 0,0,0,0,0,2,-
252,Ciervo,c,SAS,7,"5,86","6,0",0,0,0 / 0,0,1,0,0,3,-
253,Schiavone,c,SAL,11,"5,77","6,0",1,0,0 / 0,0,0,1,0,4,-
254,Modolo,d,VEN,5,"6,2","6,0",0,0,0 / 0,0,0,2,0,2,-
255,Johnsen,a,VEN,25,"5,84","6,0",1,0,0 / 0,0,2,2,0,7,-
256,Romero L.,c,LAZ,2,"6,0","6,0",0,0,0 / 0,0,0,0,0,2,-
257,Sher,c,SPE,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,-
258,Bianchi F.,a,GEN,6,"5,5","6,0",1,0,0 / 0,0,0,0,0,5,-
259,Galazzi,a,VEN,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,2,-
260,Zovko,p,SPE,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,3,-
261,Afena-Gyan,a,ROM,14,"5,75","6,0",2,0,0 / 0,0,0,3,1,4,-
262,Praszelik,c,VER,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,-
263,Seck,a,TOR,3,"6,0","6,0",0,0,0 / 0,0,0,0,0,2,-
264,Miretti,c,JUV,4,"6,0","6,0",0,0,0 / 0,0,0,0,0,3,-
265,Cristante,c,ROM,34,"6,0","5,99",2,0,0 / 0,0,0,9,0,9,-
266,Deiola,c,CAG,31,"5,65","5,98",4,0,0 / 0,0,1,5,0,10,-
267,Miguel Veloso,c,VER,21,"6,0","5,98",0,0,0 / 0,0,3,5,1,6,-
268,Zaniolo,c,ROM,28,"5,96","5,98",2,0,0 / 0,0,1,9,2,9,-
269,Portanova,c,GEN,23,"5,93","5,98",1,0,0 / 0,0,0,4,0,7,-
270,Yoshida,d,SAM,24,"5,73","5,98",2,0,0 / 0,0,3,2,0,5,-
271,Kovalenko,c,SPE,22,"5,77","5,98",1,0,0 / 0,0,3,4,0,7,-
272,Pezzella Giu.,d,ATA,16,"5,94","5,97",0,0,0 / 0,0,2,3,0,4,-
273,Sensi,c,SAM,15,"5,8","5,97",1,0,0 / 0,0,0,1,0,8,-
274,Bentancur,c,JUV,17,"5,94","5,97",0,0,0 / 0,0,1,1,0,8,-
275,Karsdorp,d,ROM,35,"6,04","5,97",0,0,0 / 0,0,2,7,1,10,-
276,Ceccaroni,d,VEN,35,"5,9","5,97",2,0,0 / 0,0,1,7,1,8,-
277,Antiste,a,SPE,16,"5,78","5,97",1,0,0 / 0,0,0,0,0,5,-
278,Odriozola,d,FIO,25,"5,88","5,96",1,0,0 / 0,0,2,4,1,6,-
279,Maehle,d,ATA,23,"5,83","5,96",1,0,0 / 0,0,1,2,0,5,-
280,Callejon,c,FIO,25,"5,74","5,94",1,0,0 / 0,0,2,0,0,6,-
281,Romagnoli,d,MIL,17,"5,94","5,94",1,0,0 / 0,0,0,4,1,4,-
282,Sala,d,SPE,16,"5,84","5,94",1,0,0 / 0,0,0,3,0,3,-
283,Samir,d,UDI,17,"6,09","5,94",0,0,0 / 0,0,0,5,0,6,-
284,Kyriakopoulos,d,SAS,25,"5,9","5,94",0,0,0 / 0,0,5,6,1,7,-
285,Ceppitelli,d,CAG,21,"5,83","5,93",1,0,0 / 0,0,0,3,0,6,-
286,Arslan,c,UDI,29,"5,98","5,93",1,0,0 / 0,0,0,9,0,7,-
287,Ranocchia,d,INT,6,"6,0","5,92",0,0,0 / 0,0,0,1,0,2,-
288,Marin,c,CAG,36,"5,86","5,92",0,0,0 / 0,0,5,4,1,9,-
289,Zima,d,TOR,18,"6,0","5,92",0,0,0 / 0,0,0,3,0,4,-
290,Grassi,c,CAG,28,"5,98","5,91",0,0,0 / 0,0,1,4,1,7,-
291,Medel,c,BOL,33,"6,03","5,91",0,0,0 / 0,0,1,8,1,5,-
292,Fazio,d,SAL,16,"5,81","5,91",1,0,0 / 0,0,0,1,1,7,-
293,Melegoni,c,GEN,22,"5,80","5,91",1,0,0 / 0,0,0,1,0,8,-
294,Dijks,d,BOL,11,"5,82","5,91",0,0,0 / 0,0,2,2,0,5,-
