,Calciatore,Ruolo,Squadra,Partite Giocate,MV,FM,Gol,Gol Subiti,Rigori,Rigori Parati,Assist,Ammonizioni,Espulsioni,QA,ExpectedCost_1000,Classifica
282,Sepe,p,SAL,5,"6,4","5,6",0,4,0 / 0,0,0,0,0,11,20,10
283,Cataldi,c,LAZ,5,"5,8","5,6",0,0,0 / 0,0,0,2,0,8,14,9
284,Caprari,a,MON,5,"5,5","5,6",0,0,0 / 0,0,1,1,0,23,68,20
285,Sensi,c,MON,5,"5,6","5,6",0,0,0 / 0,0,0,0,0,10,22,20
286,Nikolaou,d,SPE,5,"5,7","5,6",0,0,0 / 0,0,0,1,0,4,10,14
287,Marin,c,EMP,5,"5,7","5,6",0,0,0 / 0,0,0,1,0,6,13,15
288,Gyasi,c,SPE,5,"5,7","5,6",0,0,0 / 0,0,0,1,0,9,20,14
289,Stojanovic,d,EMP,5,"5,7","5,6",0,0,0 / 0,0,0,1,0,7,12,15
290,Sabiri,c,SAM,5,"5,8","5,6",0,0,0 / 0,0,0,2,0,13,37,18
291,Birindelli,d,MON,5,"5,6","5,6",0,0,0 / 0,0,0,0,0,4,10,20
292,Marrone,d,MON,2,"5,5","5,5",0,0,0 / 0,0,0,0,0,4,1,20
293,Radovanovic,d,SAL,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,4,3,10
294,Krunic,c,MIL,1,"6,0","5,5",0,0,0 / 0,0,0,1,0,5,6,3
295,Verde,a,SPE,2,"5,5","5,5",0,0,0 / 0,0,0,0,0,15,35,14
296,Murillo,d,SAM,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,2,5,18
297,Petagna,a,MON,5,"5,5","5,5",0,0,0 / 0,0,0,0,0,13,35,20
298,Belotti,a,ROM,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,15,40,5
299,Szczesny,p,JUV,2,"6,0","5,5",0,1,0 / 0,0,0,0,0,14,65,7
300,Florenzi,d,MIL,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,5,4,3
301,Duncan,c,FIO,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,5,8,11
302,Zappacosta,d,ATA,2,"5,75","5,5",0,0,0 / 0,0,0,1,0,9,18,1
303,Benassi,c,FIO,2,"5,5","5,5",0,0,0 / 0,0,0,0,0,3,4,11
304,Gyomber,d,SAL,5,"5,8","5,5",0,0,0 / 0,0,0,3,0,4,5,10
305,Pezzella Giu.,d,LEC,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,5,12,17
306,Gagliardini,c,INT,2,"5,5","5,5",0,0,0 / 0,0,0,0,0,7,11,8
307,Locatelli,c,JUV,5,"5,8","5,5",0,0,0 / 0,0,0,3,0,12,28,7
308,Caldara,d,SPE,3,"5,5","5,5",0,0,0 / 0,0,0,0,0,5,7,14
309,Molina S.,c,MON,4,"5,5","5,5",0,0,0 / 0,0,0,0,0,4,5,20
310,Kean,a,JUV,3,"5,5","5,5",0,0,0 / 0,0,0,0,0,12,20,7
311,Bereszynski,d,SAM,4,"5,5","5,5",0,0,0 / 0,0,0,0,0,5,10,18
312,Bastoni,d,INT,4,"5,5","5,5",0,0,0 / 0,0,0,0,0,13,35,8
313,Depaoli,d,VER,3,"5,67","5,5",0,0,0 / 0,0,0,1,0,4,5,13
314,Marusic,d,LAZ,5,"5,7","5,5",0,0,0 / 0,0,0,2,0,6,13,9
315,Silvestri,p,UDI,5,"6,5","5,5",0,5,0 / 0,0,0,0,0,13,31,4
316,Valoti,c,MON,3,"5,5","5,5",0,0,0 / 0,0,0,0,0,4,10,20
317,Leris,c,SAM,5,"5,6","5,5",0,0,0 / 0,0,0,1,0,3,7,18
318,Ribery,a,SAL,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,4,6,10
319,Retsos,d,VER,2,"5,5","5,5",0,0,0 / 0,0,0,0,0,2,0,13
320,Barrow,a,BOL,3,"5,5","5,5",0,0,0 / 0,0,0,0,0,14,23,16
321,Zaniolo,c,ROM,2,"5,5","5,5",0,0,0 / 0,0,0,0,0,16,70,5
322,Provedel,p,LAZ,5,"6,5","5,5",0,5,0 / 0,0,0,0,0,10,30,9
323,Ndombele',c,NAP,1,"5,5","5,5",0,0,0 / 0,0,0,1,0,10,18,2
324,Piccoli,a,VER,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,11,13,13
325,Rovella,c,MON,1,"6,0","5,5",0,0,0 / 0,0,0,2,0,2,11,20
326,Di Carmine,a,CRE,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,2,0,19
327,Ikone',c,FIO,3,"5,67","5,5",0,0,0 / 0,0,0,1,0,12,14,11
328,Adopo,d,TOR,1,"6,0","5,5",0,0,0 / 0,0,0,1,0,1,4,6
329,Mari',d,MON,2,"5,75","5,5",0,0,0 / 0,0,0,1,0,9,18,20
330,Colombo,a,LEC,3,"5,83","5,5",1,0,0 / 1,0,0,2,0,6,14,17
331,Messias,c,MIL,5,"5,5","5,5",0,0,0 / 0,0,0,0,0,11,28,3
332,Ayhan,d,SAS,2,"5,5","5,5",0,0,0 / 0,0,0,0,0,4,8,12
333,Akpa Akpro,c,EMP,1,"6,0","5,5",0,0,0 / 0,0,0,1,0,2,3,15
334,Martinez Quarta,d,FIO,5,"5,6","5,5",0,0,0 / 0,0,0,1,0,4,10,11
335,Bajrami,c,EMP,5,"5,5","5,5",0,0,0 / 0,0,0,0,0,15,38,15
336,Maleh,c,FIO,5,"5,6","5,5",0,0,0 / 0,0,0,1,0,7,8,11
337,Djuric,a,VER,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,9,7,13
338,Kristoffersen,a,SAL,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,1,10
339,Hongla,c,VER,4,"5,75","5,5",0,0,0 / 0,0,0,2,0,3,7,13
340,Cancellieri,a,LAZ,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,5,12,9
341,De Luca,a,SAM,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,3,3,18
342,Cambiaso,d,BOL,5,"5,6","5,5",0,0,0 / 0,0,0,1,0,8,14,16
343,Tsadjout,a,CRE,1,"6,0","5,5",0,0,0 / 0,0,0,1,0,6,8,19
344,Sambia,d,SAL,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,6,8,10
345,Ciurria,c,MON,2,"5,75","5,5",0,0,0 / 0,0,0,1,0,2,5,20
346,Ilkhan,c,TOR,1,"6,0","5,5",0,0,0 / 0,0,0,1,0,2,6,6
347,Oudin,c,LEC,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,5,9,17
348,Ferrari A.,d,SAM,5,"5,5","5,4",0,0,0 / 0,0,0,1,0,5,10,18
349,Falcone,p,LEC,5,"6,6","5,4",0,6,0 / 0,0,0,0,0,8,12,17
350,Augello,d,SAM,5,"5,4","5,4",0,0,0 / 0,0,0,0,0,6,13,18
351,Thorstvedt,c,SAS,5,"5,6","5,4",0,0,0 / 0,0,0,2,0,8,16,12
352,Luperto,d,EMP,4,"5,62","5,38",0,0,0 / 0,0,0,0,1,4,8,15
353,Defrel,a,SAS,4,"5,5","5,38",0,0,0 / 0,0,0,1,0,6,4,12
354,Karsdorp,d,ROM,4,"5,38","5,38",0,0,0 / 0,0,0,0,0,8,20,5
355,Vignato,c,BOL,3,"5,33","5,33",0,0,0 / 0,0,0,0,0,3,8,16
356,Bonifazi,d,BOL,3,"5,5","5,33",0,0,0 / 0,0,0,1,0,3,6,16
357,Pessina,c,MON,3,"5,5","5,33",0,0,0 / 0,0,0,1,0,11,30,20
358,Caldirola,d,MON,3,"5,5","5,33",0,0,0 / 0,0,0,1,0,4,4,20
359,Vasquez,d,CRE,3,"5,5","5,33",0,0,0 / 0,0,0,1,0,5,8,19
360,Verre,c,SAM,5,"5,5","5,3",0,0,0 / 0,0,0,2,0,6,5,18
361,Milinkovic-Savic V.,p,TOR,5,"6,3","5,3",0,5,0 / 0,0,0,0,0,5,31,6
362,Schouten,c,BOL,5,"5,8","5,3",0,0,0 / 0,0,0,1,0,7,13,16
363,Saponara,c,FIO,2,"5,25","5,25",0,0,0 / 0,0,0,0,0,9,8,11
364,Machin,c,MON,2,"5,75","5,25",0,0,0 / 0,0,0,2,0,3,2,20
365,Ceccherini,d,VER,2,"5,75","5,25",0,0,0 / 0,0,0,2,0,5,13,13
366,Jovic,a,FIO,4,"5,38","5,25",1,0,0 / 1,0,0,1,0,21,120,11
367,Aina,d,TOR,4,"5,5","5,25",0,0,0 / 0,0,0,2,0,5,8,6
368,Bradaric,d,SAL,2,"5,5","5,25",0,0,0 / 0,0,0,1,0,5,11,10
369,Aiwu,d,CRE,4,"5,5","5,25",0,0,0 / 0,0,0,2,0,4,8,19
370,Vicario,p,EMP,5,"6,2","5,2",0,5,0 / 0,0,0,0,0,11,20,15
371,Gollini,p,FIO,3,"5,83","5,17",0,2,0 / 0,0,0,0,0,11,30,11
372,Orsolini,c,BOL,3,"5,5","5,17",0,0,0 / 0,0,0,0,1,13,28,16
373,Ranocchia,d,MON,1,"5,0","5,0",0,0,0 / 0,0,0,0,0,5,2,20
374,Paredes,c,JUV,1,"5,0","5,0",0,0,0 / 0,0,0,0,0,12,28,7
375,De Silvestri,d,BOL,4,"5,62","5,0",0,0,0 / 0,0,0,1,0,7,12,16
376,Consigli,p,SAS,5,"6,0","5,0",0,5,0 / 0,0,0,0,0,12,23,12
377,Barberis,c,MON,2,"5,0","5,0",0,0,0 / 0,0,0,0,0,5,5,20
378,Terracciano,p,FIO,2,"6,0","5,0",0,2,0 / 0,0,0,0,0,3,8,11
379,Dawidowicz,d,VER,3,"5,17","5,0",0,0,0 / 0,0,0,1,0,3,10,13
380,Cetin,d,LEC,1,"5,0","5,0",0,0,0 / 0,0,0,0,0,4,6,17
381,Carboni,d,MON,2,"5,0","5,0",0,0,0 / 0,0,0,0,0,4,9,20
382,Escalante,c,CRE,4,"5,25","5,0",0,0,0 / 0,0,0,0,1,3,7,19
383,Zirkzee,a,BOL,1,"5,5","5,0",0,0,0 / 0,0,0,1,0,6,14,16
384,Antov,d,MON,1,"5,0","5,0",0,0,0 / 0,0,0,0,0,1,1,20
385,Moro N.,c,BOL,1,"5,0","5,0",0,0,0 / 0,0,0,0,0,5,8,16
386,Rui Patricio,p,ROM,5,"5,9","4,9",0,5,0 / 0,0,0,0,0,13,47,5
387,Soumaoro,d,BOL,4,"5,12","4,88",0,0,0 / 0,0,0,0,1,5,5,16
388,Perez N.,d,UDI,3,"5,33","4,83",0,0,0 / 0,0,0,1,1,7,11,4
389,Ekdal,c,SPE,2,"5,25","4,75",0,0,0 / 0,0,0,0,1,5,9,14
390,Marlon,d,MON,4,"5,25","4,62",0,0,0 / 0,0,0,1,0,5,13,20
391,Handanovic,p,INT,5,"6,1","4,5",0,8,0 / 0,0,0,0,0,13,60,8
392,Venuti,d,FIO,1,"4,5","4,5",0,0,0 / 0,0,0,0,0,2,4,11
393,Cabral,a,FIO,1,"5,0","4,5",0,0,0 / 0,0,0,1,0,16,45,11
394,Skorupski,p,BOL,5,"6,0","4,4",0,8,0 / 0,0,0,0,0,10,20,16
395,Audero,p,SAM,5,"6,5","4,3",0,9,0 / 0,0,0,0,0,9,14,18
396,Radu I.,p,CRE,5,"6,1","4,3",0,9,0 / 0,0,0,0,0,7,12,19
397,Dragowski,p,SPE,5,"6,1","4,3",0,9,0 / 0,0,0,0,0,6,13,14
398,Montipo',p,VER,5,"6,0","4,2",0,9,0 / 0,0,0,0,0,10,20,13
399,Amione,d,SAM,1,"4,5","4,0",0,0,0 / 0,0,0,1,0,2,4,18
400,Di Gregorio,p,MON,5,"6,1","3,5",0,13,0 / 0,0,0,0,0,2,12,20
401,Luis Maximiano,p,LAZ,1,"4,0","3,0",0,0,0 / 0,0,0,0,1,9,6,9
402,Sportiello,p,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,1
403,Conti,d,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,4,18
404,Mirante,p,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,3
405,Sarr M.,p,CRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,19
406,Mbaye,d,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0,16
407,Diawara,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0,5
408,Gagliolo,d,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,0,10
409,Dermaku,d,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,2,17
410,Tonelli,d,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,15
411,Tatarusanu,p,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,3
412,Capezzi,c,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,10
413,Ilicic,a,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,10,0,1
414,Ciofani D.,a,CRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,19
415,Lamanna,p,MON,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,20
416,Ujkani,p,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,15
417,Izzo,d,MON,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,10,20
418,Juan Jesus,d,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,10,2
419,Pogba,c,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,21,45,7
420,Zaza,a,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,0,6
421,Berisha,p,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,9,5,6
422,Radu,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,3,9
423,Paletta,d,MON,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,20
424,Verdi,c,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,11,25,13
425,Jajalo,c,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,2,4
426,Capradossi,d,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0,14
427,Pegolo,p,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,12
428,Perilli,p,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,13
429,Acerbi,d,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,6,10,8
430,Padelli,p,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,4
431,Fares,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,3,9
432,Perisan,p,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,15
433,Pereira P.,d,MON,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,0,20
434,Freuler,c,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,9,0,1
435,Bardi,p,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,16
436,Edera,a,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,6
437,Cordaz,p,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,8
438,Sampirisi,d,MON,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,0,20
439,Pinsoglio,p,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,7
440,Fiorillo,p,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,10
441,Mazzitelli,c,MON,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,0,20
442,Chiesa,c,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,21,82,7
443,Simeone,a,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,21,35,2
444,Veseli,d,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0,10
445,Satalino,p,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0,12
446,Scamacca,a,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,28,0,12
447,Coulibaly M.,c,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,7,0,10
448,Cragno,p,MON,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,9,8,20
449,Sirigu,p,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,4,2
450,Palomino,d,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,8,1,1
451,Ounas,a,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,0,2
452,Jaroszynski,d,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0,10
453,Veretout,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,11,0,5
454,Marchizza,d,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,2,12
455,Romagna,d,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,12
456,Crociata,c,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0,15
457,Cerofolini,p,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,11
458,Rossi F.,p,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,1
459,Leverbe,d,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,0,18
460,Karamoh,a,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,8,6
461,Donati,d,MON,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,2,20
462,Nastasic,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0,11
463,Sanchez,a,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,12,0,8
464,Ibrahimovic,a,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,11,15,3
465,Umtiti,d,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,6,12,17
466,Wijnaldum,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,14,7,5
467,Bakayoko,c,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,2,3
468,Pellegrini Lu.,d,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,0,7
469,Bettella,d,MON,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0,20
470,Valzania,c,CRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0,19
471,Calabresi,d,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,0,17
472,Dijks,d,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,0,16
473,Magnani,d,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,2,13
474,Ruiz,c,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,18,0,2
475,Stulac,c,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,7,0,15
476,Meite',c,CRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,7,13,19
477,Rosati,p,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0,11
478,Scozzarella,c,MON,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,20
479,Pussetto,a,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,9,18
480,Kingsley,c,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0,16
481,Contini,p,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,18
482,Traore' Hj.,c,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,15,40,12
483,Winks,c,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,6,10,18
484,Arthur,c,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,0,7
485,Brancolini,p,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,17
486,Gaetano,c,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,2,2
487,Walukiewicz,d,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,8,15
488,Castrovilli,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,7,1,11
489,Ranieri L.,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,3,11
490,Gabbia,d,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,4,3
491,Agoume,c,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0,8
492,Carnesecchi,p,CRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,3,19
493,Fagioli,c,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,2,7
494,Bleve,p,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,17
495,Majer,c,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,0,17
496,Berardi A.,p,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,13
497,Obiang,c,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,2,12
498,Russo A.,p,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,12
499,Muldur,d,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,2,12
500,Gemello,p,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,6
501,Ampadu,d,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,6,12,14
502,Demme,c,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,5,2
503,Benkovic,d,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,0,4
504,Carles Perez,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,0,5
505,Bellanova,d,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,6,6,8
506,Maldini,c,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,5,14
507,Pirola,d,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,5,10
508,Lovato,d,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,7,10
509,Moro,a,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0,9
510,Horvath,c,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0,6
511,Calafiori,d,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0,5
512,Frabotta,d,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,0,17
513,Ravaglia,p,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,18
514,Damsgaard,c,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,13,0,18
515,Ferrer,d,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,3,14
516,Vignali,d,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0,14
517,Bartolomei,c,CRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0,19
518,Molina N.,d,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,15,0,4
519,Zoet,p,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,14
520,Boer,p,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,5
521,Leo' Sena,c,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0,14
522,Dest,d,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,10,3
523,Gasparini,p,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0,4
524,Ruggeri,d,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,1
525,Oddei,a,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,12
526,Kokorin,a,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0,11
527,Darboe,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,5
528,Bove,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,5
529,Amey,d,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,16
530,Urbanski,c,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,16
531,Raimondo,a,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,16
532,Bertini,c,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,9
533,Cortinovis,c,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,3,13
534,Furlan,p,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0,15
535,Ferrarini,d,MON,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,3,20
536,Kamenovic,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,9
537,Cavion,c,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0,10
538,Amian,d,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,6,14
539,Kornvig,c,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0,14
540,Di Mariano,a,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,0,17
541,Casale,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,7,8,9
542,Adamonis,p,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,9
543,Kechrida,d,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0,10
544,Kaio Jorge,a,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,7
545,Vina,d,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,2,5
546,Romero L.,c,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,9
547,Bianco,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,11
548,Yepes,c,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,1,18
549,Marfella,p,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,2
550,Sher,c,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,14
551,Zanoli,d,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,2,2
552,Zovko,p,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,14
553,Vranckx,c,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,6,12,3
554,Antiste,a,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,5,12
555,Theate,d,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,10,0,16
556,Molla,p,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0,16
557,Zima,d,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,6,6
558,Russo,p,SAL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0,10
559,Piana,p,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,4
560,Gondo,a,CRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,0,19
561,Podgoreanu,a,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,0,14
562,Viti,d,EMP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,6,0,15
563,Nguiamba,c,SPE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,14
564,Afena-Gyan,a,CRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,6,13,19
565,Soule',a,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,7
566,Volpato,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,1,5
