,Calciatore,Ruolo,Squadra,Partite Giocate,MV,FM,Gol,Gol Subiti,Rigori,Rigori Parati,Assist,Ammonizioni,Espulsioni,QA,ExpectedCost_1000,Classifica
45,Soriano,c,BOL,37,"6,28","7,05",9,0,0 / 0,0,4,5,0,22,-,13
46,Pasalic,c,ATA,20,"6,1","7,02",6,0,0 / 0,0,1,2,0,17,-,8
47,Politano,c,NAP,36,"6,22","7,01",9,0,0 / 0,0,3,3,0,24,-,3
48,Messias,a,CRO,36,"6,26","7,01",9,0,0 / 0,0,3,6,0,21,-,
49,Petagna,a,NAP,16,"6,06","7,0",4,0,0 / 0,0,3,0,0,16,-,3
50,Pussetto,a,UDI,11,"6,18","7,0",3,0,0 / 0,0,1,2,0,8,-,12
51,Pereiro,c,CAG,6,"5,83","7,0",2,0,0 / 0,0,1,0,0,8,-,18
52,Eyango,c,GEN,1,"6,0","7,0",0,0,0 / 0,0,1,0,0,1,-,19
53,Braaf,a,UDI,3,"6,0","7,0",1,0,0 / 0,0,0,0,0,4,-,12
54,Zalewski,c,ROM,1,"6,0","7,0",0,0,0 / 0,0,1,0,0,2,-,6
55,Miranchuk,c,ATA,16,"6,16","6,97",4,0,0 / 0,0,1,0,0,15,-,8
56,Sanabria,a,TOR,14,"5,89","6,96",5,0,0 / 0,0,1,2,0,12,-,10
57,Luis Alberto,c,LAZ,34,"6,22","6,94",9,0,0 / 0,0,0,5,0,23,-,5
58,Shomurodov,a,GEN,30,"6,1","6,92",8,0,0 / 0,0,1,1,0,20,-,19
59,Torregrossa,a,SAM,4,"6,12","6,88",1,0,0 / 0,0,0,0,0,6,-,15
60,Keita B.,a,SAM,22,"6,0","6,86",7,0,0 / 0,0,1,4,1,18,-,15
61,Pellegrini Lo.,c,ROM,33,"6,23","6,86",7,0,1 / 1,0,5,10,0,20,-,6
62,Dybala,a,JUV,19,"6,05","6,84",4,0,0 / 0,0,3,0,0,15,-,4
63,Gabbiadini,a,SAM,15,"6,13","6,83",3,0,1 / 1,0,2,1,0,18,-,15
64,Calhanoglu,c,MIL,33,"6,26","6,83",4,0,1 / 1,0,9,4,0,20,-,1
65,Hernandez T.,d,MIL,33,"6,18","6,83",7,0,0 / 0,0,5,9,0,21,-,1
66,Oddei,a,SAS,3,"6,17","6,83",0,0,0 / 0,0,2,0,0,1,-,11
67,Candreva,c,SAM,33,"6,17","6,82",5,0,2 / 2,0,7,1,0,22,-,15
68,Correa,a,LAZ,28,"5,91","6,82",8,0,1 / 1,0,3,1,1,20,-,5
69,Pobega,c,SPE,20,"6,05","6,8",6,0,0 / 0,0,0,6,0,13,-,16
70,Zappacosta,d,GEN,25,"6,28","6,78",4,0,0 / 0,0,2,3,0,17,-,19
71,Pandev,a,GEN,28,"6,0","6,77",7,0,1 / 1,0,3,5,0,18,-,19
72,Zaccagni,c,VER,35,"6,27","6,76",5,0,1 / 1,0,5,6,0,21,-,9
73,Dzeko,a,ROM,25,"5,96","6,76",7,0,0 / 1,0,3,2,0,17,-,6
74,Orsolini,a,BOL,31,"5,98","6,76",7,0,3 / 3,0,3,0,0,18,-,13
75,Galabinov,a,SPE,8,"6,0","6,75",3,0,0 / 1,0,0,0,0,5,-,16
76,Lammers,a,ATA,8,"6,0","6,75",2,0,0 / 0,0,0,0,0,7,-,8
77,Rafael Leao,a,MIL,29,"5,97","6,72",6,0,0 / 0,0,6,5,0,20,-,1
78,Kucka,c,PAR,28,"6,04","6,71",7,0,4 / 4,0,2,8,0,17,-,
79,Pereyra,c,UDI,34,"6,24","6,71",5,0,1 / 1,0,5,8,0,19,-,12
80,Barak,c,VER,34,"6,10","6,71",7,0,0 / 0,0,3,5,1,18,-,9
81,Pinamonti,a,INT,5,"6,1","6,7",1,0,0 / 0,0,0,0,0,6,-,2
82,Diaz B.,c,MIL,25,"6,14","6,7",4,0,0 / 0,0,3,2,0,14,-,1
83,Mihaila,a,PAR,15,"6,1","6,7",3,0,0 / 0,0,1,2,0,12,-,
84,Saponara,c,SPE,8,"6,06","6,69",2,0,0 / 0,0,0,0,1,7,-,16
85,Barrow,a,BOL,38,"5,92","6,68",8,0,0 / 1,0,8,0,0,19,-,13
86,Cuadrado,d,JUV,29,"6,33","6,66",2,0,1 / 1,0,9,9,1,16,-,4
87,Barella,c,INT,36,"6,33","6,65",3,0,0 / 0,0,5,5,0,17,-,2
88,Dimarco,d,VER,35,"6,21","6,64",5,0,0 / 0,0,3,6,0,16,-,9
89,Darmian,d,INT,22,"6,18","6,64",3,0,0 / 0,0,3,5,0,14,-,2
90,Palacio,a,BOL,33,"6,08","6,61",5,0,0 / 0,0,5,5,0,15,-,13
91,Pavoletti,a,CAG,23,"6,09","6,59",4,0,0 / 0,0,3,8,0,14,-,18
92,Freuler,c,ATA,33,"6,38","6,59",2,0,0 / 0,0,3,5,0,17,-,8
93,Skriniar,d,INT,32,"6,33","6,59",3,0,0 / 0,0,0,1,0,17,-,2
94,Man,a,PAR,11,"6,0","6,59",2,0,0 / 0,0,1,1,0,9,-,
95,Spinazzola,d,ROM,26,"6,27","6,58",2,0,0 / 0,0,4,0,0,12,-,6
96,Mckennie,c,JUV,33,"6,14","6,58",5,0,0 / 0,0,2,5,0,18,-,4
97,Verre,c,SAM,22,"6,07","6,55",3,0,0 / 0,0,3,3,0,12,-,15
98,Sau,a,BEN,20,"5,92","6,55",4,0,1 / 1,0,2,1,1,10,-,
99,Locatelli,c,SAS,34,"6,28","6,53",4,0,2 / 2,0,1,9,0,16,-,11
100,Bremer,d,TOR,33,"6,11","6,53",5,0,0 / 0,0,0,2,0,15,-,10
101,Traore' Hj.,c,SAS,32,"6,09","6,53",5,0,0 / 0,0,2,6,0,15,-,11
102,Gagliardini,c,INT,22,"6,07","6,52",3,0,0 / 0,0,2,2,0,11,-,2
103,Djuricic,c,SAS,30,"6,0","6,52",5,0,1 / 1,0,3,5,0,16,-,11
104,Ramsey,c,JUV,20,"6,08","6,52",2,0,0 / 0,0,4,2,0,12,-,4
105,Eriksen,c,INT,23,"6,15","6,52",3,0,0 / 0,0,0,1,0,15,-,2
106,Letizia,d,BEN,22,"6,09","6,5",3,0,0 / 0,0,1,2,0,10,-,
107,Dermaku,d,PAR,1,"6,5","6,5",0,0,0 / 0,0,0,0,0,3,-,
108,Capradossi,d,SPE,1,"6,5","6,5",0,0,0 / 0,0,0,0,0,3,-,16
109,Pegolo,p,SAS,1,"6,5","6,5",0,0,0 / 0,0,0,0,0,1,-,11
110,Favilli,a,VER,10,"5,95","6,5",2,0,0 / 0,0,0,1,0,5,-,9
111,Edera,a,TOR,1,"6,5","6,5",0,0,0 / 0,0,0,0,0,2,-,10
112,Lapadula,a,BEN,37,"5,91","6,5",8,0,0 / 1,0,2,2,0,15,-,
113,Paz,d,BOL,6,"6,0","6,5",1,0,0 / 0,0,0,0,0,8,-,13
114,Letica,p,SAM,1,"6,5","6,5",0,0,0 / 0,0,0,0,0,3,-,15
115,Demme,c,NAP,21,"6,26","6,5",2,0,0 / 0,0,2,6,0,13,-,3
116,Crespi,p,CRO,1,"6,5","6,5",0,0,0 / 0,0,0,0,0,3,-,
117,Kallon,a,GEN,1,"6,5","6,5",0,0,0 / 0,0,0,0,0,2,-,19
118,Lazovic,c,VER,31,"6,05","6,48",3,0,0 / 0,0,6,3,0,16,-,9
119,Jankto,c,SAM,33,"5,92","6,48",6,0,0 / 0,0,3,6,0,15,-,15
120,Bonazzoli,a,TOR,15,"5,9","6,47",2,0,0 / 0,0,3,2,0,9,-,10
121,Faraoni,d,VER,34,"6,07","6,46",4,0,0 / 0,0,5,8,0,14,-,9
122,Caprari,a,BEN,30,"5,93","6,45",5,0,0 / 1,0,6,3,1,15,-,
123,Boga,a,SAS,27,"5,96","6,44",4,0,0 / 0,0,1,0,0,14,-,11
124,Romero,d,ATA,31,"6,34","6,44",2,0,0 / 0,0,2,10,0,15,-,8
125,Hernani,c,PAR,31,"5,84","6,44",7,0,1 / 1,0,3,11,0,14,-,
126,Nestorovski,a,UDI,15,"5,97","6,43",2,0,0 / 0,0,1,1,0,9,-,12
127,Hateboer,d,ATA,22,"6,16","6,41",2,0,0 / 0,0,1,3,0,10,-,8
128,Kulusevski,c,JUV,34,"6,07","6,41",4,0,0 / 0,0,3,7,0,16,-,4
129,Tomori,d,MIL,17,"6,24","6,41",1,0,0 / 0,0,0,0,0,12,-,1
130,Ribery,a,FIO,29,"6,12","6,40",2,0,0 / 0,0,6,6,1,13,-,7
131,Pessina,c,ATA,26,"6,17","6,40",2,0,0 / 0,0,1,2,0,14,-,8
132,Nuytinck,d,UDI,19,"6,26","6,39",1,0,0 / 0,0,0,1,0,12,-,12
133,Simeone,a,CAG,29,"5,74","6,38",6,0,0 / 0,0,1,1,0,12,-,18
134,Deulofeu,a,UDI,12,"6,04","6,38",1,0,0 / 0,0,1,0,0,4,-,12
135,Mancini,d,ROM,33,"6,11","6,38",4,0,0 / 0,0,2,10,0,14,-,6
136,Pedro,a,ROM,26,"5,83","6,38",5,0,0 / 0,0,2,3,1,12,-,6
137,Svanberg,c,BOL,32,"5,97","6,38",5,0,0 / 0,0,2,6,1,13,-,13
138,Danilo,d,JUV,34,"6,26","6,38",1,0,0 / 0,0,4,6,0,15,-,4
139,Gyasi,a,SPE,36,"5,93","6,38",4,0,0 / 0,0,6,4,0,13,-,16
140,Hauge,a,MIL,12,"5,88","6,38",2,0,0 / 0,0,0,0,0,5,-,1
141,Miguel Veloso,c,VER,19,"5,97","6,37",2,0,2 / 2,0,2,1,0,10,-,9
142,Okaka,a,UDI,22,"5,82","6,36",4,0,0 / 0,0,1,2,0,13,-,12
143,Brozovic,c,INT,33,"6,12","6,35",2,0,0 / 0,0,6,7,1,15,-,2
144,Damsgaard,c,SAM,30,"6,07","6,35",2,0,0 / 0,0,4,3,0,12,-,15
145,Maggiore,c,SPE,32,"6,08","6,34",3,0,0 / 0,0,1,3,0,14,-,16
146,Ansaldi,d,TOR,26,"6,04","6,33",1,0,1 / 1,0,5,1,0,13,-,10
147,Farias,a,SPE,26,"5,88","6,33",4,0,0 / 0,0,2,5,0,12,-,16
148,Castrovilli,c,FIO,32,"5,92","6,33",5,0,0 / 0,0,3,8,1,14,-,7
149,Defrel,a,SAS,28,"5,95","6,32",3,0,0 / 0,0,2,1,0,12,-,11
150,Zaza,a,TOR,26,"5,69","6,31",6,0,0 / 0,0,0,4,0,14,-,10
151,De Vrij,d,INT,32,"6,25","6,31",1,0,0 / 0,0,0,2,0,13,-,2
152,Perisic,c,INT,31,"5,90","6,31",4,0,0 / 0,0,2,3,0,11,-,2
153,Carles Perez,a,ROM,16,"5,88","6,31",2,0,0 / 0,0,1,0,0,9,-,6
154,Iago Falque,a,BEN,10,"5,9","6,3",1,0,0 / 0,0,1,0,0,6,-,
155,Lazzari,c,LAZ,32,"6,08","6,30",2,0,0 / 0,0,5,2,1,13,-,5
156,Sottil,c,CAG,20,"6,02","6,3",2,0,0 / 0,0,1,3,0,6,-,18
157,Molina N.,d,UDI,25,"5,88","6,3",2,0,0 / 0,0,5,1,0,12,-,12
158,Ruiz,c,NAP,32,"6,02","6,28",3,0,0 / 0,0,0,1,0,12,-,3
159,Nandez,c,CAG,32,"6,14","6,28",2,0,0 / 0,0,3,7,1,12,-,18
160,Calabria,d,MIL,32,"6,22","6,27",2,0,0 / 0,0,1,7,0,12,-,1
161,Sansone,a,BOL,22,"5,93","6,27",2,0,0 / 0,0,2,2,0,11,-,13
162,Kjaer,d,MIL,28,"6,29","6,27",0,0,0 / 0,0,1,3,0,12,-,1
163,De Ligt,d,JUV,25,"6,18","6,26",1,0,0 / 0,0,1,4,0,12,-,4
164,Marin,c,CAG,37,"5,96","6,26",3,0,0 / 0,0,5,6,0,12,-,18
165,Ranocchia,d,INT,8,"6,25","6,25",0,0,0 / 0,0,1,2,0,6,-,2
166,Bonaventura,c,FIO,32,"5,98","6,25",3,0,0 / 0,0,2,5,0,11,-,7
167,Santander,a,BOL,2,"5,75","6,25",0,0,0 / 0,0,1,0,0,1,-,13
168,Badelj,c,GEN,29,"6,16","6,24",1,0,0 / 0,0,3,7,0,11,-,19
169,Izzo,d,TOR,25,"6,06","6,24",2,0,0 / 0,0,0,3,0,11,-,10
170,Gervinho,a,PAR,27,"5,65","6,24",5,0,0 / 0,0,1,0,0,11,-,
171,Mandragora,c,TOR,27,"5,96","6,24",3,0,0 / 0,0,1,3,1,11,-,10
172,Skov Olsen,a,BOL,25,"5,9","6,24",2,0,0 / 0,0,3,1,0,12,-,13
173,Young,d,INT,22,"6,0","6,23",1,0,0 / 0,0,4,4,0,7,-,2
174,Brunetta,c,PAR,11,"5,91","6,23",1,0,0 / 0,0,2,3,0,5,-,
175,Karsdorp,d,ROM,34,"5,99","6,22",1,0,0 / 0,0,6,2,0,14,-,6
176,Di Lorenzo,d,NAP,36,"6,04","6,22",3,0,0 / 0,0,3,11,0,11,-,3
177,Eysseric,c,FIO,14,"5,86","6,21",2,0,0 / 0,0,0,2,0,9,-,7
178,Rrahmani,d,NAP,14,"6,07","6,21",1,0,0 / 0,0,0,2,0,9,-,3
179,Bastoni S.,d,SPE,21,"5,95","6,21",1,0,0 / 0,0,6,7,0,9,-,16
180,Vignato,a,BOL,25,"6,0","6,2",1,0,0 / 0,0,4,4,0,9,-,13
181,Erlic,d,SPE,22,"5,89","6,20",3,0,0 / 0,0,1,6,0,7,-,16
182,Ouwejan,d,UDI,10,"6,0","6,2",0,0,0 / 0,0,2,0,0,4,-,12
183,De Roon,c,ATA,35,"6,2","6,19",1,0,0 / 0,0,1,7,1,11,-,8
184,Pezzella Giu.,d,PAR,24,"6,04","6,19",1,0,0 / 0,0,4,7,0,9,-,
185,Salcedo E.,a,VER,16,"5,84","6,19",2,0,0 / 0,0,1,3,0,8,-,9
186,Elmas,c,NAP,21,"5,90","6,19",2,0,0 / 0,0,1,2,0,8,-,3
187,Thorsby,c,SAM,33,"6,03","6,18",3,0,0 / 0,0,1,10,0,11,-,15
188,Pelle',a,PAR,11,"5,77","6,18",1,0,0 / 0,0,2,1,0,9,-,
189,Alex Sandro,d,JUV,24,"6,0","6,17",2,0,0 / 0,0,1,2,0,11,-,4
190,Pastore,c,ROM,3,"6,17","6,17",0,0,0 / 0,0,0,0,0,3,-,6
191,Rabiot,c,JUV,33,"5,88","6,17",4,0,0 / 0,0,1,5,1,10,-,4
192,Yoshida,d,SAM,29,"6,07","6,17",1,0,0 / 0,0,2,5,0,11,-,15
193,Saelemaekers,c,MIL,32,"5,95","6,16",2,0,0 / 0,0,4,5,1,11,-,1
194,Ilic,c,VER,28,"5,98","6,16",2,0,0 / 0,0,0,2,0,10,-,9
195,Palomino,d,ATA,31,"6,06","6,15",1,0,0 / 0,0,1,3,0,9,-,8
196,Bakayoko,c,NAP,26,"6,04","6,15",2,0,0 / 0,0,0,4,1,8,-,3
197,Cerri,a,CAG,11,"5,86","6,14",1,0,0 / 0,0,0,1,0,5,-,18
198,Bourabia,c,SAS,11,"5,91","6,14",1,0,0 / 0,0,0,2,0,3,-,11
199,Nainggolan,c,CAG,23,"6,11","6,13",1,0,0 / 0,0,0,5,0,11,-,18
200,Buffon,p,JUV,8,"6,38","6,12",0,5,0 / 0,1,0,0,0,7,-,4
201,Rugani,d,CAG,12,"5,88","6,12",1,0,0 / 0,0,1,2,0,6,-,18
202,Tello,c,BEN,12,"5,92","6,12",1,0,0 / 0,0,0,2,0,4,-,
203,Pjaca,a,GEN,29,"5,74","6,12",3,0,0 / 0,0,2,0,0,10,-,19
204,Vidal,c,INT,20,"6,05","6,12",1,0,0 / 0,0,0,3,0,9,-,2
205,Terracciano,p,FIO,4,"6,38","6,12",0,4,0 / 0,1,0,0,0,8,-,7
206,Insigne R.,a,BEN,28,"5,80","6,12",2,0,0 / 0,0,4,2,0,11,-,
207,Strootman,c,GEN,18,"6,14","6,11",0,0,0 / 0,0,3,7,0,10,-,19
208,Gaich,a,BEN,14,"5,68","6,11",2,0,0 / 0,0,0,1,0,11,-,
209,Bonucci,d,JUV,25,"5,92","6,1",2,0,0 / 0,0,0,3,0,9,-,4
210,Kalulu,d,MIL,10,"5,85","6,1",1,0,0 / 0,0,0,1,0,3,-,1
211,Djimsiti,d,ATA,33,"6,15","6,09",0,0,0 / 0,0,2,8,0,10,-,8
212,Stryger Larsen,d,UDI,32,"5,91","6,09",2,0,0 / 0,0,0,0,0,8,-,12
213,Criscito,d,GEN,22,"6,09","6,09",1,0,1 / 1,0,0,6,0,8,-,19
214,Colley,d,SAM,29,"5,98","6,09",2,0,0 / 0,0,0,6,0,9,-,15
215,Ismajli,d,SPE,16,"5,94","6,09",1,0,0 / 0,0,1,1,1,6,-,16
216,Arslan,c,UDI,29,"5,93","6,09",3,0,0 / 0,0,0,9,0,8,-,12
217,Tomiyasu,d,BOL,31,"6,02","6,08",2,0,0 / 0,0,0,4,0,8,-,13
218,Maehle,d,ATA,18,"5,97","6,08",0,0,0 / 0,0,2,0,0,7,-,8
219,Karamoh,a,PAR,21,"5,76","6,07",2,0,0 / 0,0,1,3,0,6,-,
220,Lykogiannis,d,CAG,30,"5,77","6,07",4,0,0 / 0,0,2,6,2,9,-,18
221,Reca,d,CRO,30,"5,92","6,07",2,0,0 / 0,0,2,7,0,8,-,
222,Krunic,c,MIL,17,"5,82","6,06",1,0,0 / 0,0,2,3,0,6,-,1
223,Bastoni,d,INT,33,"6,09","6,06",0,0,0 / 0,0,2,6,0,11,-,2
224,Arthur,c,JUV,20,"5,98","6,05",1,0,0 / 0,0,0,3,0,7,-,4
225,Demiral,d,JUV,11,"6,0","6,05",0,0,0 / 0,0,1,1,0,4,-,4
226,Colley E.,a,VER,19,"5,92","6,05",1,0,0 / 0,0,0,1,0,5,-,9
227,Brugman,c,PAR,24,"6,02","6,04",1,0,0 / 0,0,1,7,0,7,-,
228,Lopez M.,c,SAS,28,"5,95","6,04",2,0,0 / 0,0,0,7,0,8,-,11
229,Singo,d,TOR,27,"5,93","6,04",1,0,0 / 0,0,2,2,1,8,-,10
230,Ferrari G.,d,SAS,34,"6,07","6,03",0,0,0 / 0,0,2,7,0,10,-,11
231,Lukic,c,TOR,32,"5,81","6,03",3,0,0 / 0,0,0,4,0,10,-,10
232,Vojvoda,d,TOR,19,"5,71","6,03",2,0,0 / 0,0,2,4,0,7,-,10
233,Leo' Sena,c,SPE,15,"6,03","6,03",0,0,0 / 0,0,0,0,0,6,-,16
234,Gunter,d,VER,25,"6,02","6,02",0,0,0 / 0,0,2,4,0,7,-,9
235,Meite',c,MIL,26,"5,88","6,02",1,0,0 / 0,0,1,2,0,7,-,1
236,Agudelo,c,SPE,27,"5,91","6,02",1,0,0 / 0,0,2,4,0,7,-,16
237,Tameze,c,VER,32,"6,02","6,02",1,0,0 / 0,0,0,6,0,8,-,9
238,Kurtic,c,PAR,34,"5,74","6,01",4,0,0 / 0,0,0,5,0,9,-,
239,Biraghi,d,FIO,35,"5,9","6,01",1,0,0 / 0,0,5,8,0,10,-,7
240,Mattiello,d,SPE,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,2,-,16
241,Bessa,c,VER,13,"5,88","6,0",0,0,0 / 0,0,2,1,0,6,-,9
242,De Sciglio,d,JUV,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,5,-,4
243,Ghoulam,d,NAP,8,"6,06","6,0",0,0,0 / 0,0,0,1,0,2,-,3
244,Kalinic,a,VER,17,"5,71","6,0",2,0,0 / 0,0,0,2,0,5,-,9
245,Festa,p,CRO,1,"7,0","6,0",0,1,0 / 0,0,0,0,0,3,-,
246,Parigini,c,GEN,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,-,19
247,Fazio,d,ROM,5,"5,6","6,0",1,0,0 / 0,0,0,2,0,4,-,6
248,Olivera M.,d,FIO,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,2,-,7
249,Zajc,c,GEN,31,"5,87","6,0",1,0,0 / 0,0,3,4,0,9,-,19
250,Coulibaly M.,c,UDI,2,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,-,12
251,Douglas Costa,c,JUV,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,12,-,4
252,Calabresi,d,CAG,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,-,18
253,Dalot,d,MIL,17,"5,88","6,0",1,0,0 / 0,0,1,4,0,7,-,1
254,Schiappacasse,a,SAS,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,-,11
255,Millico,a,TOR,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,-,10
256,Juwara,a,BOL,1,"6,0","6,0",0,0,0 / 0,0,0,1,0,1,-,13
257,Augello,d,SAM,37,"5,89","6,0",1,0,0 / 0,0,3,2,1,10,-,15
258,Fagioli,c,JUV,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,-,4
259,Berardi A.,p,VER,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,3,-,9
260,Duarte,d,MIL,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,-,1
261,Soumaoro,d,BOL,20,"5,95","6,0",1,0,0 / 0,0,0,4,0,7,-,13
262,Gomelt,c,CRO,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,-,
263,Bartolomei,c,SPE,5,"5,9","6,0",0,0,0 / 0,0,1,1,0,3,-,16
264,Vulic,c,CRO,23,"5,87","6,0",1,0,0 / 0,0,1,2,0,5,-,
265,Forestieri,a,UDI,17,"5,79","6,0",1,0,0 / 0,0,1,1,0,8,-,12
266,Gojak,c,TOR,11,"5,68","6,0",1,0,0 / 0,0,1,1,0,4,-,10
267,Pastina,d,BEN,3,"5,83","6,0",0,0,0 / 0,0,1,1,0,2,-,
268,Zagaritis,d,PAR,2,"6,0","6,0",0,0,0 / 0,0,0,0,0,2,-,
269,Camara D.,c,PAR,1,"6,0","6,0",0,0,0 / 0,0,0,0,0,1,-,
270,Milenkovic,d,FIO,34,"5,85","5,99",3,0,0 / 0,0,0,7,1,9,-,7
271,Marusic,c,LAZ,36,"5,83","5,99",2,0,0 / 0,0,3,3,0,7,-,5
272,Romagnoli,d,MIL,22,"5,95","5,98",1,0,0 / 0,0,1,7,0,6,-,1
273,Ekdal,c,SAM,30,"5,9","5,98",2,0,0 / 0,0,1,9,0,7,-,15
274,Godin,d,CAG,28,"5,93","5,98",1,0,0 / 0,0,0,3,0,8,-,18
275,Lasagna,a,VER,34,"5,63","5,97",4,0,0 / 0,0,0,1,0,8,-,9
276,Toloi,d,ATA,31,"5,94","5,97",2,0,0 / 0,0,0,10,0,8,-,8
277,Samir,d,UDI,29,"5,97","5,97",1,0,0 / 0,0,0,6,0,7,-,12
278,Schouten,c,BOL,34,"6,0","5,97",1,0,0 / 0,0,1,8,1,7,-,13
279,Adrien Silva,c,SAM,23,"5,93","5,96",1,0,0 / 0,0,1,6,1,6,-,15
280,Smalling,d,ROM,14,"6,0","5,96",0,0,0 / 0,0,1,3,0,4,-,6
281,Hysaj,d,NAP,21,"5,95","5,95",0,0,0 / 0,0,1,2,0,7,-,3
282,Poli,c,BOL,10,"5,9","5,95",1,0,0 / 0,0,0,1,0,3,-,13
