,Calciatore,Ruolo,Squadra,Partite Giocate,MV,FM,Gol,Gol Subiti,Rigori,Rigori Parati,Assist,Ammonizioni,Espulsioni,QA,ExpectedCost_1000,Classifica
283,Agoume,c,SPE,10,"6,05","5,95",0,0,0 / 0,0,0,2,0,2,-,16
284,Zappa,d,CAG,31,"5,87","5,95",0,0,0 / 0,0,4,3,0,7,-,18
285,Caldirola,d,BEN,22,"5,80","5,95",2,0,0 / 0,0,0,3,1,6,-,
286,Koulibaly,d,NAP,26,"6,13","5,94",0,0,0 / 0,0,0,8,1,8,-,3
287,El Shaarawy,a,ROM,9,"5,67","5,94",1,0,0 / 0,0,0,1,0,10,-,6
288,Sensi,c,INT,16,"6,03","5,94",0,0,0 / 0,0,0,1,1,5,-,2
289,Bereszynski,d,SAM,31,"5,87","5,94",1,0,0 / 0,0,0,2,0,7,-,15
290,Melegoni,c,GEN,9,"6,0","5,94",0,0,0 / 0,0,0,1,0,4,-,19
291,Riviere,a,CRO,14,"5,71","5,93",1,0,0 / 0,0,1,2,0,4,-,
292,Mario Rui,d,NAP,24,"5,94","5,92",0,0,0 / 0,0,1,4,0,5,-,3
293,Rovella,c,GEN,18,"5,92","5,92",0,0,0 / 0,0,2,4,0,5,-,19
294,Ruegg,d,VER,6,"5,92","5,92",0,0,0 / 0,0,0,0,0,1,-,9
295,Medel,c,BOL,11,"5,86","5,91",0,0,0 / 0,0,1,1,0,2,-,13
296,Czyborra,d,GEN,17,"5,79","5,91",1,0,0 / 0,0,0,2,0,4,-,19
297,Ricci M.,c,SPE,28,"5,96","5,91",0,0,0 / 0,0,1,5,0,8,-,16
298,Hetemaj,c,BEN,29,"5,91","5,90",0,0,0 / 0,0,2,5,0,7,-,
299,Caceres,d,FIO,26,"5,67","5,90",2,0,0 / 0,0,2,4,0,6,-,7
300,Bruno Peres,d,ROM,26,"5,83","5,90",1,0,0 / 0,0,2,6,0,6,-,6
301,Molina S.,c,CRO,29,"5,81","5,90",1,0,0 / 0,0,2,1,0,8,-,
302,Udogie,d,VER,5,"6,0","5,9",0,0,0 / 0,0,0,1,0,2,-,9
303,Ghiglione,d,GEN,23,"5,80","5,89",0,0,0 / 0,0,4,4,0,6,-,19
304,Acerbi,d,LAZ,32,"6,0","5,89",0,0,0 / 0,0,1,7,1,9,-,5
305,Rog,c,CAG,14,"5,96","5,89",0,0,0 / 0,0,0,2,0,2,-,18
306,Ramirez,c,SAM,23,"5,87","5,89",0,0,0 / 0,0,3,5,0,8,-,15
307,Leris,c,SAM,9,"5,94","5,89",0,0,0 / 0,0,0,1,0,3,-,15
308,Villar,c,ROM,28,"5,98","5,89",0,0,0 / 0,0,1,7,0,6,-,6
309,Martinez Quarta,d,FIO,19,"5,89","5,89",1,0,0 / 0,0,0,4,1,5,-,7
310,Gagliolo,d,PAR,26,"5,77","5,88",2,0,0 / 0,0,0,6,0,5,-,
311,Pulgar,c,FIO,29,"5,81","5,88",1,0,0 / 0,0,3,8,0,7,-,7
312,Musacchio,d,LAZ,4,"6,0","5,88",0,0,0 / 0,0,0,2,0,1,-,5
313,Schiattarella,c,BEN,28,"6,02","5,88",1,0,0 / 0,0,1,14,1,4,-,
314,Castillejo,c,MIL,24,"5,83","5,88",1,0,0 / 0,0,0,5,0,6,-,1
315,Kyriakopoulos,d,SAS,21,"5,81","5,88",1,0,0 / 0,0,0,1,1,5,-,11
316,Radu,d,LAZ,31,"5,81","5,87",0,0,0 / 0,0,3,2,0,7,-,5
317,Estevez,c,SPE,27,"5,89","5,87",0,0,0 / 0,0,3,7,0,6,-,16
318,Mbaye,d,BOL,7,"5,57","5,86",1,0,0 / 0,0,0,2,0,2,-,13
319,Asamoah,d,CAG,7,"5,86","5,86",0,0,0 / 0,0,0,0,0,4,-,18
320,Verdi,c,TOR,32,"5,70","5,86",1,0,0 / 0,0,5,6,0,8,-,10
321,Manolas,d,NAP,29,"5,95","5,86",0,0,0 / 0,0,0,5,0,7,-,3
322,De Silvestri,d,BOL,28,"5,71","5,86",2,0,0 / 0,0,0,4,0,6,-,13
323,Murru,d,TOR,11,"5,86","5,86",0,0,0 / 0,0,0,0,0,1,-,10
324,Rincon,c,TOR,36,"5,88","5,85",1,0,0 / 0,0,1,8,1,8,-,10
325,Benali,c,CRO,17,"5,85","5,85",0,0,0 / 0,0,1,2,0,4,-,
326,Duncan,c,CAG,17,"5,82","5,85",0,0,0 / 0,0,1,2,0,4,-,18
327,Baselli,c,TOR,10,"5,95","5,85",0,0,0 / 0,0,0,2,0,4,-,10
328,Cristante,c,ROM,31,"5,90","5,85",1,0,0 / 0,0,1,8,0,6,-,6
329,Kouame',a,FIO,23,"5,72","5,85",1,0,0 / 0,0,1,4,0,4,-,7
330,Pereira A.,c,LAZ,17,"5,76","5,85",1,0,0 / 0,0,2,5,1,6,-,5
331,Muldur,d,SAS,27,"5,85","5,85",0,0,0 / 0,0,1,2,0,7,-,11
332,Dominguez,c,BOL,26,"5,88","5,85",1,0,0 / 0,0,0,8,0,5,-,13
333,Lovato,d,VER,23,"5,96","5,85",0,0,0 / 0,0,0,5,0,3,-,9
334,Chiellini,d,JUV,16,"6,03","5,84",0,0,0 / 0,0,1,4,0,6,-,4
335,Bentancur,c,JUV,32,"5,88","5,84",0,0,0 / 0,0,3,6,1,8,-,4
336,Bonifazi,d,UDI,28,"5,91","5,84",0,0,0 / 0,0,0,4,0,7,-,12
337,Zanellato,c,CRO,25,"5,72","5,84",1,0,0 / 0,0,1,3,0,6,-,
338,Walace,c,UDI,28,"5,91","5,84",0,0,0 / 0,0,0,4,0,7,-,12
339,Chiriches,d,SAS,23,"5,74","5,83",2,0,0 / 0,0,1,6,0,6,-,11
340,Rogerio,d,SAS,26,"5,90","5,83",0,0,0 / 0,0,0,4,0,5,-,11
341,Lobotka,c,NAP,6,"6,0","5,83",0,0,0 / 0,0,0,2,0,2,-,3
342,Oliva,c,CAG,6,"5,83","5,83",0,0,0 / 0,0,1,2,0,3,-,18
343,Askildsen,c,SAM,3,"6,0","5,83",0,0,0 / 0,0,0,2,0,2,-,15
344,Tonelli,d,SAM,22,"5,93","5,82",1,0,0 / 0,0,0,11,0,5,-,15
345,De Maio,d,UDI,11,"5,82","5,82",0,0,0 / 0,0,0,1,0,2,-,12
346,Ionita,c,BEN,36,"5,74","5,82",2,0,0 / 0,0,0,6,0,6,-,
347,Lirola,d,FIO,11,"5,86","5,82",0,0,0 / 0,0,1,3,0,6,-,7
348,Parolo,c,LAZ,13,"5,81","5,81",0,0,0 / 0,0,2,5,0,3,-,5
349,Cornelius,a,PAR,29,"5,64","5,81",1,0,0 / 0,0,4,4,0,6,-,
350,Behrami,c,GEN,21,"5,88","5,81",0,0,0 / 0,0,0,1,1,5,-,19
351,Moncini,a,BEN,8,"5,81","5,81",0,0,0 / 0,0,0,0,0,2,-,
352,Toljan,d,SAS,24,"5,77","5,81",0,0,0 / 0,0,2,2,0,6,-,11
353,Ferrer,d,SPE,16,"5,88","5,81",0,0,0 / 0,0,1,4,0,3,-,16
354,Diawara,c,ROM,10,"5,7","5,8",1,0,0 / 0,0,0,2,1,4,-,6
355,Llorente,a,UDI,15,"5,67","5,8",1,0,0 / 0,0,0,2,0,5,-,12
356,Rodrigo Becao,d,UDI,33,"5,79","5,80",1,0,0 / 0,0,0,5,0,7,-,12
357,Bernardeschi,c,JUV,21,"5,76","5,79",0,0,0 / 0,0,2,3,0,4,-,4
358,Glik,d,BEN,36,"5,78","5,79",2,0,0 / 0,0,1,7,1,5,-,
359,Bennacer,c,MIL,21,"5,83","5,79",0,0,0 / 0,0,1,4,0,5,-,1
360,Kumbulla,d,ROM,19,"5,82","5,79",1,0,0 / 0,0,0,7,0,4,-,6
361,Sohm,c,PAR,17,"5,65","5,79",1,0,0 / 0,0,0,1,0,3,-,
362,N'koulou,d,TOR,18,"5,75","5,78",1,0,0 / 0,0,0,5,0,3,-,10
363,Magnani,d,VER,23,"6,04","5,78",0,0,0 / 0,0,0,8,0,5,-,9
364,Lerager,c,GEN,16,"5,72","5,78",0,0,0 / 0,0,1,0,0,6,-,19
365,Obiang,c,SAS,25,"5,86","5,78",0,0,0 / 0,0,1,4,1,4,-,11
366,Callejon,c,FIO,15,"5,7","5,77",0,0,0 / 0,0,1,0,0,4,-,7
367,Marchizza,d,SPE,22,"5,77","5,77",0,0,0 / 0,0,2,4,0,5,-,16
368,Makengo,c,UDI,13,"5,81","5,77",0,0,0 / 0,0,0,1,0,3,-,12
369,Ceppitelli,d,CAG,19,"5,84","5,76",0,0,0 / 0,0,0,3,0,4,-,18
370,Juan Jesus,d,ROM,4,"5,75","5,75",0,0,0 / 0,0,0,0,0,2,-,6
371,Lulic,c,LAZ,16,"5,78","5,75",0,0,0 / 0,0,0,1,0,5,-,5
372,Dezi,c,PAR,2,"5,75","5,75",0,0,0 / 0,0,0,0,0,1,-,
373,Goldaniga,d,GEN,24,"5,88","5,75",0,0,0 / 0,0,1,8,0,4,-,19
374,Siligardi,a,CRO,4,"5,75","5,75",0,0,0 / 0,0,0,0,0,1,-,
375,Pereira P.,d,CRO,34,"5,72","5,75",0,0,0 / 0,0,4,6,0,6,-,
376,Caldara,d,ATA,4,"5,88","5,75",0,0,0 / 0,0,0,1,0,1,-,8
377,Barreca,d,FIO,2,"5,75","5,75",0,0,0 / 0,0,0,0,0,1,-,7
378,Bastos,d,LAZ,2,"5,75","5,75",0,0,0 / 0,0,0,0,0,5,-,5
379,Berenguer,c,TOR,2,"5,75","5,75",0,0,0 / 0,0,0,0,0,8,-,10
380,Mora,c,SPE,2,"5,75","5,75",0,0,0 / 0,0,0,0,0,1,-,16
381,Crociata,c,CRO,2,"5,75","5,75",0,0,0 / 0,0,0,0,0,1,-,
382,Vieira,c,VER,4,"5,88","5,75",0,0,0 / 0,0,0,1,0,1,-,9
383,Zeegelaar,d,UDI,24,"5,75","5,75",1,0,0 / 0,0,0,6,0,5,-,12
384,Ibanez,d,ROM,30,"5,9","5,75",0,0,0 / 0,0,1,5,1,4,-,6
385,Cetin,d,VER,6,"5,83","5,75",0,0,0 / 0,0,0,1,0,2,-,9
386,Sutalo,d,ATA,4,"5,75","5,75",0,0,0 / 0,0,0,0,0,1,-,8
387,Colombo,a,MIL,2,"5,75","5,75",0,0,0 / 0,0,0,0,0,1,-,1
388,Segre,c,TOR,4,"5,88","5,75",0,0,0 / 0,0,0,1,0,2,-,10
389,Tramoni M.,c,CAG,2,"5,75","5,75",0,0,0 / 0,0,0,1,0,2,-,18
390,Di Serio,a,BEN,8,"5,75","5,75",0,0,0 / 0,0,0,1,0,2,-,
391,Ricci G.,d,PAR,2,"5,75","5,75",0,0,0 / 0,0,0,0,0,2,-,
392,Darboe,c,ROM,4,"6,0","5,75",0,0,0 / 0,0,0,2,0,3,-,6
393,Escalante,c,LAZ,19,"5,87","5,74",0,0,0 / 0,0,0,5,0,3,-,5
394,Radovanovic,c,GEN,30,"5,82","5,73",0,0,0 / 0,0,0,6,0,4,-,19
395,Sturaro,c,VER,15,"5,73","5,73",1,0,0 / 0,0,0,6,0,4,-,9
396,Biraschi,d,GEN,13,"5,81","5,73",0,0,0 / 0,0,0,2,0,4,-,19
397,Pezzella Ger.,d,FIO,32,"5,72","5,73",1,0,0 / 0,0,0,5,0,6,-,7
398,Ayhan,d,SAS,13,"5,81","5,73",0,0,0 / 0,0,0,2,0,2,-,11
399,Djidji,d,CRO,18,"5,67","5,72",1,0,0 / 0,0,0,4,0,5,-,
400,Amrabat,c,FIO,29,"5,84","5,72",0,0,0 / 0,0,0,7,0,5,-,7
401,Akpa Akpro,c,LAZ,25,"5,86","5,72",0,0,0 / 0,0,1,9,0,5,-,5
402,Cigarini,c,CRO,14,"5,89","5,71",0,0,0 / 0,0,0,3,1,5,-,
403,Zapata C.,d,GEN,12,"5,79","5,71",0,0,0 / 0,0,0,2,0,3,-,19
404,Terzi,d,SPE,24,"5,73","5,71",1,0,0 / 0,0,1,7,1,4,-,16
405,Cutrone,a,FIO,7,"5,71","5,71",0,0,0 / 0,0,0,0,0,5,-,7
406,Walukiewicz,d,CAG,19,"5,68","5,71",0,0,0 / 0,0,1,1,0,1,-,18
407,Gabbia,d,MIL,7,"5,86","5,71",0,0,0 / 0,0,0,2,0,1,-,1
408,Ferrari A.,d,SAM,10,"5,85","5,7",0,0,0 / 0,0,0,3,0,3,-,15
409,Portanova,c,GEN,5,"5,8","5,7",0,0,0 / 0,0,0,1,0,2,-,19
410,Dawidowicz,d,VER,27,"5,85","5,70",0,0,0 / 0,0,0,9,0,5,-,9
411,Frabotta,d,JUV,10,"5,75","5,7",0,0,0 / 0,0,1,5,0,1,-,4
412,Muriqi,a,LAZ,20,"5,58","5,7",1,0,0 / 0,0,0,1,0,5,-,5
413,Inglese,a,PAR,13,"5,62","5,69",0,0,0 / 0,0,2,2,0,2,-,
414,Borja Valero,c,FIO,11,"5,82","5,68",0,0,0 / 0,0,0,3,0,2,-,7
415,Bruno Alves,d,PAR,19,"5,61","5,68",1,0,0 / 0,0,0,3,0,3,-,
416,Ceccherini,d,VER,28,"5,93","5,68",0,0,0 / 0,0,0,10,0,5,-,9
417,Dabo,c,BEN,17,"5,79","5,68",0,0,0 / 0,0,0,5,0,4,-,
418,Carboni,d,CAG,14,"5,68","5,68",0,0,0 / 0,0,1,2,0,4,-,18
419,Improta,a,BEN,34,"5,75","5,68",1,0,0 / 0,0,0,7,0,4,-,
420,Eduardo Henrique,c,CRO,17,"5,62","5,68",1,0,0 / 0,0,0,4,0,2,-,
421,Osorio,d,PAR,22,"5,73","5,68",0,0,0 / 0,0,0,2,0,2,-,
422,Mandzukic,a,MIL,6,"5,67","5,67",0,0,0 / 0,0,0,1,0,7,-,1
423,Dell'orco,d,SPE,6,"5,67","5,67",0,0,0 / 0,0,0,0,0,1,-,16
424,Rafael,p,SPE,3,"7,0","5,67",0,5,0 / 0,0,1,0,0,3,-,16
425,Malcuit,d,FIO,6,"5,67","5,67",0,0,0 / 0,0,0,0,0,1,-,7
426,Tonali,c,MIL,24,"5,73","5,67",0,0,0 / 0,0,0,1,1,4,-,1
427,Tuia,d,BEN,26,"5,67","5,67",1,0,0 / 0,0,0,6,0,3,-,
428,Acampora,c,SPE,9,"5,78","5,67",0,0,0 / 0,0,0,2,0,1,-,16
429,Valenti,d,PAR,9,"5,67","5,67",0,0,0 / 0,0,0,0,0,3,-,
430,Lucas Leiva,c,LAZ,32,"5,81","5,66",0,0,0 / 0,0,0,10,0,5,-,5
431,Masiello,d,GEN,30,"5,75","5,65",0,0,0 / 0,0,0,6,0,4,-,19
432,Magnanelli,c,SAS,7,"5,79","5,64",0,0,0 / 0,0,0,2,0,1,-,11
433,Luiz Felipe,d,LAZ,14,"5,82","5,64",0,0,0 / 0,0,0,5,0,2,-,5
434,Haraslin,a,SAS,11,"5,77","5,64",0,0,0 / 0,0,0,1,1,2,-,11
435,Deiola,c,CAG,19,"5,71","5,63",0,0,0 / 0,0,0,3,0,3,-,18
436,Empereur,d,VER,4,"5,75","5,62",0,0,0 / 0,0,0,1,0,4,-,9
437,Ramos,d,SPE,4,"5,75","5,62",0,0,0 / 0,0,0,1,0,2,-,16
438,Kokorin,a,FIO,4,"5,75","5,62",0,0,0 / 0,0,0,1,0,3,-,7
439,Chabot,d,SPE,22,"5,68","5,61",1,0,0 / 0,0,1,9,1,3,-,16
440,Igor,d,FIO,18,"5,75","5,61",0,0,0 / 0,0,0,5,0,3,-,7
441,Santon,d,ROM,10,"5,75","5,6",0,0,0 / 0,0,0,3,0,2,-,6
442,Fares,c,LAZ,21,"5,67","5,60",0,0,0 / 0,0,1,5,0,4,-,5
443,Linetty,c,TOR,24,"5,58","5,60",1,0,0 / 0,0,0,5,0,4,-,10
444,Venuti,d,FIO,24,"5,69","5,60",0,0,0 / 0,0,1,3,0,4,-,7
445,Cassata,c,GEN,5,"5,8","5,6",0,0,0 / 0,0,0,2,0,2,-,19
446,Marlon,d,SAS,21,"5,71","5,60",0,0,0 / 0,0,0,4,1,3,-,11
447,Cyprien,c,PAR,10,"5,7","5,6",0,0,0 / 0,0,0,2,0,1,-,
448,Danilo Lar.,d,BOL,35,"5,67","5,59",0,0,0 / 0,0,1,8,0,3,-,13
449,Hickey,d,BOL,11,"5,82","5,59",0,0,0 / 0,0,0,3,1,1,-,13
450,La Gumina,a,SAM,6,"5,58","5,58",0,0,0 / 0,0,0,0,0,1,-,15
451,Buongiorno,d,TOR,12,"5,75","5,58",0,0,0 / 0,0,0,4,0,3,-,10
452,Dijks,d,BOL,20,"5,75","5,58",0,0,0 / 0,0,0,5,1,3,-,13
453,Barba,d,BEN,32,"5,67","5,55",0,0,0 / 0,0,2,8,0,4,-,
454,Cataldi,c,LAZ,14,"5,68","5,54",0,0,0 / 0,0,0,4,0,2,-,5
455,Bani,d,PAR,26,"5,73","5,54",0,0,0 / 0,0,0,10,0,3,-,
456,Rispoli,d,CRO,15,"5,67","5,53",0,0,0 / 0,0,0,4,0,2,-,
457,Golemic,d,CRO,28,"5,41","5,52",2,0,1 / 1,0,0,4,1,4,-,
458,Grassi,c,PAR,20,"5,68","5,5",0,0,0 / 0,0,0,3,0,3,-,
459,Laurini,d,PAR,12,"5,54","5,5",0,0,0 / 0,0,0,1,0,3,-,
460,Jajalo,c,UDI,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-,12
461,Radu I.,p,INT,2,"6,0","5,5",0,1,0 / 0,0,0,0,0,4,-,2
462,Sprocati,a,PAR,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-,
463,Micin,a,UDI,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,2,-,12
464,Ter Avest,d,UDI,5,"5,5","5,5",0,0,0 / 0,0,0,0,0,2,-,12
465,Scozzarella,c,PAR,3,"5,67","5,5",0,0,0 / 0,0,0,1,0,1,-,
466,Klavan,d,CAG,11,"5,55","5,5",0,0,0 / 0,0,0,1,0,2,-,18
467,Vavro,d,LAZ,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-,5
468,Di Carmine,a,CRO,18,"5,56","5,5",0,0,0 / 0,0,0,2,0,3,-,
469,Diallo Am.,a,ATA,1,"6,0","5,5",0,0,0 / 0,0,0,1,0,1,-,8
470,Mastinu,c,SPE,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-,16
471,Magallan,d,CRO,28,"5,54","5,5",1,0,0 / 0,0,1,10,0,4,-,
472,Kargbo,a,CRO,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,2,-,
473,Piccini,d,ATA,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-,8
474,Rojas,c,CRO,2,"5,5","5,5",0,0,0 / 0,0,0,1,0,2,-,
475,Balogh,d,PAR,3,"5,67","5,5",0,0,0 / 0,0,0,1,0,2,-,
476,Ruggeri,d,ATA,3,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-,8
477,Dierckx,d,PAR,7,"5,57","5,5",0,0,0 / 0,0,0,1,0,2,-,
478,Antov,d,BOL,4,"5,62","5,5",0,0,0 / 0,0,0,1,0,2,-,13
479,Traore' C.,a,PAR,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,2,-,
480,Kosznovszky,c,PAR,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-,
481,Patric,d,LAZ,23,"5,61","5,48",0,0,0 / 0,0,1,8,0,3,-,5
482,Vignali,d,SPE,21,"5,62","5,48",0,0,0 / 0,0,0,4,1,3,-,16
483,Rodriguez R.,d,TOR,16,"5,5","5,47",0,0,0 / 0,0,0,1,0,1,-,10
484,Cuomo,d,CRO,12,"5,62","5,46",0,0,0 / 0,0,0,4,0,3,-,
485,Pellegrini Lu.,d,GEN,11,"5,64","5,45",0,0,0 / 0,0,1,2,0,1,-,19
486,Foulon,d,BEN,19,"5,66","5,45",0,0,0 / 0,0,0,4,0,2,-,
487,Petriccione,c,CRO,15,"5,67","5,43",0,0,0 / 0,0,0,5,1,2,-,
488,Lyanco,d,TOR,23,"5,61","5,43",0,0,0 / 0,0,0,8,0,2,-,10
489,Farago',d,BOL,6,"5,58","5,42",0,0,0 / 0,0,0,2,0,2,-,13
490,Caligara,c,CAG,6,"5,58","5,42",0,0,0 / 0,0,0,2,0,1,-,18
491,Baldursson,c,BOL,5,"5,6","5,4",0,0,0 / 0,0,0,2,0,1,-,13
492,Busi,d,PAR,19,"5,42","5,39",0,0,0 / 0,0,1,3,0,3,-,
493,Hoedt,d,LAZ,12,"5,62","5,38",0,0,0 / 0,0,0,6,0,1,-,5
494,Szczesny,p,JUV,30,"6,22","5,38",0,32,0 / 0,2,1,0,0,16,-,4
495,Pisacane,d,CAG,4,"5,5","5,38",0,0,0 / 0,0,0,1,0,1,-,18
496,Kolarov,d,INT,4,"5,12","5,38",0,0,0 / 0,0,1,0,0,7,-,2
497,Ospina,p,NAP,16,"6,12","5,38",0,12,0 / 0,0,1,2,0,10,-,3
498,Donnarumma G.,p,MIL,37,"6,31","5,35",0,38,0 / 0,1,0,1,0,16,-,1
499,Peluso,d,SAS,3,"5,5","5,33",0,0,0 / 0,0,0,1,0,1,-,11
500,Tripaldelli,d,CAG,6,"5,42","5,33",0,0,0 / 0,0,0,1,0,1,-,18
501,Zirkzee,a,PAR,3,"5,33","5,33",0,0,0 / 0,0,0,0,0,3,-,
502,Depaoli,d,BEN,20,"5,48","5,32",0,0,0 / 0,0,0,2,0,4,-,
503,Luperto,d,CRO,22,"5,41","5,30",0,0,0 / 0,0,0,3,1,1,-,
504,Gollini,p,ATA,25,"6,14","5,3",0,26,0 / 0,2,0,0,1,15,-,8
505,Dragus,a,CRO,5,"5,3","5,3",0,0,0 / 0,0,0,1,0,1,-,
506,Mojica,d,ATA,5,"5,4","5,3",0,0,0 / 0,0,0,1,0,2,-,8
507,Reynolds,d,ROM,5,"5,3","5,3",0,0,0 / 0,0,0,0,0,2,-,6
508,Maksimovic,d,NAP,14,"5,46","5,29",0,0,0 / 0,0,0,1,0,1,-,3
509,Conti,d,PAR,9,"5,44","5,28",0,0,0 / 0,0,0,3,0,1,-,
510,Danzi,c,VER,2,"5,5","5,25",0,0,0 / 0,0,0,1,0,2,-,9
511,Anderson D.,c,LAZ,2,"5,25","5,25",0,0,0 / 0,0,0,0,0,2,-,5
512,Denswil,d,BOL,2,"5,25","5,25",0,0,0 / 0,0,0,0,0,1,-,13
513,Calafiori,d,ROM,2,"5,75","5,25",0,0,0 / 0,0,0,2,0,1,-,6
514,Handanovic,p,INT,37,"5,99","5,19",0,33,0 / 0,2,0,1,0,15,-,2
515,Sala,d,SPE,6,"5,25","5,17",0,0,0 / 0,0,0,1,0,1,-,16
516,Iacoponi,d,PAR,15,"5,6","5,17",0,0,0 / 0,0,0,3,1,1,-,
517,Marrone,d,CRO,19,"5,39","5,08",0,0,0 / 0,0,0,8,0,3,-,
518,Maggio,d,BEN,6,"5,25","5,08",0,0,0 / 0,0,0,2,0,1,-,
519,Audero,p,SAM,37,"6,34","5,07",0,54,0 / 0,2,1,0,0,14,-,15
520,Ujkani,p,TOR,1,"6,0","5,0",0,1,0 / 0,0,0,0,0,2,-,10
521,Padelli,p,INT,1,"6,0","5,0",0,1,0 / 0,0,0,0,0,2,-,2
522,Tupta,a,VER,1,"5,0","5,0",0,0,0 / 0,0,0,0,0,2,-,9
523,Pinsoglio,p,JUV,1,"6,0","5,0",0,1,0 / 0,0,0,0,0,2,-,4
524,Palumbo,c,UDI,1,"5,0","5,0",0,0,0 / 0,0,0,0,0,1,-,12
525,Vicario,p,CAG,4,"6,5","5,0",0,6,0 / 0,0,0,0,0,5,-,18
526,Paleari,p,GEN,3,"6,0","5,0",0,3,0 / 0,0,0,0,0,2,-,19
527,Onguene',d,GEN,3,"5,0","5,0",0,0,0 / 0,0,0,0,0,1,-,19
528,Sportiello,p,ATA,15,"6,17","4,97",0,21,0 / 0,1,0,0,0,8,-,8
529,Consigli,p,SAS,37,"6,35","4,91",0,56,0 / 0,1,0,1,0,13,-,11
530,Fuzato,p,ROM,5,"6,3","4,9",0,7,0 / 0,0,0,0,0,4,-,6
531,Silvestri,p,VER,34,"6,18","4,87",0,42,0 / 0,0,0,1,0,10,-,9
532,Dragowski,p,FIO,36,"6,22","4,86",0,55,0 / 0,2,0,0,0,11,-,7
533,Meret,p,NAP,22,"6,16","4,84",0,29,0 / 0,0,0,0,0,12,-,3
534,Cragno,p,CAG,34,"6,41","4,84",0,53,0 / 0,0,0,1,0,11,-,18
535,Perin,p,GEN,32,"6,25","4,83",0,44,0 / 0,0,0,1,1,11,-,19
536,Mirante,p,ROM,13,"6,08","4,77",0,19,0 / 0,1,0,2,0,4,-,6
537,Pau Lopez,p,ROM,21,"6,07","4,69",0,29,0 / 0,0,0,0,0,8,-,6
538,Skorupski,p,BOL,28,"6,12","4,68",0,46,0 / 0,2,0,1,0,9,-,13
539,Reina,p,LAZ,29,"6,07","4,64",0,41,0 / 0,0,0,1,0,10,-,5
540,Pandur,p,VER,4,"6,12","4,62",0,6,0 / 0,0,0,0,0,4,-,9
541,Milinkovic-Savic V.,p,TOR,5,"5,8","4,6",0,6,0 / 0,0,0,0,0,2,-,10
542,Musso,p,UDI,35,"6,11","4,59",0,51,0 / 0,0,0,5,0,9,-,12
543,Strakosha,p,LAZ,9,"6,0","4,39",0,14,0 / 0,0,0,1,0,7,-,5
544,Provedel,p,SPE,29,"6,10","4,29",0,55,0 / 0,1,0,1,0,6,-,16
545,Zoet,p,SPE,7,"6,07","4,29",0,12,0 / 0,0,0,1,0,2,-,16
546,Sirigu,p,TOR,32,"6,02","4,08",0,62,0 / 0,0,0,0,0,4,-,10
547,Mazzotta,d,CRO,1,"4,5","4,0",0,0,0 / 0,0,0,1,0,1,-,
548,Manfredini,p,BEN,1,"5,0","4,0",0,1,0 / 0,0,0,0,0,1,-,
549,Montipo',p,BEN,37,"6,0","3,99",0,74,0 / 0,1,0,3,0,4,-,
550,Sepe,p,PAR,36,"6,01","3,90",0,76,0 / 0,0,0,0,0,3,-,
551,Da Costa,p,BOL,6,"5,5","3,83",0,9,0 / 0,0,0,2,0,1,-,13
552,Cordaz,p,CRO,36,"6,11","3,57",0,91,0 / 0,0,0,1,0,2,-,
553,Ravaglia F.,p,BOL,4,"5,75","3,25",0,10,0 / 0,0,0,0,0,1,-,13
554,Marchetti,p,GEN,4,"5,88","3,12",0,11,0 / 0,0,0,0,0,1,-,19
555,Scuffet,p,UDI,1,"5,0","3,0",0,2,0 / 0,0,0,0,0,1,-,12
556,Nicolas,p,UDI,2,"5,5","3,0",0,5,0 / 0,0,0,0,0,1,-,12
557,Colombi,p,PAR,2,"6,25","2,75",0,7,0 / 0,0,0,0,0,1,-,
558,Regini,d,SAM,1,"4,5","2,5",0,0,0 / 0,0,0,0,0,1,-,15
559,Tatarusanu,p,MIL,1,"5,0","2,0",0,3,0 / 0,0,0,0,0,1,-,1
560,Radunovic,p,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,8
561,Sarr M.,p,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,13
562,Spolli,d,CRO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,
563,Babacar,a,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,8,-,11
564,Donnarumma An.,p,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,1
565,Laxalt,d,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,1
566,Perotti,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,8,-,6
567,Khedira,c,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-,4
568,Allan,c,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,9,-,3
