,Calciatore,Ruolo,Squadra,Partite Giocate,MV,FM,Gol,Gol Subiti,Rigori,Rigori Parati,Assist,Ammonizioni,Espulsioni,QA,ExpectedCost_1000
385,Pedro G.,a,FIO,3,"5,67","5,67",0,0,0 / 0,0,0,0,0,1,-
386,Villar,c,ROM,6,"5,83","5,67",0,0,0 / 0,0,0,3,0,2,-
387,Zapata C.,d,GEN,19,"5,71","5,66",1,0,0 / 0,0,0,4,0,3,-
388,Reca,d,SPA,25,"5,62","5,66",0,0,0 / 0,0,2,2,0,3,-
389,Obiang,c,SAS,22,"5,84","5,66",1,0,0 / 0,0,0,10,0,2,-
390,Thorsby,c,SAM,23,"5,76","5,65",1,0,0 / 0,0,1,7,1,3,-
391,Spalek,c,BRE,24,"5,46","5,65",2,0,0 / 0,0,1,5,0,4,-
392,Gastaldello,d,BRE,7,"5,71","5,64",0,0,0 / 0,0,0,1,0,1,-
393,Cassata,c,GEN,22,"5,64","5,64",2,0,0 / 0,0,0,9,2,3,-
394,Meite',c,TOR,29,"5,69","5,64",0,0,0 / 0,0,1,5,0,3,-
395,Terracciano,p,FIO,7,"6,36","5,64",0,5,0 / 0,0,0,0,0,6,-
396,Rigoni E,a,SAM,7,"5,64","5,64",0,0,0 / 0,0,1,2,0,2,-
397,Troost-Ekong,d,UDI,29,"5,72","5,64",0,0,0 / 0,0,0,5,0,4,-
398,Walukiewicz,d,CAG,14,"5,68","5,64",0,0,0 / 0,0,0,1,0,2,-
399,Papetti,d,BRE,11,"5,59","5,64",1,0,0 / 0,0,0,5,0,4,-
400,Rossettini,d,LEC,26,"5,69","5,63",0,0,0 / 0,0,1,5,0,2,-
401,Cacciatore,d,CAG,15,"5,73","5,63",0,0,0 / 0,0,0,1,1,2,-
402,Conti,d,MIL,21,"5,71","5,62",0,0,0 / 0,0,2,8,0,2,-
403,Ferrari A.,d,SAM,12,"5,79","5,62",0,0,0 / 0,0,0,4,0,1,-
404,Tonelli,d,SAM,9,"5,83","5,61",0,0,0 / 0,0,0,4,0,1,-
405,Lykogiannis,d,CAG,19,"5,66","5,61",0,0,0 / 0,0,1,4,0,2,-
406,Mirante,p,ROM,5,"6,6","5,6",0,5,0 / 0,0,0,0,0,3,-
407,Bertolacci,c,SAM,10,"5,75","5,6",0,0,0 / 0,0,0,3,0,2,-
408,Favilli,a,GEN,15,"5,73","5,6",0,0,0 / 0,0,0,4,0,2,-
409,Pajac,d,GEN,10,"5,65","5,6",0,0,0 / 0,0,0,1,0,1,-
410,Martella,d,BRE,20,"5,68","5,6",0,0,0 / 0,0,0,3,0,3,-
411,Colley,d,SAM,31,"5,73","5,60",0,0,0 / 0,0,1,10,0,5,-
412,Teodorczyk,a,UDI,5,"5,7","5,6",0,0,0 / 0,0,0,1,0,1,-
413,Jony,c,LAZ,21,"5,64","5,60",0,0,0 / 0,0,1,4,0,3,-
414,Santon,d,ROM,11,"5,73","5,59",0,0,0 / 0,0,0,4,0,2,-
415,Behrami,c,GEN,17,"5,71","5,59",0,0,0 / 0,0,0,2,1,3,-
416,Bernardeschi,c,JUV,25,"5,52","5,58",1,0,0 / 0,0,1,6,0,3,-
417,Pezzella Giu.,d,PAR,19,"5,63","5,58",0,0,0 / 0,0,0,2,0,3,-
418,Murgia,c,SPA,24,"5,60","5,58",0,0,0 / 0,0,1,3,0,3,-
419,Schouten,c,BOL,18,"5,81","5,58",0,0,0 / 0,0,0,6,1,2,-
420,Bjarnason,c,BRE,13,"5,62","5,58",0,0,0 / 0,0,0,1,0,3,-
421,Igor,d,FIO,26,"5,69","5,56",0,0,0 / 0,0,1,9,0,3,-
422,Skrabb,a,BRE,8,"5,56","5,56",0,0,0 / 0,0,0,1,0,2,-
423,Aina,d,TOR,29,"5,66","5,55",0,0,0 / 0,0,1,8,0,3,-
424,Paqueta',c,MIL,19,"5,68","5,55",0,0,0 / 0,0,1,7,0,2,-
425,Dell'orco,d,LEC,13,"5,54","5,54",0,0,0 / 0,0,1,0,1,2,-
426,Sala,d,SPA,14,"5,57","5,54",0,0,0 / 0,0,0,1,0,1,-
427,Biraschi,d,GEN,24,"5,73","5,54",0,0,0 / 0,0,0,3,1,3,-
428,Paz,d,LEC,13,"5,65","5,54",0,0,0 / 0,0,1,5,0,2,-
429,Vieira,c,SAM,26,"5,73","5,54",0,0,0 / 0,0,1,11,1,3,-
430,Bourabia,c,SAS,16,"5,72","5,53",1,0,0 / 0,0,1,5,1,2,-
431,Ndoj,c,BRE,15,"5,6","5,53",0,0,0 / 0,0,0,2,0,2,-
432,Koulibaly,d,NAP,25,"5,78","5,52",0,0,0 / 0,0,0,7,1,4,-
433,Birsa,c,CAG,9,"5,56","5,5",0,0,0 / 0,0,0,1,0,1,-
434,Pavoletti,a,CAG,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-
435,Matri,a,SAS,3,"5,83","5,5",0,0,0 / 0,0,0,1,1,1,-
436,Rispoli,d,LEC,25,"5,62","5,5",0,0,0 / 0,0,0,6,0,3,-
437,Destro,a,GEN,9,"5,56","5,5",0,0,0 / 0,0,0,2,0,1,-
438,Salamon,d,SPA,5,"5,6","5,5",0,0,0 / 0,0,0,1,0,1,-
439,Zukanovic,d,SPA,3,"5,67","5,5",0,0,0 / 0,0,0,1,0,1,-
440,Adjapong,d,VER,4,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-
441,Cristoforo,c,FIO,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-
442,Musacchio,d,MIL,18,"5,67","5,5",0,0,0 / 0,0,0,4,1,1,-
443,Rodriguez R.,d,MIL,5,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-
444,Imbula,c,LEC,3,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-
445,Dijks,d,BOL,13,"5,69","5,5",0,0,0 / 0,0,0,5,0,2,-
446,Opoku,d,UDI,7,"5,71","5,5",0,0,0 / 0,0,0,1,1,1,-
447,Piccoli,a,ATA,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-
448,Benzar,d,LEC,3,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-
449,Tripaldelli,d,SAS,2,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-
450,Tremolada,c,BRE,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-
451,Viviani M.,c,BRE,5,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-
452,Riccardi D,d,LEC,1,"5,5","5,5",0,0,0 / 0,0,0,0,0,1,-
453,Paloschi,a,CAG,13,"5,46","5,46",0,0,0 / 0,0,0,0,0,2,-
454,Vicari,d,SPA,33,"5,64","5,45",0,0,0 / 0,0,0,4,0,3,-
455,Tachtsidis,c,LEC,27,"5,5","5,44",0,0,0 / 0,0,2,5,1,3,-
456,Fares,c,SPA,8,"5,56","5,44",0,0,0 / 0,0,0,2,0,1,-
457,Can,c,JUV,7,"5,57","5,43",0,0,0 / 0,0,0,2,0,2,-
458,Eysseric,c,VER,6,"5,58","5,42",0,0,0 / 0,0,0,2,0,1,-
459,Duarte,d,MIL,5,"5,6","5,4",0,0,0 / 0,0,0,2,0,1,-
460,Cetin,d,ROM,5,"5,8","5,4",0,0,0 / 0,0,0,2,1,1,-
461,Tunjov,c,SPA,5,"5,4","5,4",0,0,0 / 0,0,0,0,0,1,-
462,Murillo,d,SAM,9,"5,56","5,39",0,0,0 / 0,0,0,1,1,2,-
463,Badu,c,VER,4,"5,62","5,38",0,0,0 / 0,0,0,2,0,1,-
464,Cragno,p,CAG,16,"6,53","5,38",0,21,0 / 0,1,0,1,0,10,-
465,Cionek,d,SPA,27,"5,57","5,37",0,0,0 / 0,0,0,11,0,3,-
466,Luperto,d,NAP,7,"5,5","5,36",0,0,0 / 0,0,0,2,0,1,-
467,Aye',a,BRE,21,"5,45","5,36",0,0,0 / 0,0,0,2,1,3,-
468,Donnarumma G.,p,MIL,36,"6,22","5,35",0,42,0 / 0,4,0,3,0,15,-
469,Handanovic,p,INT,35,"6,2","5,34",0,32,0 / 0,1,0,2,0,14,-
470,Sportiello,p,ATA,6,"6,17","5,33",0,5,0 / 0,0,0,0,0,3,-
471,Peluso,d,SAS,20,"5,45","5,32",0,0,0 / 0,0,1,5,1,2,-
472,Felipe,d,SPA,14,"5,46","5,32",0,0,0 / 0,0,0,5,0,1,-
473,Rugani,d,JUV,8,"5,44","5,31",0,0,0 / 0,0,0,2,0,1,-
474,Lyanco,d,TOR,16,"5,59","5,31",0,0,0 / 0,0,0,5,0,1,-
475,Bereszynski,d,SAM,28,"5,55","5,30",0,0,0 / 0,0,0,10,0,2,-
476,Biglia,c,MIL,9,"5,39","5,28",0,0,0 / 0,0,1,4,0,1,-
477,Tomovic,d,SPA,21,"5,48","5,26",0,0,0 / 0,0,1,5,1,2,-
478,Colombi,p,PAR,4,"6,25","5,25",0,4,0 / 0,0,0,0,0,1,-
479,Antonucci,a,ROM,2,"5,5","5,25",0,0,0 / 0,0,0,1,0,1,-
480,Jankovic,c,SPA,2,"5,25","5,25",0,0,0 / 0,0,0,1,0,1,-
481,Mateju,d,BRE,30,"5,45","5,25",0,0,0 / 0,0,1,8,1,3,-
482,Maroni,c,SAM,4,"5,75","5,25",0,0,0 / 1,0,1,0,0,2,-
483,Murru,d,SAM,27,"5,43","5,24",0,0,0 / 0,0,0,4,1,1,-
484,Mangraviti,d,BRE,13,"5,31","5,23",0,0,0 / 0,0,0,2,0,2,-
485,Denswil,d,BOL,25,"5,44","5,22",0,0,0 / 0,0,0,5,1,2,-
486,Strakosha,p,LAZ,38,"6,24","5,18",0,42,0 / 0,1,0,2,0,12,-
487,Ranieri L.,d,FIO,3,"5,5","5,17",0,0,0 / 0,0,0,0,1,1,-
488,Szczesny,p,JUV,29,"6,21","5,16",0,33,0 / 0,1,0,1,0,11,-
489,Djidji,d,TOR,13,"5,31","5,12",0,0,0 / 0,0,0,1,0,2,-
490,Musso,p,UDI,38,"6,26","5,07",0,51,0 / 0,2,0,1,0,12,-
491,Da Costa,p,BOL,1,"6,0","5,0",0,1,0 / 0,0,0,0,0,1,-
492,Buffon,p,JUV,9,"6,11","5,0",0,10,0 / 0,0,0,0,0,3,-
493,Dragowski,p,FIO,31,"6,21","5,0",0,43,0 / 0,2,0,1,0,9,-
494,Andre' Silva,a,MIL,1,"5,5","5,0",0,0,0 / 0,0,0,1,0,14,-
495,Rossi F.,p,ATA,1,"6,0","5,0",0,1,0 / 0,0,0,0,0,1,-
496,Ospina,p,NAP,17,"6,0","5,0",0,17,0 / 0,0,0,0,0,8,-
497,El Yamiq,d,GEN,3,"5,17","5,0",0,0,0 / 0,0,0,1,0,1,-
498,Fuzato,p,ROM,1,"6,0","5,0",0,1,0 / 0,0,0,0,0,1,-
499,Moncini,a,SPA,2,"5,0","5,0",0,0,0 / 0,0,0,0,0,1,-
500,Corbo,d,BOL,2,"5,25","5,0",0,0,0 / 0,0,0,1,0,1,-
501,Carboni,d,CAG,6,"5,5","5,0",0,0,0 / 0,0,0,2,2,2,-
502,Silvestri,p,VER,35,"6,24","4,99",0,43,0 / 0,0,0,2,0,10,-
503,Sepe,p,PAR,34,"6,24","4,93",0,53,0 / 0,3,0,1,0,10,-
504,Gollini,p,ATA,33,"6,20","4,88",0,42,0 / 0,0,0,3,0,10,-
505,Olsen,p,CAG,17,"6,29","4,82",0,24,0 / 0,0,0,0,1,8,-
506,Meret,p,NAP,22,"6,14","4,77",0,33,0 / 0,1,0,0,0,6,-
507,Begovic,p,MIL,2,"6,25","4,75",0,3,0 / 0,0,0,0,0,1,-
508,Pau Lopez,p,ROM,32,"6,08","4,72",0,45,0 / 0,1,0,3,0,9,-
509,Sirigu,p,TOR,36,"6,43","4,68",0,64,0 / 0,1,0,4,0,8,-
510,Juan Jesus,d,ROM,3,"5,0","4,67",0,0,0 / 0,0,0,2,0,2,-
511,Alfonso,p,BRE,3,"6,0","4,67",0,4,0 / 0,0,0,0,0,1,-
512,Berisha,p,SPA,26,"6,37","4,65",0,44,0 / 0,0,0,1,0,5,-
513,Rosati,p,TOR,1,"5,5","4,5",0,1,0 / 0,0,0,0,0,1,-
514,Consigli,p,SAS,31,"6,08","4,39",0,55,0 / 0,1,0,1,0,7,-
515,Skorupski,p,BOL,37,"6,0","4,32",0,64,0 / 0,1,0,2,0,6,-
516,Joronen,p,BRE,29,"6,24","4,29",0,59,0 / 0,1,0,1,0,5,-
517,Audero,p,SAM,36,"6,01","4,28",0,60,0 / 0,0,0,1,0,6,-
518,Turati,p,SAS,2,"6,25","4,25",0,4,0 / 0,0,0,0,0,1,-
519,Perin,p,GEN,21,"6,07","4,24",0,38,0 / 0,0,0,1,0,5,-
520,Rafael,p,CAG,6,"6,0","4,17",0,11,0 / 0,0,0,0,0,1,-
521,Padelli,p,INT,3,"5,33","4,0",0,4,0 / 0,0,0,0,0,1,-
522,Radu I.,p,PAR,17,"6,03","4,0",0,35,0 / 0,0,1,1,0,1,-
523,Vigorito,p,LEC,5,"5,9","4,0",0,9,0 / 0,0,0,1,0,1,-
524,Thiam D.,p,SPA,2,"6,0","4,0",0,4,0 / 0,0,0,0,0,1,-
525,Gabriel,p,LEC,34,"6,16","3,99",0,76,0 / 0,2,0,4,0,5,-
526,Ujkani,p,TOR,1,"6,5","3,5",0,3,0 / 0,0,0,0,0,1,-
527,Andrenacci,p,BRE,6,"6,0","3,33",0,16,0 / 0,0,0,0,0,2,-
528,Falcone,p,SAM,2,"6,0","3,25",0,5,0 / 0,0,0,1,0,1,-
529,Letica,p,SPA,10,"5,7","3,05",0,29,0 / 0,1,0,1,0,1,-
530,Radunovic,p,VER,3,"5,67","2,83",0,8,0 / 0,0,0,1,0,1,-
531,Almici,d,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
532,Sarr M.,p,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
533,Di Gaudio,c,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
534,Marrone,d,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-
535,Matos,a,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-
536,Seculin,p,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
537,Capezzi,c,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-
538,Donnarumma An.,p,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
539,Berni,p,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
540,Bessa,c,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
541,Icardi,a,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,31,-
542,Puscas,a,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-
543,Mandzukic,a,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,8,-
544,Guerrieri,p,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
545,Marchetti,p,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
546,Rafael Cabral,p,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
547,Strinic,d,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-
548,Hiljemark,c,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,-
549,Rigoni L,c,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-
550,Crescenzi,d,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
551,Gazzola,d,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-
552,Falcinelli,a,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,6,-
553,Gomis A,p,SPA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
554,Ichazo,p,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
555,Karnezis,p,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
556,Scuffet,p,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
557,Perica,a,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-
558,Thereau,a,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
559,Viviani,c,SPA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-
560,Alastra,p,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
561,Machin,c,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
562,Donsah,c,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,-
563,Perisan,p,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
564,Perisic,c,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,17,-
565,Tupta,a,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
566,Fiamozzi,d,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
567,Balic,c,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,-
568,Nagy,c,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-
569,Munari,c,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
570,Aresti,p,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
571,Schick,a,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,12,-
572,Mazzitelli,c,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
573,Parigini,c,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
574,Pjaca,a,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
575,Wallace,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-
576,Lo Faso,a,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
577,Gustafson,c,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-
578,Praet,c,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,13,-
579,Ragusa,a,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-
580,Joao Mario N.,c,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-
581,Plizzari,p,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
582,Cucchietti,p,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
583,Kean,a,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,17,-
584,Satalino,p,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
585,Simic L,d,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
586,Coulibaly M.,c,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
587,Han,a,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
588,Biancu,c,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
589,Vitor Hugo,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,7,-
590,Karsdorp,d,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-
591,Gravillon,d,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,6,-
592,Ingelsson,c,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
593,Gonalons,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-
594,Ounas,a,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,8,-
595,Jaroszynski,d,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-
596,Falletti,c,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
597,Vaisanen,d,SPA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
598,Ciciretti,c,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
599,Ceravolo,a,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-
600,Zaccagno,p,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
601,Nicolas,p,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
602,Cerofolini,p,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
603,Cancelo,d,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,14,-
604,Hristov,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
605,Brignola,a,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-
606,Lee,a,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,-
607,Nzonzi,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,7,-
608,Sandro,c,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
609,Buongiorno,d,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
610,Danzi,c,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
611,Varnier,d,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-
612,Valzania,c,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,5,-
613,Calabresi,d,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-
614,Rasmussen,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
615,Hancko,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-
616,Vodisek,p,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
617,Proto,p,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
618,Durmisi,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
619,Coric,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-
620,Bianda,d,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
621,Dickmann,d,SPA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-
622,Micin,a,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
623,Baraye,a,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
624,Colombatto,c,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
625,Colidio,a,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
626,Riccardi,c,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
627,Bradaric F.,c,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,4,-
628,Sierralta,d,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
629,Jandrei,p,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
630,Despodov,a,CAG,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-
631,Nicolussi Caviglia,c,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
632,Brancolini,p,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
633,Montiel,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
634,Beloko,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
635,Gaetano,c,NAP,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
636,Armini,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
637,Portanova,c,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
638,Terzic,d,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
639,Zurkowski,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
640,Zennaro,c,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
641,Sala M,d,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
642,Adorante,a,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
643,Casasola,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
644,Rizzo N,d,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
645,Borghetto,p,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
646,Cristo,a,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,6,-
647,Okoli,d,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
648,Cambiaghi,a,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
649,Cassandro,d,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
650,Curcio,d,BRE,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
651,Candela,d,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
652,Schafer,c,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
653,Merola,a,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
654,Fagioli,c,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
655,Jorge Silva,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
656,Bleve,p,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
657,Milli,p,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
658,Haye,c,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,3,-
659,Minelli,d,PAR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
660,Bouah,d,ROM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
661,Cangiano,a,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
662,Ferigra,d,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
663,Gilli,d,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
664,Rauti,a,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
665,De Angelis,c,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
666,Berardi A.,p,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
667,Balkovec,d,VER,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,2,-
668,Gallo,d,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
669,Lakti,c,FIO,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
670,Bahlouli,a,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
671,Cipriano,d,LAZ,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
672,Skrtel,d,ATA,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,8,-
673,Russo A.,p,SAS,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
674,Avogadri,p,SAM,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
675,Gemello,p,TOR,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
676,Gasolina Wesley,d,JUV,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
677,Eriksson,c,GEN,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
678,Breza,p,BOL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
679,Chironi,p,LEC,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
680,Pirola,d,INT,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
681,Prodl,d,UDI,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
682,Colombo,a,MIL,0,"0,0","0,0",0,0,0 / 0,0,0,0,0,1,-
